,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,explicit,popularity,clusters,id,artist,song_title
3760,0.491,0.941,-2.893,0.0469,0.00052,0.000597,0.0289,0.202,174.943,222774,0,21,9,3goATFLkdhWjLeeyMQAQ3R,"['Flux Pavilion', 'Maduk']",Pull The Trigger - Maduk Remix
3761,0.599,0.892,-5.773,0.051,0.0153,0.0517,0.0762,0.209,173.96,295172,0,48,9,5Ekdfu0XeYUnd1vex3jwsd,"['BCee', 'Philippa Hanna']",Back to the Street
3762,0.451,0.917,-2.69,0.0572,0.00129,0.785,0.146,0.468,173.96,201552,0,29,7,4wLDdX0K1PeOT9e55ganIg,['Fox Stevenson'],Melange
3763,0.478,0.862,-3.156,0.0588,0.017,2.62e-06,0.501,0.45,174.021,223448,0,45,5,4bJpdznQXEeRE1xrn69nMU,['Fox Stevenson'],Take You Down
3764,0.503,0.757,-4.032,0.0387,0.00157,0.913,0.311,0.0383,173.964,277421,0,31,7,5ugIjF6bS14MJ4WwvyP9LZ,['Humanature'],First Light
3765,0.425,0.594,-8.359,0.135,0.111,0.0844,0.0713,0.0384,174.025,289332,0,18,9,3Imbo4Q0jb6wF12QWFRg6e,"['Bert H', 'Becca Jane Grey']",These Days
3766,0.582,0.84,-4.797,0.0477,0.0141,0.72,0.0787,0.115,174.031,313473,0,39,7,2ch3cSsV6oZwLZWZBVYUTg,['Pola & Bryson'],Alkaline
3767,0.587,0.893,-2.508,0.0403,0.0224,0.00142,0.123,0.0535,87.056,225172,0,0,11,6A5nHAuwsuanT3uEMAouxF,['Wilkinson'],Afterglow
3768,0.401,0.913,-2.81,0.106,0.00495,0.000795,0.324,0.342,174.076,184761,0,0,9,2IPJYYQoBNhteRggMifO5c,"['Wilkinson', 'Sub Focus']",Take It Up
3769,0.735,0.37,-9.603,0.104,0.0745,0.886,0.109,0.7,174.011,358976,0,0,10,7lpc5u6i5nP99CiUwatK0Z,"['Totally Enormous Extinct Dinosaurs', 'Calibre']",Garden - Calibre Remix
3770,0.672,0.748,-6.744,0.0725,0.0203,0.677,0.0875,0.165,174.012,395633,0,37,7,2lybuq8kQnhl6p2bsNSRAV,"['MC DRS', 'LSB', 'Tyler Daley', 'Calibre']",The View - Calibre Remix
3771,0.48,0.925,-5.748,0.0513,0.00028,0.543,0.486,0.179,173.044,321440,0,47,5,0wrg4FXpFKz1y1tYsZPJOw,"['Calibre', 'High Contrast']",Mr Majestic
3772,0.411,0.704,-4.328,0.0349,0.00791,0.817,0.116,0.0391,175.071,341419,0,32,7,7oVAVtlK9frnRZ0e1CWnFn,"['Hybrid Minds', 'Emily Jones']",Tapestry
3773,0.349,0.868,-4.258,0.0519,8.23e-05,0.0,0.619,0.151,174.163,208931,0,48,5,1LowOq3Ipndg1XC1Dcm7lX,"['Camo & Krooked', 'Ayah Marar']",Watch It Burn
3774,0.554,0.763,-4.402,0.0363,0.0266,0.15,0.0996,0.426,172.036,318703,0,48,9,6F2JQL8ik5Df4ovnlBvyb5,['Mage'],The Words I Never Said In D&B
3775,0.362,0.941,-2.001,0.0396,0.00621,0.552,0.0872,0.103,174.953,256114,0,0,7,00BgcUYkIImsDN5rNjkR1U,['Maduk'],Don't Be Afraid
3776,0.377,0.858,-4.9,0.148,0.134,0.00185,0.0985,0.117,174.751,234475,0,0,9,5qsKdwDWbhNTygUO4mGpix,"['Feint', 'Laura Brehm']",We Won't Be Alone (feat. Laura Brehm)
3777,0.564,0.928,-3.397,0.0619,0.735,0.934,0.0468,0.278,173.966,356864,0,16,7,3q8f1VZOYTankTgdSDwyF4,['Nelver'],Headwind
3778,0.357,0.95,-2.698,0.0448,0.0783,0.897,0.158,0.326,174.049,358204,0,17,7,4YAKlVOPfdoeOMh6Y5TLSP,['Nelver'],Out Of Touch
3779,0.511,0.963,-3.395,0.0582,0.12,0.859,0.107,0.177,87.493,358835,0,15,10,2Sgv5xrCYjhnwQYKiquFHf,['Nelver'],Second Chance
3780,0.515,0.877,-3.906,0.0644,0.00836,8.09e-05,0.156,0.317,174.059,244431,0,35,9,2qNk3ta20XjhrLDCJRjBwn,"['Cartoon', 'Kóstja', 'Feint']",Whatever I Do - Feint Remix
3781,0.366,0.925,-2.572,0.0415,0.00113,0.934,0.208,0.128,174.958,245646,0,21,7,0ihC2yqLwCglAjZNzDDSdp,['Feint'],Take It In - Instrumental
3782,0.549,0.88,-5.237,0.0281,0.158,0.935,0.364,0.0358,139.993,289919,0,24,7,6BudDSzmev8NZWGND78cfp,['Aperio'],Celestial City
3783,0.548,0.837,-4.545,0.0371,0.0776,0.91,0.141,0.108,87.499,288471,0,30,10,4xPRuwWDviQ78nhkxD1XhO,['Aperio'],Seattle Sunrise
3784,0.666,0.834,-3.685,0.0747,0.133,0.592,0.101,0.373,172.013,249971,0,12,7,1Xlr70JGQfGsQm4TWO2Efz,['Aperio'],North Star
3785,0.554,0.844,-3.135,0.0313,0.182,0.921,0.174,0.292,87.51,271746,0,18,10,2xp7VQUehmnBhiktsT5Dhx,['Aperio'],Space Romance
3786,0.491,0.96,-1.981,0.0342,0.00011,0.888,0.0963,0.0383,130.502,292759,0,14,7,72RA6zRTejirr9fgDlnjHL,['Polygon'],Without Me
3787,0.516,0.866,-4.816,0.0519,0.00414,0.122,0.172,0.0433,174.003,298277,0,12,9,5zeJdfyBcAsbThjXTNo3wE,"['Insomniax', 'Kaye']",Fly Hiya
3788,0.561,0.783,-7.581,0.127,0.0129,0.589,0.304,0.123,174.981,292371,0,11,7,0vXq3Pri8D1Laj9HbJ69D9,"['Kori', 'Bert H', 'Elle Chante']",Safe At Last - Bert H Remix
3789,0.407,0.784,-3.097,0.0331,0.0128,6.35e-05,0.0332,0.188,175.038,334829,0,13,9,3J9Bp9KppkPpCAxICcBcRa,['Phloem'],Luminance
3790,0.505,0.929,-2.603,0.0411,0.00432,0.838,0.0843,0.177,174.004,288402,0,15,7,0d0vd1ndYDumq1P6Ymvmjp,"['Flite', 'Boxplot', 'Justin Hawkes', 'Audioscribe']",Sunroad
3791,0.74,0.587,-6.454,0.0758,0.000822,0.717,0.061,0.0993,87.02,275873,0,13,10,3qe6NUmtNyw6JFdsoXZ7lA,"['Bert H', 'Humanature']",Blackhouse
3792,0.609,0.81,-4.192,0.233,0.018,0.00806,0.042,0.573,173.979,264157,0,12,9,1JagFvI0nrx4xy0xdslSZl,"['Blooom', 'kaii']",Rush
3793,0.555,0.906,-2.301,0.0486,0.0273,0.0698,0.26,0.286,173.96,232414,0,14,9,2F7sq1qp2MWZrl8LjUvHCm,['Cyantific'],Wild Child
3794,0.55,0.876,-4.329,0.0459,0.0173,0.0311,0.069,0.34,173.977,184450,0,14,9,7K6HTWn8bRfaN7NNwiSvBN,['Itro'],Promises
3795,0.6,0.843,-2.58,0.061,0.00471,0.0882,0.0819,0.349,174.942,308000,0,10,9,0fYruz9yqmcaqnmGNoOZtE,['Dossa & Locuzzed'],Slap!
3796,0.646,0.73,-3.469,0.0427,0.0534,2.92e-05,0.0848,0.142,86.983,240000,0,14,11,4mOruFExKKkCjne0MplZXv,"['Maduk', 'Dennis Pedersen', 'Ella Noël', 'Rino']",Miles Apart
3797,0.375,0.881,-4.901,0.063,0.0014,0.119,0.293,0.0399,173.989,262155,0,12,9,2sn5coh6Wg2YkNPucuRswe,"['Ekko & Sidetrack', 'Reija Lee']",Long Summer
3798,0.494,0.874,-2.801,0.0504,0.00215,0.00152,0.0886,0.221,174.027,259310,0,13,9,2OHrbVio0pu4bZzzYwYrpJ,['Andromedik'],Your Eyes
3799,0.402,0.952,-3.823,0.0389,0.000502,0.338,0.187,0.0877,174.002,263853,0,13,7,7kExTuluhmf6ZrVY7Fp2lu,"['Lexurus', 'Leah Rye']",Out Of Love
3800,0.515,0.877,-3.906,0.0644,0.00836,8.09e-05,0.156,0.317,174.059,244431,0,13,9,6lbw2aJxH2wo4zqmpbh1Wh,"['Cartoon', 'Kóstja', 'Feint']",Whatever I Do - Feint Remix
3801,0.485,0.863,-5.309,0.0445,0.00265,0.0251,0.307,0.206,175.016,4062353,0,17,2,2Uu8DbfinN283AkOz8U9wF,['Various Artists'],Liquicity Drum & Bass 2018 Album Mix
3802,0.618,0.824,-4.585,0.0549,0.00268,0.877,0.0529,0.0598,86.982,298131,0,13,10,48dwW7AecoLByEnq552ZAm,"['Aetherial', 'Cosmic Sequence']",Elements Of Mind
3803,0.6,0.861,-5.605,0.0719,0.0138,0.881,0.122,0.041,173.969,292614,0,20,7,0kvMDB9iAdONZvhUUXa6v6,"['Aetherial', 'Cosmic Sequence']",Cold Tears
3804,0.565,0.83,-4.537,0.0406,0.0122,0.708,0.22,0.104,86.022,353686,0,48,10,6iM96NyBg2rmoL1caQXCOh,"['Hybrid Minds', 'Riya']",Kismet
3805,0.395,0.912,-4.092,0.0428,0.0475,0.203,0.133,0.174,174.048,259310,0,43,9,5wWrVP5z7uV6ZtRN4RPfgw,"['Feint', 'Elizaveta']",Drifters
3806,0.593,0.669,-10.564,0.0583,0.000924,0.727,0.0671,0.956,172.736,400380,0,0,11,4KOtjbxUBYgw1mYfwV04jl,['High Contrast'],Days Go By
3807,0.423,0.975,-5.104,0.079,0.000318,0.682,0.112,0.321,173.982,264828,0,28,7,1eiTzMJfjViuOX1TA3ySuW,"['T & Sugah', 'ZAZU']",Lost on my own
3808,0.45,0.963,-2.302,0.0793,0.00349,0.00463,0.101,0.317,174.017,232480,0,13,9,4aluNna5UhDo0CYnzhS9tS,['Rameses B'],Story
3809,0.581,0.802,-4.801,0.171,0.00125,0.27,0.136,0.492,172.995,302000,0,47,9,0vGjoADTYfGVewMe6sb34y,"['Jorja Smith', 'High Contrast']",The One - High Contrast Remix
3810,0.627,0.863,-1.171,0.0409,0.0228,8.23e-05,0.153,0.135,87.524,202971,0,41,1,4zsxBgPkUFYEoOGDncGIBd,"['Cartoon', 'Futuristik', 'Mikk Mäe']",C U Again
3811,0.637,0.894,-3.408,0.0584,0.153,0.823,0.0346,0.428,172.964,352714,0,31,7,6tWpaPLTjqmZc1SmH6mNRh,"['Etherwood', 'Rocky Nti']",Spoken
3812,0.469,0.842,-3.253,0.0637,0.0175,0.196,0.349,0.239,174.037,262791,0,27,9,3mxE8TfkRxq876pAzbOOwf,['Memtrix'],Clouds in Commune
3813,0.498,0.689,-7.398,0.0403,0.00432,0.00456,0.181,0.147,87.003,222069,0,0,11,2DW0u7LLmixqmdyDx4C16H,['Koven'],Figure
3814,0.448,0.925,-4.339,0.0443,0.000527,0.882,0.0693,0.648,173.976,274929,0,33,7,3SFPNzxW8uoEcodNiobbnf,['Smooth'],For Good
3815,0.377,0.95,-3.029,0.0491,0.000714,0.894,0.313,0.0981,174.027,265635,0,17,7,0sT1cHXydqpBdgs9GGVRk5,['Smooth'],Creatures (DNB Dubmix)
3816,0.555,0.992,-2.222,0.0548,0.00128,0.886,0.365,0.31,174.007,223648,0,21,7,4Sr8bdxMNv7ZrgtqJjsgw9,['Oakwite'],Route 66
3817,0.612,0.499,-6.904,0.0546,0.127,0.184,0.146,0.0398,173.021,261901,0,48,9,2CRx925YeUuCmXnb76IGZb,['Etherwood'],Begin By Letting Go
3818,0.494,0.808,-6.585,0.0428,0.0244,0.863,0.262,0.105,173.986,260748,0,40,7,7dgLWx5S5G0eehexaKY5qR,['Dawn Wall'],Spears
3819,0.376,0.907,-8.605,0.0606,0.00068,0.241,0.0601,0.0437,174.02,233807,0,16,9,0mLfNtlYlLACtV9danUDP7,['Andromedik'],Don't Say
3820,0.502,0.844,-3.894,0.0367,0.0957,0.132,0.122,0.212,172.005,368572,0,19,9,4FE18fhMD73oKIUKTQcABJ,"['Demigroove', 'Ro']",Always Fading
3821,0.507,0.819,-5.245,0.0399,0.00537,0.906,0.0984,0.544,172.012,249444,0,20,7,1IsK8qCW8wOZMiJFEgLmPk,['Demigroove'],Rain Dance
3822,0.595,0.908,-4.306,0.0539,0.0258,0.866,0.105,0.117,174.008,399779,0,23,7,3lvqOT6Oms37CAgTY8iiec,['Smote'],Summertime
3823,0.559,0.966,-4.761,0.0528,0.0958,0.889,0.299,0.193,174.001,363786,0,13,7,6tfoupbxIvHrLm53a7bTjI,"['Smote', 'Nelver']",Summertime - Nelver Remix
3824,0.631,0.86,-3.813,0.0526,0.00534,0.515,0.193,0.34,174.005,244212,0,19,7,3vcINvQQdyHVTCPSniYvdJ,['Rameses B'],Eden
3825,0.727,0.633,-5.61,0.156,0.18,0.853,0.121,0.335,173.977,298131,0,18,7,3OfxoXOKFJWyBQ7T8bfhc5,['Rameses B'],Helix
3826,0.615,0.803,-5.077,0.0385,0.0109,0.893,0.104,0.427,174.005,272580,0,23,7,1PJlWJGj0RBZw7lNRE8JkL,['Rameses B'],Ivy
3827,0.526,0.865,-3.942,0.0398,0.0213,0.369,0.106,0.169,169.98,267024,0,25,7,7xvOBAhrUlWalBJVQr2eZE,"['Zoe Moon', 'Rameses B']",Falling - Rameses B Remix
3828,0.508,0.943,-3.886,0.0595,0.00275,0.82,0.106,0.0398,173.978,259372,0,29,7,31BUHQkcd7OO5V9ncWXgow,['Dualistic'],In The Shadows
3829,0.272,0.919,-3.251,0.0423,0.000793,0.0284,0.4,0.0444,177.969,400768,1,47,0,274sPDF4b4mCFK7hhvxBDJ,['Boxplot'],Escape with the Clouds
3830,0.305,0.602,-8.096,0.0387,0.178,0.138,0.0924,0.0542,170.053,282083,0,26,9,07NuQwlM6mQqpYQspsfcaA,"['Chinensis', 'ZAZU']",Emerald Waters - Zazu Remix
3831,0.258,0.762,-4.143,0.0386,0.00122,0.845,0.116,0.114,174.011,337290,0,35,7,0K0Yq0qxbKR5WSYDxvDGgP,['Station Earth'],Astral Walker
3832,0.4,0.869,-4.037,0.0595,0.00248,9.22e-06,0.224,0.388,115.871,252428,0,30,9,5JJ62lLYi7aoOwCT1bvklJ,['L.A.O.S'],I'm Alive (Helsinki II)
3833,0.418,0.8,-2.75,0.0548,0.00315,0.902,0.158,0.0342,172.076,251163,0,34,7,2IaZxPjJDyqIdviX8FyQ4u,['Justin Hawkes'],Black Bloc
3834,0.503,0.86,-4.081,0.0888,0.00722,0.0388,0.0826,0.239,174.054,264138,0,42,9,4bL5DVDPl2Tlck95SWEb5J,"['K Motionz', 'Tempza']",Breathe
3835,0.555,0.681,-5.383,0.0708,0.00829,0.0,0.0848,0.337,171.827,159246,0,56,9,679TnTjA1ad756mFFq91ZK,"['ShockOne', 'Lee Mvtthews']",Thinkin About
3836,0.444,0.961,-1.247,0.0427,0.000525,0.722,0.0769,0.234,174.021,270345,0,52,7,0WRJOtOojgRSe0KSBoiOH6,['Delta Heavy'],Hydra
3837,0.582,0.791,-3.643,0.0427,0.0296,0.105,0.118,0.0422,174.01,242750,0,61,9,5UvLQncwvEGiRLn0xEZw45,['Sub Focus'],Off The Ground
3838,0.601,0.713,-3.758,0.0449,0.0282,0.0,0.158,0.464,122.872,169756,0,87,1,1WCEAGGRD066z2Q89ObXTq,"['David Guetta', 'Becky Hill', 'Ella Henderson']",Crazy What Love Can Do
3839,0.555,0.689,-7.042,0.0509,0.021,0.718,0.07,0.185,174.076,270366,0,29,7,4WvAyZFzURkH04pSvyF5hl,['Tatora'],PR8LMZ
3840,0.747,0.675,-4.591,0.1,0.000105,0.843,0.309,0.411,174.016,259310,0,39,7,5bhTCorztZtn9WhJn7H1Eb,['Apparition'],Regret
3841,0.484,0.803,-4.539,0.0462,0.00909,1.42e-06,0.161,0.19,173.974,211992,0,42,9,7wId87yNWH9OLB9sBBlnkN,"['Fred V', 'Paul Dowling']",Climbing The Walls
3842,0.609,0.646,-5.993,0.0506,0.14,0.000877,0.12,0.321,172.019,229996,0,32,9,2QPXycDuIYeJWGWrqxjeCI,"['Maduk', 'Lexurus', 'RIENK', 'Millbrook']",New Beginning - Millbrook Remix
3843,0.464,0.99,-0.224,0.105,0.00294,0.0744,0.295,0.179,174.016,225000,0,40,9,2GeSfsM4D6mAZS2sOmKYyj,"['Georgie Riot', 'Aktive']",Wait For Me
3844,0.41,0.954,-2.561,0.0728,6.7e-05,0.0655,0.343,0.208,172.089,193953,0,40,9,622x8eLKsI6pUFy4vkaSDT,"['Solomon France', 'Oli Scott']",On The Weekend
3845,0.705,0.97,-2.281,0.331,0.0138,0.204,0.0801,0.321,171.971,270698,0,40,8,4cyGu0cAzDJfGqyYnbfx4t,"['D*Minds', 'Mefjus']",Systematic
3846,0.532,0.843,-5.409,0.091,0.00495,0.283,0.366,0.0731,108.151,179641,0,40,5,27CN4S6obRUhNOMsUWrx3u,['Degs'],Still Messed Up
3847,0.546,0.884,-4.651,0.0999,0.00502,0.0599,0.138,0.144,174.023,206000,0,30,9,5Bva65x1jM16Ultdlx5RCD,['YUSSI'],BREAK
3848,0.17,0.452,-6.264,0.0379,0.0957,0.403,0.114,0.0668,170.203,238605,0,45,9,1MODinRjJPHlmCRtOkJBrt,['Buunshin'],Farewell
3849,0.473,0.905,-3.237,0.0503,0.0397,0.278,0.0924,0.347,165.0,193455,0,53,9,1EpCeurqbcA5uIXO7v9JtB,"['Sam Ryder', 'ATH']",SPACE MAN (ATH Remix)
3850,0.545,0.806,-5.083,0.0483,0.000398,0.896,0.249,0.255,174.012,270345,0,43,7,7LAMtuZJRJfgPmRHNHVoQe,['Apparition'],Wounded
3851,0.639,0.391,-5.986,0.17,0.261,0.542,0.0714,0.433,173.976,252604,0,37,7,1Hoa3510ednIRJachIsKAG,['Mitekiss'],FromU
3852,0.457,0.637,-5.006,0.0405,0.00626,0.878,0.0971,0.035,171.995,346720,0,38,7,6HCg63AzDk0l8ZSK8AmV2I,"['Noisia', 'Halogenix']",Wordless
3853,0.632,0.838,-3.433,0.0411,0.00125,1.84e-05,0.0806,0.144,174.922,271543,0,41,9,4ZSS0whsaZ6FWR8J2J16ni,"['Night Shift', 'Natty Campbell']",Love It Like That
3854,0.567,0.994,-1.367,0.0912,0.0926,0.723,0.337,0.571,174.03,249169,0,41,7,1f6BhXcMFByuBZUsiLCQ7A,['Grafix'],CTRL
3855,0.571,0.866,-5.423,0.0428,0.00093,0.905,0.129,0.103,173.971,295686,0,37,7,25971FrZ5okfz2dmsuPAMj,['IYRE'],A Distant Memory
3856,0.463,0.94,-2.257,0.0401,0.0371,0.133,0.615,0.593,174.008,270445,0,47,5,7lOg63K4yxqsM7avKymzSI,"['Grafix', 'Chrissie Huntley']",Save Me
3857,0.516,0.845,-3.554,0.0885,0.00209,0.0772,0.453,0.249,171.972,270698,0,52,9,5EmRq15Ay5NKkxAlLmj9Q9,"['High Contrast', 'Camo & Krooked', 'Mefjus']",Return Of Forever - Camo & Krooked & Mefjus Remix
3858,0.582,0.753,-3.984,0.0322,0.00779,0.000153,0.103,0.145,87.497,168457,0,49,1,2mPeYGo1y7vwkz6vU5dVbI,"['DJ Marky', 'Javeon']",All 4 U
3859,0.509,0.748,-4.289,0.0634,0.00838,0.171,0.163,0.134,86.928,289392,0,29,9,4ggtqpoKEApZpuporm9PAO,['TZ'],What You Did
3860,0.726,0.939,-1.837,0.339,0.0173,0.00747,0.447,0.321,107.657,189767,0,31,8,0cYm9SLVrJgkNed4WInnqc,['Audio'],Tiptop
3861,0.205,0.943,-3.388,0.358,0.0072,0.283,0.108,0.0749,173.981,234828,0,52,9,6w7lAYEIwnV5R0FxmgmGFP,"['1991', 'Empara Mi']",We All Need Someone
3862,0.621,0.904,-2.176,0.0692,0.00334,0.626,0.127,0.277,174.018,199799,0,53,7,7LUCTj2jr9oCpUEkz57sNN,"['Sub Focus', 'Gene Farris']",It's Time
3863,0.387,0.869,-1.95,0.129,0.0189,0.32,0.222,0.167,174.093,225557,0,46,9,52IcDtVT9Jngeh43s6ILew,['Kumarion'],Right Now
3864,0.46,0.65,-4.711,0.0525,0.00407,0.767,0.367,0.0536,172.435,351628,0,31,7,1UrZU6FwywmFpmlwFKY8SC,"['Workforce', 'Madi Lane']",Death Dreams
3865,0.413,0.916,-1.218,0.109,0.00468,2.53e-05,0.0715,0.0974,174.702,202971,0,45,9,6OXQfpCGaJ4OqS7g014KmB,"['Fox Stevenson', 'Solomon France']",Miss You - Solomon France Remix
3866,0.219,0.974,-1.398,0.262,6.15e-05,0.873,0.214,0.377,174.014,215219,0,36,7,5FY9sHTU7sZj2xLVcbIPKc,"['Georgie Riot', 'Something Something']",Dance - Something Something Remix
3867,0.586,0.856,-4.201,0.0746,0.00537,0.19,0.228,0.298,174.052,312635,0,32,9,3BkaV7yqBNsY3qZUxEUkYJ,['Spor'],Hatchet
3868,0.519,0.935,-4.067,0.281,0.00391,0.481,0.0948,0.142,171.988,260307,0,44,7,4n0bY7nhHGiT1wQMC0KRPb,"['Noisia', 'IMANU']",Shift
3869,0.344,0.968,-1.566,0.041,3.39e-06,0.213,0.257,0.133,174.926,205714,0,37,9,2h0tLMiwLsJ7e7xiWWzwKR,"['Pirapus', 'Christina Harrison', 'Sam Heselwood']",Don't Let Me Go
3870,0.745,0.771,-3.793,0.0427,0.133,0.00066,0.101,0.302,87.003,266711,0,25,1,4abwLVBFGp6Wjicse6SlNf,"['Foreign Concept', 'Slay', 'Roxiie Reese']",Vibe
3871,0.599,0.982,-0.823,0.167,0.0203,0.0143,0.905,0.315,173.996,220690,0,40,5,0W5H6M0roHFQ5ZjQxqcGix,"['K Motionz', 'IC3']",Lights
3872,0.457,0.986,-3.462,0.4,0.000631,0.814,0.306,0.268,175.113,185143,0,41,8,7CElVQgIllxWMM7Q2ARrcd,['REAPER'],COACH
3873,0.391,0.866,-3.25,0.148,0.000236,0.726,0.115,0.0836,86.001,280668,0,35,7,3eS5mbt6ZPEVZV33puR0GO,"['Noisia', 'Black Sun Empire']",Caps Lock
3874,0.502,0.969,-1.142,0.297,0.00782,0.00917,0.33,0.502,174.025,270312,0,47,9,608TATD49stSCcojEMTwmX,"['K Motionz', 'Commadee']",Step It Up
3875,0.354,0.982,-1.632,0.0476,0.000717,0.96,0.322,0.0804,174.065,275948,0,34,7,1VoEX9RHr8zHwx6CZ8BRZh,['Delta Heavy'],Ascend
3876,0.566,0.9,-2.802,0.0554,0.0127,5.22e-06,0.138,0.693,175.008,214043,1,56,0,4WxHWaW8cMpaJ3X8KlExkx,"['P Money', 'Whiney']",Sorry I'm Not Sorry
3878,0.588,0.978,-2.629,0.203,0.00353,0.372,0.275,0.801,174.047,273848,0,26,9,1ctbzzN9YMbITdKJQS6r33,"['Zero T', 'Onj', 'Steo']",Darkness
3879,0.48,0.913,-4.298,0.0601,0.0127,0.42,0.0912,0.235,173.962,285507,0,26,7,10VDXH0UvfS84NOmPJAcg2,"['Makoto', 'Cleveland Watkiss']",The Best Is Yet To Come
3880,0.549,0.931,-3.485,0.0655,0.0248,0.738,0.0897,0.241,174.019,338000,0,27,7,76gW5euJe8qpg0fvn4EZyp,['Nelver'],Sakura
3881,0.549,0.699,-4.552,0.126,0.00955,0.848,0.108,0.0902,172.043,298915,0,26,7,1CSqgHwsunEZzfUjPIr8qY,['Cauzer'],The Depths
3882,0.495,0.79,-4.79,0.0469,0.0133,0.0659,0.114,0.14,173.884,231069,0,45,9,78er6qUCqwWJaBq8Qxkpgy,"['Monrroe', 'Pola & Bryson', 'Emily Makis']",Complete
3883,0.564,0.796,-4.943,0.151,0.000495,0.368,0.095,0.0745,176.016,229000,0,41,9,72AxgcShVmWv7DMsfy3aIP,"['Mother Mother', 'DNMO']",Hayloft II (DNMO Mix)
3884,0.577,0.926,-3.061,0.0453,0.0628,0.244,0.0622,0.396,170.036,234143,0,38,9,2DhRM7y2CaUVewnY6M18D5,"['Lovescene', 'Lenzman', 'Fox']",Silver - Lenzman Remix
3885,0.326,0.926,-0.937,0.0581,0.000406,0.844,0.562,0.0572,174.95,312686,0,47,5,4AjiA5HkJVy59369f0Jjlk,"['Camo & Krooked', 'Mefjus']",Overture
3886,0.395,0.909,-0.928,0.0552,0.000876,0.415,0.249,0.0908,174.085,227586,0,38,9,1gfWf2AnJtLckqo9pRFI4p,"['Futurebound', 'Dolly Rae']",Fall
3887,0.589,0.926,-3.067,0.0906,0.0251,0.638,0.088,0.724,171.96,320610,0,40,7,273EBFU3AwbhlCPbludn48,['Halogenix'],IDGAF
3888,0.694,0.972,-3.739,0.0832,0.0142,0.734,0.869,0.279,171.995,311163,0,21,5,6PWxb7TCgCA9S5z1glxDUY,['Workforce'],For What Sustains
3889,0.398,0.961,-2.424,0.0351,0.000309,0.144,0.095,0.288,174.023,250277,0,52,9,5M6DnQMTwQs0CaNdz7yJ5d,"['Grafix', 'Metrik']",Skyline
3890,0.489,0.948,-2.841,0.0619,0.00488,0.0021,0.115,0.199,171.872,203721,0,35,9,76fyFZLL5uI3uH6uPMlWKa,"['Solomon France', 'Oli Scott']",Peace Of Mind
3891,0.402,0.884,-5.409,0.0532,0.00537,0.0502,0.481,0.101,173.93,283980,0,40,9,7oDizfJpMCEvjMxkT5NgiL,"['Manila Killa', 'fknsyd']",Take Me Higher
3892,0.668,0.67,-4.591,0.15,0.011,0.571,0.0625,0.487,173.999,245524,0,25,7,4J80Dj4gPGwWs8bQ1qomzv,"['Zero T', 'Onj', ""Mercy's Cartel""]",Rodeo Drive
3893,0.58,0.929,-2.265,0.0446,0.0109,4.04e-05,0.112,0.0738,173.972,228966,0,38,9,4G1qYDBRvnE88Ofr9dF7Yf,"['Jack Mirror', 'flowanastasia']",With You
3894,0.531,0.954,-4.343,0.113,0.129,0.865,0.108,0.4,174.045,258088,0,35,7,7sfrynqHQAnUbLBaHutv2F,['Spor'],Let Me Be
3895,0.477,0.655,-6.0,0.101,0.411,0.0203,0.108,0.0355,174.007,213686,0,40,9,2ms2VLHcIj35LXNoQDPFqz,"['goddard.', 'Megan Linnell']",Green Light
3896,0.255,0.97,-2.135,0.322,0.00415,0.000134,0.0924,0.107,171.963,234506,0,34,9,3SakYnaU9frXOdrhtTcUFM,"['Kill The Noise', 'Eda Lovelace']",Higher
3897,0.423,0.921,-3.784,0.0402,0.00364,0.588,0.101,0.0376,174.019,230391,0,43,7,5bcFTH2LS9V9AXSDi8q3i2,"['Fred V', 'Tudor']",Dive
3898,0.599,0.977,-0.552,0.0687,0.00704,0.827,0.582,0.108,173.959,194483,0,60,5,4z78eVQBoMHg1e4XGp4rMj,"['ACRAZE', 'Sub Focus', 'Cherish']",Do It To It - Sub Focus Remix
3900,0.504,0.784,-8.934,0.0442,0.00929,0.0071,0.0986,0.297,173.939,248276,0,37,9,4zukx8E4NhYgIgKGZJAEaL,['Ruth Royall'],New Ride
3901,0.622,0.884,-4.514,0.0796,0.000853,0.174,0.172,0.159,172.022,305387,0,39,9,4bDBwcPAwHoLz2e4uIFOsF,"['Unglued', 'Esther Durin', 'Halogenix']",Way Back When - Halogenix Remix
3902,0.555,0.993,-0.128,0.0726,8.49e-05,0.844,0.344,0.326,173.991,277241,0,40,7,3vj5EMdE1ZlbJbYSFLqOwF,"['State of Mind', 'Smooth']",Runaway Train
3903,0.216,0.929,-1.708,0.186,0.0263,0.0,0.107,0.13,173.902,212414,0,41,9,5qxsCxKiWwDIkGahcxd5Lj,['REAPER'],MASHUP
3904,0.623,0.861,-2.856,0.074,0.00467,0.754,0.0862,0.0545,173.995,279155,0,24,7,5BhwEmniwGUfUrBzHkopqQ,['imo-Lu'],Hard Feelings
3905,0.274,0.961,-2.369,0.335,0.000755,0.656,0.0963,0.0519,175.031,238749,0,40,7,57MpQ2mJ6kaz5BcGqKffey,"['Camo & Krooked', 'Fade Black']",Loa - Fade Black Remix
3906,0.647,0.823,-6.376,0.0792,0.105,0.907,0.0979,0.238,174.016,249582,0,33,7,57RGrNn9inHqEo6fYfLUd3,['Alix Perez'],Wairua
