,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,explicit,popularity,clusters,id,artist,song_title
1934,0.701,0.965,-4.581,0.0578,0.0127,0.349,0.227,0.385,123.955,0,32,9,5fIwj7mligAZESc2yWyjCP,['Ellis Moss'],Critical
1935,0.64,0.97,-2.952,0.0357,0.00339,0.862,0.311,0.425,124.988,0,27,0,74lrHNvLjuOtqawaDjKCTv,['The Deepshakerz'],I Got The Soul
1936,0.712,0.927,-6.788,0.0406,0.000451,0.662,0.0787,0.751,124.986,0,24,3,6N7NucjE8cj4R8y1JO9v3b,['Danny Rhys'],Get Down
1937,0.631,0.956,-6.772,0.0455,0.0184,0.919,0.0815,0.597,125.988,1,27,10,7rfMFRNLDuYpmqHxKVAU4r,"['Thomas Newson', 'Simon Ray']",Get 'Em Up
1938,0.643,0.887,-10.206,0.0407,0.000254,0.394,0.0557,0.662,123.958,0,53,2,1u00EMt2762l5buwd6uQAK,['Hot Since 82'],Out The Door
1939,0.803,0.92,-5.165,0.197,0.0382,0.000617,0.0996,0.941,125.026,0,36,2,6uhxapvc070XiM4xo4pjUC,"['GotSome', 'Georgia Meek']",Dead End
1940,0.644,0.989,-4.382,0.0633,0.00343,0.859,0.339,0.178,124.985,0,30,0,16OcaENXMCUq9AUlc3eFQK,['Siwell'],La Fiesta
1941,0.646,0.96,-6.01,0.0905,0.00355,0.637,0.0766,0.772,125.985,0,49,2,4Ug7dzsi5dXr6F6je35z9C,"['Alterboy', 'Zoo District', 'Illyus & Barrientos']",Feeling Alright - Illyus & Barrientos Remix
1942,0.731,0.871,-5.326,0.248,0.00252,0.0159,0.184,0.76,127.985,0,21,3,374ULJRuMcxqlfxp42GMf5,"['Piero Pirupa', 'LEON (Italy)']",Stronger
1943,0.665,0.945,-5.73,0.22,0.00974,4.04e-05,0.241,0.508,120.0,0,38,2,5LrajO3fDwchb7jpwoUyhw,"['Arno Cost', 'Quentyn', 'Antoine Larsen']",Entrevue
1944,0.699,0.962,-5.848,0.0743,0.00105,0.501,0.185,0.531,127.041,0,54,2,12RAnp0xkdW22UGfgejElE,"['Martin Ikin', 'Astrotrax', 'Shola Phillips']",Feel The Vibe
1945,0.684,0.952,-6.255,0.0604,0.000837,0.0268,0.107,0.116,125.009,0,32,9,23WItUof5aFnfPOXHVK5EF,['Crusy'],Karma
1946,0.761,0.714,-7.194,0.0498,0.00436,0.226,0.191,0.485,125.005,0,44,2,3Y6sP8zjB9vhQ7kViCFBkV,"['Return Of The Jaded', 'MELLY OHH']",Trouble So Hard (feat. MELLY OHH)
1947,0.725,0.805,-6.574,0.0524,0.00365,0.0932,0.0658,0.686,129.998,0,24,3,5lD0OmWMhxORz4O6toUm76,"['ELDON', 'Poppi']",Solina’s Vibe
1948,0.713,0.876,-5.633,0.0376,0.0213,0.519,0.0606,0.77,125.013,0,48,2,1JVLB7fg2RhKusiJqofmjH,['Illyus & Barrientos'],Sublime
1949,0.77,0.688,-6.479,0.0464,0.000108,0.587,0.134,0.416,129.004,0,23,1,57Ubbkad6H7aK0UtQJufbh,['Matrefakt'],Shine
1950,0.686,0.988,-4.983,0.0396,0.0375,0.72,0.107,0.907,124.006,0,18,3,3mNR54FM4uQatTT6C5WwUa,['Friend Within'],Triceratops
1951,0.874,0.908,-3.573,0.0593,0.00839,0.0891,0.343,0.905,125.981,0,60,2,0q6ty9Ga2ebtTKa2C74jrC,"['CID', 'Westend']",Let Me Take You
1952,0.787,0.915,-7.602,0.0608,0.0727,0.397,0.123,0.671,126.065,0,47,2,2sKH8vYxAfcbntcfGpWkmX,"['Max Chapman', 'ThreeSix']",Make A Move
1954,0.822,0.841,-6.281,0.0741,0.0305,0.322,0.06,0.688,127.018,0,34,2,0UJGLum4eD6Jil6IH43mgH,['Ben Remember'],Hypnotising
1955,0.697,0.914,-4.559,0.117,0.0045,6.35e-05,0.0928,0.491,124.992,0,43,2,1oLcBdX94CvaIRzdpTJA8u,"['Wh0', 'Kideko']",Soul Searcher
1956,0.642,0.938,-4.472,0.0452,0.00158,0.000465,0.105,0.641,124.033,0,21,3,57pq9KZlgZq19mtoo8fWKN,"['Siwell', 'Umberto Pagliaroli']",Make It Hot
1957,0.394,0.872,-5.493,0.0587,0.0762,0.0136,0.263,0.671,123.357,0,33,11,1ChFR47GkyouNOQxKbEEcc,['Callum Bishop'],Plan
1958,0.947,0.769,-5.915,0.0532,0.0373,0.0298,0.0757,0.962,126.05,0,37,2,0DS3ZU8S3QF2XwAnaskAbM,['Scoop'],Urgente Cha Cha Cha
1959,0.324,0.743,-3.358,0.0805,0.123,0.00165,0.0993,0.0864,74.618,0,45,9,5EcN4hZ85eZ45MTS1oRyHY,"['Flume', 'Caroline Polachek']",Sirens
1960,0.774,0.792,-4.021,0.0523,0.051,0.0,0.155,0.507,122.062,0,83,2,3eJH2nAjvNXdmPfBkALiPZ,['Jason Derulo'],Acapulco
1961,0.101,0.415,-6.648,0.0451,0.321,0.00325,0.0926,0.0516,85.408,0,11,8,0z6EJctuK2ZjoIv8yZbcMY,['Alto Arc'],The Model Gospel
1962,0.603,0.752,-5.997,0.049,0.117,0.0,0.232,0.48,129.026,0,16,3,5VfMT6bIDC1vVNiY7nskEP,"['Swedish House Mafia', 'John Martin']",Don't You Worry Child - Radio Edit
1963,0.365,0.244,-9.812,0.0329,0.78,0.00543,0.0713,0.0515,127.33,0,36,8,0OaGQVO7FpWBkOZ4LnjTzw,['yeule'],Eyes
1964,0.716,0.618,-7.861,0.039,0.379,0.000153,0.184,0.663,90.013,0,42,2,3qTafJuEpUPPrOUNurh8Z3,['Coals'],ganc egal
1965,0.67,0.381,-11.735,0.0336,0.844,0.00348,0.376,0.554,124.877,0,42,8,1ifMJraYUkVtRHeDBBs1PQ,"['Oklou', 'Pomme', 'Danny L Harle']",galore - french version
1966,0.747,0.824,-8.243,0.0388,0.154,0.763,0.0889,0.444,124.993,0,35,1,3NaA5uENKsQHKT7ial5Zmt,['Chicane'],Never Look Back
1967,0.489,0.483,-9.466,0.0275,0.42,0.0028,0.236,0.333,136.822,0,73,9,4S1VYqwfkLit9mKVY3MXoo,['Alphaville'],Forever Young
1968,0.628,0.786,-8.15,0.0593,0.153,0.000772,0.0777,0.243,103.01,1,42,10,5fzFsmKy3ey9HHkUxrKYhW,['yeule'],Too Dead Inside
1969,0.42,0.452,-10.311,0.0589,0.546,0.0016,0.104,0.0958,116.882,1,13,10,1Agiao4UFe2wdH1FNIaChZ,"['Ravenna Golden', 'Danny L Harle']",R U Joking - Danny L Harle Remix
1970,0.338,0.567,-8.826,0.137,0.0904,0.0,0.0669,0.297,97.551,0,36,9,4qPmUf6dsy4AyfbxliqGSM,['Usher'],Mars vs. Venus
1971,0.703,0.8,-11.645,0.054,0.145,0.000212,0.0683,0.466,139.968,0,61,2,6EBDmMZBQkWrj7jWlGhFU1,['Aqua'],Doctor Jones
1972,0.427,0.685,-3.7,0.0791,0.0122,0.00164,0.115,0.253,154.87,0,48,11,0lrIwNdTiHaOlw8gqwXk6L,"['Danny L Harle', 'DJ Danny', 'Flume']",On A Mountain - Flume Remix
1973,0.524,0.221,-11.821,0.0338,0.61,0.00152,0.171,0.263,111.125,0,39,8,1LQYqouXZXneMu6GUkKshf,['yeule'],Electric
1974,0.456,0.495,-10.388,0.0371,0.25,0.0124,0.334,0.142,128.023,0,0,8,12vWkM4y4aT773j8X7OgkA,['Simon Jensen'],The Dream
1975,0.613,0.336,-14.097,0.129,0.758,0.0,0.068,0.644,131.494,0,36,8,1yRfCCqy1LZjuS4Wa4l6g0,"['Julie Dawn Cole', 'Oompa Loompa Cast']","I Want It Now/Oompa-Loompa - From ""Willy Wonka & The Chocolate Factory"" Soundtrack"
1976,0.395,0.28,-16.539,0.0347,0.872,0.0153,0.265,0.176,92.333,0,53,8,2OXmMU1rITVtthEIh4A015,['Leonard Cohen'],Avalanche
1977,0.681,0.527,-10.055,0.0292,0.0683,0.478,0.178,0.241,120.791,0,11,1,32NgIj363WOo9bTVKxWuZx,"['Peter Talisman', 'Slugabed', 'Samuel Organ']",Ley U Down
1978,0.523,0.287,-11.551,0.0281,0.782,0.0,0.16,0.135,144.15,0,39,8,19OGSgFYtJZIDgj7auiSvn,['Sega Bodega'],Um Um
1979,0.749,0.463,-8.433,0.0842,0.21,0.0382,0.338,0.189,90.035,1,84,10,60ynsPSSKe6O3sfwRnIBRf,['Doja Cat'],Streets
1980,0.38,0.577,-9.037,0.151,0.0872,0.000213,0.26,0.143,149.881,0,36,11,779bHlJgoKJA0HqQIEcbqY,['Arca'],Intimate Flesh
1981,0.547,0.907,-5.5,0.139,0.237,0.0,0.0837,0.586,81.005,0,45,9,0lRbYbXj2mknfl7DXfpZX5,['KAWALA'],Searching
1982,0.712,0.886,-8.233,0.0457,0.0117,0.816,0.173,0.593,136.979,0,45,1,7iTCChWTj4SMfpvGKUoXRf,['Kosmonova'],Ayla
1983,0.541,0.842,-5.369,0.0509,0.00344,0.409,0.0762,0.223,169.992,0,30,0,6WgSmYJ2eD5d2AkuxppzAq,['Paul Seul'],Gardez Vos Distances
1984,0.589,0.61,-9.663,0.0921,0.152,0.000261,0.374,0.348,139.941,0,55,9,4gsdYgnktO0jmKEVoL8kfm,['Caroline Polachek'],Billions
1985,0.457,0.655,-7.693,0.0482,0.0561,0.0,0.505,0.527,80.941,0,44,4,7ppPgpUdNPbHhuqYwN2SXu,['The Impressions'],Fool for You
1986,0.659,0.884,-6.314,0.0883,0.465,0.00241,0.136,0.492,141.989,0,34,2,7uN0R7LtrAnuF6CXjahxyj,['Super3'],Forever
1987,0.67,0.896,-4.673,0.058,0.0342,3.21e-05,0.344,0.403,101.216,0,82,2,2USlegnFJLrVLpoVfPimKB,"['Gabry Ponte', 'LUM!X', 'Prezioso']",Thunder
1988,0.616,0.878,-7.989,0.0266,0.0164,3.35e-05,0.086,0.742,138.014,0,45,2,5DpBKd7KgsOyeFjyGpiAnA,"['Eiffel 65', 'Gabry Ponte']",Cosa Resterà (In A Song) - Gabry Ponte FM Cut
1989,0.339,0.881,-4.761,0.0528,0.0251,0.0526,0.492,0.115,114.731,0,10,4,62Vr2k9XRwj8Ru60iNmEO0,['Alto Arc'],Bordello
1990,0.651,0.894,-6.378,0.0273,0.0486,5.84e-05,0.14,0.77,137.933,0,31,2,7x2zKy4nCq4ueBoqTw84DZ,['Melanie C'],I Turn to You
1991,0.393,0.00766,-34.579,0.0523,0.878,0.777,0.092,0.227,93.166,0,0,7,4rQVtfWm4C9wU4cRZcl5au,"[""Pandora's Box""]",The Invocation
1992,0.678,0.361,-15.571,0.0371,0.686,0.591,0.105,0.655,119.008,0,18,5,5SUsYYHjrkX1faxIVcOjL8,"['ETM', 'Mikey Enwright']",Dejate
1993,0.658,0.677,-6.628,0.0393,0.248,0.0,0.368,0.248,124.91,0,70,9,4kte3OcW800TPvOVgrLLj8,['Ne-Yo'],Let Me Love You (Until You Learn To Love Yourself)
1994,0.605,0.074,-14.64,0.0408,0.994,7.93e-05,0.0705,0.344,120.836,0,19,8,0XoQvSWIJQhKqd7ppqjn3w,['Magnet'],Fire Leap
1995,0.192,0.00181,-42.327,0.0392,0.771,0.0,0.0591,0.125,99.25,0,1,7,4fAW29qseqOtncXYNySPFl,"['Benedict Mason', 'Arditti Quartet']",String Quartet No. 1: V. Returning (View Receding)
1996,0.365,0.07,-17.095,0.0838,0.959,0.000977,0.111,0.443,174.053,0,70,8,4zXuYQNDmw3dlauyc8q3Kd,['Leith Ross'],We'll Never Have Sex
1997,0.626,0.312,-13.197,0.0528,0.887,0.0575,0.178,0.258,85.554,0,38,8,1G4VJckwFqsFojVDdQe24j,['The Books'],The Lemon of Pink I
1998,0.846,0.734,-8.82,0.114,0.000304,0.0379,0.061,0.881,125.032,0,16,3,3EnubzVwG4ckOx2YaQe1yD,['Todd Edwards Presents The Messenger'],"End This Hate - 12"" Extended Version"
1999,0.511,0.574,-7.016,0.0273,0.0425,2.33e-05,0.105,0.161,119.917,0,72,9,3nvuPQTw2zuFAVuLsC9IYQ,"[""Sinéad O'Connor""]",Nothing Compares 2 U
2000,0.514,0.512,-13.959,0.0312,0.248,0.0,0.153,0.737,155.069,0,25,3,0PIGLjA2QzRXYzLB1cTkgc,['Cliff Richard'],Saviour's Day
2001,0.577,0.788,-6.737,0.0977,0.014,2.56e-06,0.123,0.644,172.926,0,1,11,5892YX6q8y3Rs9OysF08kv,['PinkPantheress'],Break it off
2002,0.679,0.788,-9.361,0.0509,6.07e-05,2.1e-06,0.0783,0.319,126.998,1,55,10,3LmlegS3av5opwiIMVDbgI,['Azealia Banks'],Liquorice
2003,0.108,0.0643,-24.955,0.0481,0.991,0.463,0.107,0.0308,85.335,0,13,7,0IcMW2874obAa4VtBkz3b5,"['Anton Bruckner', 'Edward Higginbottom', 'Choir of New College, Oxford']","Bruckner: Christus factus est, WAB 11"
2004,0.463,0.737,-6.869,0.036,0.39,0.904,0.113,0.202,149.997,0,12,0,3K6ZuoCWiEwcfiyJ61L6Uf,['Dark0'],infinite edge
2005,0.576,0.268,-14.313,0.0294,0.547,5.17e-05,0.118,0.175,115.952,0,42,8,5vk7txLRuAjNatZD8OCrf4,['Madonna'],Oh Father
2006,0.452,0.36,-14.252,0.035,0.867,0.0804,0.125,0.229,93.993,0,35,8,6SA7BxY6zh5SaxUBp3tCtb,['Eimear Quinn'],The Voice
2007,0.426,0.232,-10.415,0.0276,0.00528,0.848,0.0951,0.209,56.489,1,31,10,5rXMqG69nF9h4wU3qD3wiE,['Dean Blunt'],VIGIL
2008,0.878,0.64,-5.641,0.0591,0.142,0.0,0.0981,0.658,124.069,0,65,2,6xw8ld1ztoCKifwTN6uGDq,['Griff'],Black Hole
2009,0.303,0.0228,-25.42,0.0442,0.993,0.452,0.104,0.0549,97.064,0,6,7,0YuAfialDCpByqEt8Pj7wQ,"['John Dowland', 'Michael Chance', 'Paul Beier']",In Darkness Let Me Dwell
2010,0.207,0.606,-6.649,0.0456,0.359,0.000441,0.165,0.122,105.244,0,11,9,4Vz7gRDm7Tzx0PzUAsVURD,"['Jónsi', 'Danny L Harle']",Wildeye - Danny L Harle Remix
2011,0.845,0.515,-9.136,0.137,0.237,0.0398,0.106,0.392,117.01,0,0,3,1d9PIoXQ2blBE4bW7vXokB,['Elgit Doda'],Larg
2012,0.551,0.726,-9.067,0.0378,0.106,0.86,0.131,0.177,120.004,0,18,1,7IgV27kgRGH0Bg9iseL8NS,['ETM'],Berlín
2013,0.572,0.907,-6.236,0.0364,0.0205,0.95,0.0957,0.0382,127.998,0,16,1,1WP4Ocvz76jZsGV2WU0BWL,['ishi vu'],This is your Life
2014,0.511,0.897,-7.614,0.0389,0.0888,0.0254,0.869,0.531,125.003,0,3,4,2Hb0eYJUIMtX3eoPXQdEy5,['Team Rockit'],Sökare Som Är Älskare
2015,0.479,0.309,-14.751,0.0299,0.153,0.22,0.134,0.182,127.155,0,67,9,7Fg4jpwpkdkGCvq1rrXnvx,['Pink Floyd'],Comfortably Numb - 2011 Remastered Version
2016,0.615,0.907,-13.352,0.0448,0.0484,0.147,0.0842,0.693,164.911,0,36,11,3qhArZJLBv2ivxjEifc7wK,['Jog'],Future Remix 98
2017,0.444,0.19,-13.989,0.0334,0.934,0.0436,0.0942,0.705,82.549,0,22,8,3qJ7uiN8W7ykxSVZ1lvdLs,['Smerz'],Flashing
2018,0.677,0.409,-16.47,0.0357,0.66,0.722,0.127,0.719,112.163,0,5,5,23hOxIfDUGLSZ9AaXGmlsu,['Stewart Copeland'],Flowershop Quintet
2019,0.782,0.6,-4.787,0.169,0.00126,0.0,0.126,0.281,113.349,1,53,10,3l1DD2X1lomNhj6xO3ftcb,['BIA'],COVER GIRL
2020,0.642,0.551,-9.158,0.0334,0.00397,0.00225,0.835,0.642,127.949,0,39,4,7bWCQHQh8xBbd83RRXR0II,"['deadmau5', 'Kaskade']",I Remember
2021,0.571,0.717,-8.333,0.336,0.359,3.12e-06,0.797,0.881,87.54,1,0,4,60PZUWKsJC52uXaPlPcEVf,"['Madvillain', 'Madlib', 'MF DOOM']",Meat Grinder
2022,0.959,0.521,-7.496,0.364,0.0852,6.29e-05,0.204,0.408,130.058,1,52,10,132wAeR05o10R9iSjA1XAE,"['DJ GRZS', 'Mc Marofa', 'Mc Fazano', 'Mc Mero RF']",Eu Sou O Mestre Dos Magos
2023,0.542,0.647,-4.973,0.0277,0.071,0.0,0.108,0.281,92.999,0,56,9,1ISMa0THMDKFBq2UMfm02e,['TIX'],Fallen Angel
2025,0.966,0.582,-6.225,0.0837,0.138,1.92e-05,0.112,0.186,115.05,1,70,10,4a1WLOoydq7u011UG9jjC9,['UZI'],Krvn
2026,0.789,0.831,-4.446,0.0511,0.0252,0.00383,0.29,0.544,97.017,0,47,2,3n9s67LCX46zCpvqga1LHZ,['ZHU'],Faded 2.0 - DJ Mustard & DJ Snake Remix
2027,0.179,0.714,-5.753,0.0598,0.0118,0.0402,0.0869,0.1,179.843,0,24,11,04NzuTh4rKDFfC1BJB2nfv,"['Bladee', 'Mechatok', 'Evian Christ']",God - Evian Christ Remix
2028,0.37,0.654,-5.196,0.0725,0.623,0.0,0.311,0.296,149.783,0,17,11,5c9DkMk5hBrYKocJrhqrYJ,['Meat Loaf'],I'd Do Anything for Love (But I Won't Do That) - Radio Edit
2029,0.537,0.899,-8.566,0.0552,0.0481,0.906,0.0985,0.0624,135.954,0,42,0,2Qa3z8W5w3dukIwZZ20z36,['KAS:ST'],Hell On Earth
2030,0.466,0.889,-7.021,0.0666,0.206,0.322,0.149,0.386,154.974,0,28,11,26ETISqSBZl159lQO5AtZk,"['Danny L Harle', 'DJ Danny']",Do You Remember
2031,0.513,0.97,-6.79,0.0457,0.000488,0.805,0.106,0.546,171.966,1,14,10,0U5SzrM3RxCJam59G96nM3,"['Scott Brown', 'Plus System']",Make You Freak - Original Mix
2032,0.552,0.856,-3.561,0.316,0.0422,0.0,0.227,0.251,162.833,0,39,6,0eH17iG3LJY88hjCTdC756,"['Danny L Harle', 'MC Boing']",Boing Beat
2033,0.649,0.909,-12.349,0.0798,0.00278,0.628,0.0871,0.548,155.054,0,0,1,41vTXFJJpJFJrbd8k0IlZW,['The Prodigy'],Everybody in the Place (155 and Rising)
2034,0.737,0.621,-4.539,0.0668,0.0233,0.193,0.107,0.301,161.911,0,32,11,53ClYkBItyVBclAdFVMJt5,"['Danny L Harle', 'DJ Mayhem']",Interlocked
2035,0.559,0.956,-5.651,0.0639,0.00654,0.0747,0.0944,0.249,169.857,0,18,11,0EzZCIBAzRAlEVKCm9upI0,['Scott Brown'],Taking Drugs? - Original Mix
2036,0.173,0.288,-12.817,0.0354,0.78,0.00416,0.341,0.0377,123.133,0,23,8,1zZsWNYFjxDgZOKZ9sBvUV,"['Danny L Harle', 'DJ Ocean']",Ocean's Theme
2037,0.392,0.955,-5.088,0.0579,0.00482,0.00506,0.211,0.17,173.947,0,42,11,6ic1jTfNh3kSa7WtyFqJdS,['Hixxy'],More & More
2038,0.49,0.724,-6.126,0.0426,0.118,7.62e-06,0.0631,0.26,155.002,0,44,11,3BIOgDZVS4iAmtDJ1S6RrD,"['Danny L Harle', 'DJ Danny']",On A Mountain
2039,0.564,0.848,-5.439,0.0458,0.0235,0.0609,0.258,0.268,140.01,0,48,11,06L0ZfiMzfrzLRmwHeuzfI,"['DJ Encore', 'Engelina']",I See Right Through To You
2040,0.657,0.8,-3.91,0.0631,0.348,5.47e-05,0.0729,0.246,155.055,0,27,11,7rHv6aeboZ8axyZa0IfObt,"['Danny L Harle', 'MC Boing']",Piano Song
2041,0.534,0.915,-4.169,0.076,0.00671,0.0412,0.846,0.695,175.025,0,0,4,1XmvlNAURkePAopxTqvbtO,"['2 Brothers On The 4th Floor', 'Re-Style']",Never Alone - Re-Style Remix
2042,0.32,0.94,-5.847,0.0536,0.00544,0.001,0.426,0.275,149.916,0,29,11,21dVGramnWyMgPXh8j4PMv,"['Danny L Harle', 'DJ Danny']",Where Are You Now
2043,0.271,0.831,-8.686,0.0831,0.0584,0.633,0.108,0.187,152.345,0,19,0,6hmmO0tHSG1VzJ75iac8EO,"['Perfume Genius', 'Danny L Harle']",Just a Touch - Danny L Harle Harlecore Remix
2044,0.559,0.986,-6.293,0.0778,0.0629,0.964,0.0274,0.267,133.001,0,0,0,2806zlG6vxrILY5HCiIhRK,"['Energy 52', ""Three 'N One""]",Cafe Del Mar - Three 'N One Radio Edit
2045,0.585,0.914,-4.321,0.0602,0.044,0.00451,0.176,0.474,154.999,0,29,11,7JFQPt9qzY7U0NMPCdXE83,"['Danny L Harle', 'DJ Mayhem']",All Night
2046,0.658,0.947,-6.922,0.0445,0.252,0.13,0.142,0.412,139.997,0,47,2,2EhlTKxStybQpKktuuanws,"['Ian van Dahl', 'Marsha']",Castles In The Sky - Peter Luts Radio Edit
2047,0.52,0.805,-5.254,0.0726,0.0618,0.00258,0.208,0.525,154.843,0,36,11,0McxF8eId0vNfcOig2RoZ6,"['Danny L Harle', 'DJ Danny']",Take My Heart Away
2048,0.545,0.989,-5.843,0.0595,9.18e-05,0.709,0.592,0.377,134.642,0,17,4,1g88xYcD9XzOyS8tLPMqrb,['The Prodigy'],Crazy Man - Remastered
2049,0.119,0.32,-11.974,0.0385,0.652,0.0369,0.0661,0.0354,85.728,0,23,8,2HrO27fbdV3nH2ciJAvmmv,"['Danny L Harle', 'DJ Ocean']",For So Long
2050,0.63,0.974,-5.562,0.0556,0.00391,0.846,0.141,0.946,159.836,0,9,3,5bBDVe7GOHzEAupJMObIgT,['Happy Tunes'],Rushin’ On Pink Champagne
2051,0.501,0.903,-4.751,0.0659,0.0353,0.0508,0.0714,0.562,170.014,0,24,11,5CFoz42VjWav4Aal9yAc1W,"['Danny L Harle', 'DJ Mayhem']",Shining Stars
2052,0.472,0.923,-5.642,0.0722,0.019,0.0256,0.308,0.469,167.97,0,12,11,2PDHn2jsphHNkaUNDPPrmn,['Spenno & Jess'],Find Your Way - Breeze & Styles Mix
2053,0.492,0.901,-7.03,0.045,0.00139,0.0486,0.186,0.104,143.014,0,62,9,2zhGnnDewN4kBsVzbqjBtX,['Scooter'],Nessaja
2054,0.745,0.871,-2.758,0.455,0.19,0.0,0.14,0.701,162.93,0,28,6,5E9rFVAGmdtA7ueCNqLlmW,"['Danny L Harle', 'MC Boing']",Car Song
2055,0.451,0.895,-5.925,0.117,0.00289,0.429,0.227,0.205,150.039,0,40,11,5W9IkUZUbvmo1WnhMarDRd,['MC Finchy'],Ozone Bounce
2056,0.404,0.988,-5.388,0.0878,0.000437,0.404,0.113,0.12,169.983,0,35,0,65zmTLB7caWI9qR77ptsmb,"['Scooter', 'Breeze']",Nessaja - Breeze Remix
2057,0.481,0.915,-4.862,0.036,0.000387,0.0744,0.0677,0.278,95.518,0,26,9,1k3Bis65TRcvJu0EJiboJh,"['Danny L Harle', 'DJ Danny']",Ti Amo (feat. MC Spirits)
2058,0.647,0.96,-11.803,0.0611,0.00618,0.752,0.182,0.64,145.487,0,0,1,1vNfonx8tTKaORUiQkb3WG,"['Sonz Of A Loop Da Loop Era', 'The Scratchadelic Experience']",Peace & Loveism
2059,0.475,0.941,-7.042,0.0345,0.000125,0.0102,0.276,0.262,167.973,0,55,11,2PVqPbRv7mlCp2JYzDeMsc,['Paul Elstak'],Rainbow In The Sky - K & A's Radio Blast
2060,0.449,0.976,-4.141,0.0464,0.00153,0.406,0.271,0.156,169.928,0,0,0,2uAQOU3xlUY7s2aZp2JIUM,['Visa'],Fly Away
2061,0.62,0.99,-7.823,0.0441,0.0546,0.957,0.273,0.653,142.849,0,0,0,0L9IFOhUtAXFkjjVq9HOcT,['Barthezz'],On the Move - Radio Edit
2062,0.417,0.938,-5.762,0.0514,0.0396,0.896,0.365,0.312,136.02,0,28,0,0cicTuDWTEMDhGYvZ3wLYu,['Daniel Kandi'],What Happens When We End
2063,0.429,0.913,-4.078,0.0543,0.00421,0.0268,0.073,0.548,172.826,0,27,11,0ZFyxfO4hNXvaWyH6pzHCb,['Scott Brown'],Fly With You - Original Mix
2064,0.572,0.644,-7.989,0.031,0.515,0.00199,0.196,0.375,144.971,0,21,8,4DgPkTTORERKtT1M2syzVm,"['KUČKA', 'Mssingno']",Ascension - Mssingno Remix
2065,0.814,0.972,-4.331,0.0937,0.115,0.0,0.14,0.844,129.983,0,22,3,3iYhi2dFxyPMRnsLYDiNNd,['MC Finchy'],Wigan Town
2066,0.502,0.621,-9.355,0.0374,0.0193,0.00196,0.269,0.0364,140.0,0,34,9,5CAKn3yXoWu93957Wyy3rB,['Ascendant Vierge'],Impossible Mais Vrai
2067,0.627,0.494,-7.741,0.042,0.113,0.0,0.136,0.213,129.914,0,54,9,179YXh5spiRaUDJihittPG,['Caroline Polachek'],Breathless
2068,0.702,0.722,-7.971,0.0417,0.0909,0.025,0.134,0.315,145.959,0,43,9,32Q7B7BsaUBb8D2zT2Vngb,"['Sega Bodega', 'Låpsley']",Make U Stay
2069,0.614,0.934,-3.709,0.07,0.0697,0.0,0.121,0.436,116.001,0,80,2,1KixkQVDUHggZMU9dUobgm,['Ava Max'],My Head & My Heart
2070,0.221,0.202,-23.024,0.0388,0.991,0.512,0.13,0.0396,77.202,0,2,7,6taAjhyuMuLTZLz3EMR5Sv,"['Igor Stravinsky', 'Andrew Staples', 'Finnish National Opera Chorus', 'Finnish National Opera Orchestra', 'Esa-Pekka Salonen']","Perséphone, Pt. 3: Ainsi vers l'ombre souterraine (Live)"
2071,0.781,0.469,-8.456,0.0549,0.445,0.0,0.0921,0.518,132.989,1,51,10,6vbe3GmRG30x2nraEvHudq,"['Future', 'Lil Uzi Vert']",Because of You
2072,0.766,0.665,-9.305,0.0503,0.164,0.85,0.0844,0.766,131.015,0,0,3,6wq36foNBKe20kMtomLEsF,['Deaton Chris Anthony'],Das Right
2073,0.711,0.748,-7.318,0.131,0.133,0.0,0.461,0.489,127.99,0,65,4,5S4J5QVt1X0ZACiPOrOCoq,['Alexis Jordan'],Happiness
2074,0.685,0.89,-3.943,0.253,0.00183,0.0107,0.0473,0.878,104.919,0,53,2,7qFEFcjmSAtODGtLYqraCq,"['X-Ecutioners', 'Mike Shinoda', 'Mr. Hahn']",It's Goin' Down (feat. Mike Shinoda & Mr. Hahn)
2075,0.811,0.452,-8.676,0.115,0.162,0.00305,0.12,0.556,121.058,0,65,2,0BWBqb5XxraObLopqskk6D,['Biig Piig'],Feels Right
2076,0.511,0.0831,-17.397,0.0363,0.956,0.00483,0.108,0.207,72.02,0,34,8,1oR5rX41tbeJ486G0GgQIv,['Kelora'],Ultramarine
2077,0.555,0.78,-7.917,0.0326,0.00228,0.111,0.121,0.124,144.039,0,0,11,5OuoD2MX7rRAWWs4Ac1JwA,"['John Harle', 'Danny L Harle']",Silent Witness Theme - Danny L Harle Remix
2078,0.417,0.945,-2.639,0.357,0.000367,0.0,0.249,0.805,177.645,1,36,10,60VgKrIVA9iyq27h7PQw8H,['Busta Rhymes'],True Indeed
2079,0.52,0.00951,-31.728,0.0505,0.985,0.393,0.0316,0.0375,135.553,0,8,7,2RWeG6EBC8EMu4XrfcbSjn,"['György Ligeti', 'Pierre-Laurent Aimard']","Études, Book 1: No. 5, Arc-en-ciel"
2080,0.437,0.713,-4.604,0.0291,0.121,0.0,0.21,0.336,76.534,0,26,9,4r6TS1gNXxga38z2Nq5qYn,['daine'],Angel Numbers
2081,0.46,0.98,-2.55,0.0446,0.000673,0.00355,0.4,0.72,150.061,0,51,11,7r7NIoBZynrYIKZnIS5Z1Q,['Static-X'],Cold
