,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,explicit,popularity,clusters,id,artist,song_title
24,0.179,0.977,-4.164,0.105,3.43e-05,0.444,0.278,0.198,174.161,0,51,11,1scT2ygrMOMDXBVAiYaxte,['Alexisonfire'],Reverse the Curse
25,0.727,0.849,-5.808,0.0711,0.0155,0.807,0.101,0.716,93.836,0,0,3,4hmzPogQsZ8NjykB2GPn16,['makita'],Loketo
26,0.681,0.408,-9.324,0.041,0.679,0.0,0.145,0.814,119.915,0,25,8,1RIQw2QuIglFKwBgzRidIe,"['Patsy Montana', 'Prairie Ramblers']",I Want to Be a Cowboy's Sweetheart
27,0.769,0.646,-6.653,0.199,0.0566,0.0,0.406,0.433,90.079,1,62,10,5dL5jv5GSCRoDhTtnY8maL,"['Ja Rule', 'Ashanti']",Mesmerize
28,0.422,0.289,-16.793,0.0422,0.981,0.877,0.0706,0.516,107.438,0,0,5,11adQEQZ0iMekdOxbUTcmX,"['Ludwig van Beethoven', 'Annie Fischer']","Piano Sonata No. 3 in C Major, Op. 2, No. 3: IV. Allegro assai"
29,0.572,0.778,-5.208,0.233,0.00638,0.0,0.0563,0.54,168.073,0,64,11,0Oa9mHOnH14GZ4toWwkf4c,"['G-Eazy', 'Kehlani']",Good Life (with G-Eazy & Kehlani)
30,0.595,0.726,-6.337,0.282,0.106,0.0,0.131,0.322,106.174,1,10,10,1zQnEunz8U8uOuOaSCxoJW,"['Los WaraOs', 'The Cypher Effect']",Más Fuerte / Untitled (TCE Mic Check)
31,0.811,0.467,-7.277,0.304,0.253,0.00281,0.114,0.147,138.02,0,16,6,3v7Of6tUoqr6K6uvKIsJZ7,"['Skofi', 'Skyfarmer']",Bunker
32,0.804,0.413,-15.954,0.0397,0.356,6.34e-06,0.146,0.72,109.977,0,24,3,3J5NN2yxIvqzG5WbpCID1D,['Rainmakers'],Miss Maganda
33,0.371,0.165,-14.972,0.0309,0.957,0.00612,0.112,0.186,96.986,0,1,8,7eTCOQlo6rLjSbCeu0Dm9C,"['Clara Bellar', 'Dori Caymmi']",Plus fort que nous
34,0.586,0.815,-6.481,0.036,0.035,0.0564,0.0925,0.618,144.407,0,0,3,03yokxy2Blk8eogtmtvfa8,['Buddy Dee & The Ghostriders'],Take Me to the Mountains
35,0.243,0.21,-15.848,0.0395,0.857,0.0,0.358,0.149,94.998,0,48,8,7ehev4SnmCKwN2Qy5LFX5J,"['Irwin Kostal', 'Julie Andrews']",Prelude / The Sound Of Music - Medley
36,0.439,0.601,-9.983,0.0318,0.00673,7.42e-06,0.137,0.754,142.887,0,0,3,2w7RtPiXJiOSVOTbW5ncIo,['Ghost Dance'],Heart Full Of Soul
37,0.49,0.974,-3.534,0.174,0.00011,0.000987,0.253,0.274,166.079,0,2,11,4phlqfMeDruW6YtBHE2QuQ,['M.A.S.A.C.R.E'],Sentencia
38,0.172,0.919,-27.288,0.0732,0.836,0.975,0.919,0.0193,76.297,0,2,4,6VH9ySsMuBJhwm7vkBZ7hF,['Karlchens Spieluhrenorchester'],Funkelndes Wasser
39,0.766,0.633,-5.432,0.134,0.545,1.44e-05,0.13,0.615,90.088,0,35,2,6Zpa7h8uE0qeHlF0qQq0BE,['Miwata'],Honig
40,0.641,0.65,-6.795,0.0529,0.00169,2.97e-05,0.214,0.516,133.934,0,13,3,5wvLVrLJerIw06W4KauyZq,"['J emm Dahon', 'MackyDogg', 'SHRLYANNE', 'Hood 047']",Tayo na Agad
41,0.633,0.184,-13.316,0.0467,0.607,1.05e-06,0.115,0.221,106.876,0,13,8,5Pg7P6GJ6oRlBCCwJYbzio,['Karate'],Remain Relaxed
42,0.713,0.689,-5.99,0.255,0.16,0.0,0.136,0.63,156.934,1,82,10,1oc92BMKYkNxK17C2GtyRM,['Polo G'],Distraction
43,0.585,0.928,-4.939,0.0607,0.0043,0.0,0.275,0.547,104.007,0,39,9,1wXOOkKWKyo5WAoKjmASsd,['Skindred'],That's My Jam
44,0.83,0.398,-14.846,0.408,0.0425,0.0,0.635,0.597,110.01,1,34,6,74xPZW1tbiYpL4A42tRUQJ,"['$peedyyy', 'Remble']",BeatBox Freestyle
45,0.75,0.361,-13.584,0.957,0.554,0.0,0.313,0.486,81.145,0,16,6,0t3uXMNUxqxCgE3iULGgYr,['Tommy Jaud'],Kapitel 17 - Der Löwe büllt
46,0.953,0.344,-16.675,0.33,0.0434,0.00543,0.203,0.608,119.045,1,2,10,5OPw4oPYtoE9n5W4js5jw1,['RS'],The Shooter
47,0.654,0.798,-4.084,0.045,0.188,0.0,0.15,0.576,92.209,0,0,3,1AizuXjEAgOmgwfx5t8JMa,"['Rudimental', 'Jess Glynne', 'Macklemore', 'Dan Caplen']",These Days
48,0.752,0.544,-10.373,0.0314,0.343,0.0811,0.109,0.723,115.803,0,54,2,0hgEsoAu23ap8V5GFX9Y3i,['Death Cab for Cutie'],Title and Registration
49,0.674,0.862,-6.431,0.0344,0.00123,0.0643,0.298,0.806,123.004,0,39,2,30oRPNefnSnXEBL2aOifIS,"['Raze', 'Rob Made']",Break 4 Love - Rob Made Disco Edit
50,0.362,0.68,-9.642,0.0395,0.000265,0.779,0.259,0.672,188.731,0,0,0,3ZvL1n5QU0h9x9zQVO600f,['Sing Karaoke Sing'],I'll Be There for You (Karaoke Version) - Originally Performed By the Rembrandts
51,0.238,0.958,-6.062,0.102,0.000368,0.365,0.69,0.545,149.13,0,24,4,1wGHZKA8h2rtJ9meNZw7M4,['Nirvana'],"Love Buzz - Live In Melbourne, Australia For Triple J/1992"
52,0.181,0.282,-18.845,0.0402,0.993,0.947,0.164,0.843,181.692,0,8,7,1XolSpGCF9t7MuZt2AOYte,"['Johann Sebastian Bach', 'Lang Lang']","Goldberg Variations, BWV 988: Variatio 6 Canone alla Seconda. a 1 Clav. - Live at Thomaskirche Leipzig / 2020"
53,0.601,0.542,-11.356,0.0358,0.884,0.000155,0.166,0.584,130.001,0,6,8,20qsKLOlocPVb18UDd5Csl,"['Jeff Hurley', 'Maeve McCambridge', 'Alan Watts']",Sleep Now
54,0.564,0.107,-18.713,0.0293,0.824,0.148,0.157,0.224,111.773,0,1,8,3XxiBb6Snt9B0FGYk3tIWy,['Ian Fisher'],My Eyes Have Seen the Glory
55,0.734,0.918,-7.811,0.0688,0.0602,0.0,0.0414,0.82,143.823,0,35,2,2i1QSzAOX3zKIQJKVHbBLm,['The Miracles'],Love Machine - Pt. 1
56,0.563,0.707,-15.064,0.0516,0.0262,0.0786,0.179,0.336,149.791,0,11,11,6Qh9FlJ7kBgJfrBStQpGQD,['Hardstyle Germany'],Detonate
57,0.678,0.59,-10.638,0.0315,0.0512,0.94,0.0931,0.201,119.99,0,0,1,22Sa5Ekv9lSlkycwEhRq7V,['Rainman'],Prisms
58,0.532,0.048,-18.203,0.0401,0.948,3.34e-06,0.125,0.242,68.301,0,18,8,1zdV024oMgDEJyb6LfWiiC,['Peggy Lee'],Everybody Loves Somebody
59,0.535,0.335,-20.301,0.0458,0.991,0.951,0.16,0.863,99.036,0,11,5,3iGUItjBIHwxgrZmj0yjy8,['Folk Piano Folks'],The Snow Shoe Tramp
60,0.362,0.918,-6.261,0.0721,0.00186,2.44e-06,0.297,0.58,103.461,0,1,3,7gmUoLtuvFloYgFwT94Lrz,['BluefisH'],Come Take My Hand
61,0.633,0.414,-11.133,0.0288,0.791,0.0699,0.103,0.292,120.536,0,41,8,64z0EqhVCYOCbEbY7GqECc,['Mark Knopfler'],5:15 AM
62,0.376,0.426,-11.311,0.0593,0.612,0.00504,0.085,0.359,139.229,0,9,8,0FmuZFCMGqGE5TpICps0NM,['Beícoli'],The Picture
63,0.791,0.41,-9.732,0.127,0.888,0.901,0.106,0.116,116.98,0,10,5,43twmeJLZBfJUc3kzQqMgg,"['KIDSØ', 'The Mountain Howl']",Sparkle - The Mountain Howl Remix
64,0.703,0.868,-4.661,0.0291,0.15,0.132,0.104,0.733,121.03,1,72,10,1NDxZ7cFAo481dtYWdrUnR,"['Maggie Lindemann', 'Cheat Codes', 'CADE']",Pretty Girl - Cheat Codes X CADE Remix
65,0.404,0.254,-9.988,0.0312,0.898,0.000116,0.0866,0.171,112.214,0,0,8,7KgyMa3m40GQaszuUKfxRK,['Charles Lew'],Even the Praise Comes from You
66,0.475,0.803,-8.33,0.0913,0.541,0.667,0.348,0.544,102.236,0,0,3,5yAPZdmy66PrXozM2CVBif,['Groupa'],Lavalek
67,0.574,0.459,-16.931,0.0661,0.855,0.949,0.525,0.907,180.151,0,2,4,2EuQ3v8QsNQCSaZljah7PD,['Kanooma Beat Project'],Maverick
68,0.51,0.843,-5.628,0.0275,0.00104,1.21e-05,0.0882,0.479,156.06,1,45,10,53S6LBUl9MUX5uWcToKSHw,['Five Finger Death Punch'],Blue On Black
69,0.609,0.471,-12.01,0.0517,0.0892,0.000478,0.606,0.19,117.002,0,24,4,2qZGBVIT6R0lBL1E9DkfqM,['Clarence James'],I'm Melting
70,0.415,0.574,-9.318,0.0825,0.685,0.0101,0.508,0.909,179.293,0,0,4,7092fLld7T47cJ3GLV4mGZ,"['S. P. Balasubrahmanyam', 'K. S. Chithra']",Poothendralum
71,0.705,0.566,-12.566,0.129,0.145,1.21e-05,0.223,0.748,167.933,0,2,3,2sgl5rdTqFt8JgUiTdkiBB,"['MDRD', 'Lynat', 'Miguel Gallegos']",Flying High - Miguel Gallegos Remix
72,0.206,0.206,-14.292,0.0358,0.974,2.68e-05,0.116,0.0431,85.943,0,27,8,5jTAPa24zR2XqcqPUTa1ra,"[""Ensemble vocal l'Alliance""]",Psaume de la création
73,0.56,0.382,-12.027,0.0689,0.856,0.0,0.0747,0.397,139.474,0,1,8,5gUGQD3xxwbtlm8HJvHdp7,['Shastry Brothers'],Sudarshana Stuti
74,0.364,0.262,-9.832,0.0375,0.716,0.0,0.246,0.492,126.832,0,5,8,1zOt80TtY5OcKGnV4enQBr,['The ZOE Group'],This Is How We Overcome
75,0.501,0.749,-7.549,0.0289,0.000669,0.000451,0.107,0.17,114.002,0,29,9,3oNsBuyCtretMMN3tAExWP,['Minuit Machine'],Everlasting
76,0.878,0.338,-13.093,0.27,0.773,0.0,0.128,0.482,120.019,1,26,10,4sTTQorPuvFNffH18tdtm1,['Chris Travis'],Drop Down
77,0.77,0.722,-6.175,0.217,0.681,0.000346,0.869,0.966,88.2,0,0,4,2QdkX1XfDqOeN5lGRIVo03,['Jimmy Shand And His Band'],The Bluebell Polka
78,0.594,0.695,-8.872,0.0259,0.19,3.58e-06,0.119,0.172,104.977,0,55,9,4yRlTvPVfEyhXfp6GZurq9,['Austin Plaine'],Never Come Back Again
79,0.545,0.496,-8.395,0.0353,0.714,1.54e-06,0.26,0.811,149.022,0,11,3,0UBs8RUXSh4iugUwRufdnO,['Orig. Grenzland Sextett'],Wo der Wildbach rauscht
80,0.566,0.434,-10.296,0.0292,0.00793,0.917,0.119,0.229,160.032,0,43,1,4JyeRLWyxi7ywUz8VM74Qx,"['Lofi Fruits Music', 'Chill Fruits Music']",Korra Ending Theme
81,0.405,0.853,-7.468,0.0613,0.000832,3.13e-05,0.139,0.212,175.016,1,3,10,5Q2Q73BRuLW92yL3EeXiJG,['Metalhonic'],Dance of the Dead
82,0.413,0.915,-4.741,0.125,0.188,0.0,0.526,0.465,164.008,0,49,4,18dWBsEdWdGA1MRPN95H1X,"['Void_Chords', 'LIO']",FLARE
83,0.263,0.802,-10.527,0.0554,8.11e-05,0.0923,0.298,0.361,102.63,0,18,9,0uhvH6micWZHN7n2aB4VqL,['Bold'],Wise Up
84,0.231,0.704,-7.096,0.0394,0.697,0.75,0.158,0.437,138.441,0,12,0,0CNGoBGPtjugjuEAZh9jPl,['Western Tower'],A Fistfull of Dollars
85,0.49,0.019,-28.26,0.0428,0.932,0.000218,0.25,0.453,139.857,0,30,7,2AOswry6B9No2OnrItonWG,['awfultune'],You Look Rly Cute
86,0.392,0.722,-5.033,0.0449,0.0831,0.0674,0.174,0.0637,101.497,0,43,9,40f9IDTMDpFf3CnTcPhY5F,['Mt. Eden'],Oh That I Had
87,0.276,0.978,-2.882,0.073,6.72e-06,0.102,0.359,0.434,106.967,0,46,9,0TT5rG6JOdzv5FkujZ4O9B,['Dimmu Borgir'],Burn in Hell
88,0.447,0.74,-11.217,0.0416,0.0907,9.42e-06,0.177,0.447,111.999,0,13,9,17A7mvuAT52MdTk5fwe3LH,['Pantelis Vassilakis'],Take You There
89,0.387,0.436,-6.657,0.0353,0.706,0.0,0.0595,0.671,173.739,0,5,8,2wJUgOINjCBhZXMT9GyyyU,['Acoustic Classics'],The Times They Are A-Changin'
90,0.712,0.419,-11.837,0.0498,0.0163,0.888,0.0701,0.923,113.106,0,21,3,77fJCFtIZYaIKGsYG3CcRf,['Dancing Mood'],Mood Indigo
91,0.138,0.0391,-24.523,0.0396,0.892,0.716,0.107,0.0523,69.741,0,0,7,4V3O5g0CURiuhE4yJJsIgA,['Neurosounds'],Wagnis
92,0.526,0.441,-11.885,0.0433,0.247,0.00352,0.0781,0.414,88.113,0,0,8,4JTLgG1ZHr7gCyUaKTLYzS,['Johnny Devlin'],Rock and Roll (I Gave You the Best Years of My Life)
93,0.196,0.135,-22.537,0.0603,0.973,0.824,0.119,0.146,80.594,0,0,7,3o8PSl7FoUhMYDvFQp5opt,"['Banda Sinfónica La Artística, Buñol']",Our Man In Paris
94,0.641,0.559,-11.132,0.0355,0.404,0.00402,0.0937,0.523,144.982,1,81,10,0Oqc0kKFsQ6MhFOLBNZIGX,['Lana Del Rey'],Doin' Time
95,0.694,0.263,-13.145,0.0322,0.715,0.0117,0.106,0.522,89.563,0,4,8,1CgaREnlrG5QLupknBhcep,"['Echoes of Swing', 'Rebecca Kilgore']",Stopping by Woods on a Snowy Evening
96,0.643,0.848,-5.721,0.138,0.124,0.203,0.656,0.614,142.195,0,0,4,6Jf9Myq8Ydqnt9QjPUInks,['King Tubby'],King Tubby's in Fine Style
97,0.642,0.213,-9.649,0.177,0.993,0.0,0.143,0.535,86.78,0,20,8,5fHiRGSpoGPWJ7hG6uHlL7,['Claire Waldoff'],Wer schmeisst denn da mit Lehm
98,0.273,0.225,-23.2,0.0487,1.66e-05,0.949,0.592,0.0776,99.735,0,0,7,0HMhROFKqcBKNgND504dkn,['Pro Sound Effects Library'],Transported to Nature
99,0.433,0.412,-8.077,0.0424,0.164,0.000437,0.206,0.718,182.022,0,0,11,2M77ssXg1yzzzlgQTCiG1w,['Alex van Holstein & Eefje de Visser'],"Zijn opa dood, zijn meisjes lief"
100,0.61,0.807,-4.997,0.0305,0.0769,2.64e-06,0.376,0.689,112.031,0,61,2,6lsumzVFKP9SnfKcuGwqVp,['Morcheeba'],Rome Wasn't Built in a Day
101,0.125,0.0984,-21.143,0.0477,0.993,0.00771,0.0599,0.0256,79.295,0,0,7,4QVnvHZHKFOglkAuMlCWAZ,"['Arne Mellnäs', 'Rilke Ensemble', 'Gunnar Eriksson']",Sweet Spring: No. 2. Elegiac Sonnet
102,0.571,0.878,-7.399,0.486,0.179,0.0,0.373,0.808,82.21,0,0,6,3sD1NL6pSTPq6ldLE6jkCc,['NoJustice'],Gas Mask
103,0.699,0.638,-5.838,0.0257,0.182,0.0,0.0669,0.645,120.835,0,18,3,4yJ0UodyCeX13Q1JxLuk4L,['Nicki'],So a Wunder
104,0.631,0.122,-18.415,0.954,0.438,3.45e-05,0.154,0.243,84.106,0,8,6,5CJ0tCHj4XOeN4LG6gdrPA,"['Sabine Fisch', 'Eva Becker']","Track 77 - Die Ärztin - Der Weg einer unerschrockenen Frau - Amelie von Liebwitz, Band 2"
105,0.302,0.0352,-23.317,0.0387,0.887,0.532,0.19,0.268,142.199,0,0,7,29tqJDvsUQD0Elzh0gfeRY,"['Ludwig van Beethoven', 'Berliner Philharmoniker', 'Herbert von Karajan']","Musik zu einem Ritterballett (1790-91), WoO 1: Deutscher Gesang (da capo) (I)"
106,0.349,0.448,-6.633,0.0307,0.308,0.000483,0.115,0.177,76.041,0,20,9,0dqzkiGeQJsKODOEDrxAsI,"['Marcus Warner', 'Fatma Fadel']",You
107,0.616,0.98,-7.505,0.13,0.00394,0.762,0.39,0.596,165.009,0,3,0,3Ge22AwGyEVNtEL8jMn7ZP,['Dj Konik'],Velocity 5
108,0.0654,0.0306,-24.665,0.0345,0.85,0.895,0.121,0.0349,74.629,0,50,7,0KIZ5Ser293PTUtY1x6Gha,['Lost Wings'],Echoes
109,0.57,0.224,-15.327,0.0498,0.979,0.917,0.117,0.596,119.027,0,5,5,1cr6Kv31hPzvae2z7cwADa,['Greg and Heidi Walker'],Open Plains
110,0.544,0.648,-8.079,0.29,0.0068,0.000919,0.503,0.956,142.026,0,62,6,5FR54UnizyI8pE5E9Zb0Dt,['Ginuwine'],Pony
111,0.449,0.286,-11.393,0.0418,0.803,0.776,0.287,0.65,168.044,0,8,8,4wOrMsgnoZMANI0X5tqupJ,['Holzkamer Saitenmusik'],Weilheimer Walzer
112,0.167,0.197,-17.232,0.039,0.942,0.336,0.15,0.0694,79.987,0,7,7,2bSsY4nhJbDFYshwZVlggx,['Rockettothesky'],Song of Pearl
113,0.443,0.557,-6.714,0.0266,0.275,1.32e-05,0.124,0.243,144.015,0,33,9,11jWJHIPj97VsZlCk72KDF,"['Iron Bell Music', 'Joel Gerdis']",Sons & Daughters (feat. Joel Gerdis) (feat. Joel Gerdis)
114,0.862,0.571,-6.224,0.0924,0.0349,0.0,0.121,0.257,123.075,1,38,10,2cxQalNob00d1cD8hxVS3r,"['Kevin Gates', '2 Chainz']",Bet I'm on It (feat. 2 Chainz)
115,0.367,0.0314,-26.084,0.0546,0.994,0.917,0.0755,0.049,67.632,0,5,7,1C6b5PWiksr3RbiJLdOR4c,"['Erik Satie', 'Klara Kormendi']",3 Gnossiennes: No. 3: Lent
116,0.726,0.939,-3.45,0.0553,0.102,0.0103,0.586,0.138,127.934,0,38,4,6vSDjiTPramX72oNM1yOxC,"['Dimitri Vegas & Like Mike', 'Angemi']",Garden of Madness
117,0.82,0.731,-6.02,0.159,0.0133,1.94e-05,0.131,0.793,127.076,0,70,2,5RzFJd6W40SDTyZkX6xx45,['Pitbull'],I Know You Want Me (Calle Ocho)
118,0.686,0.706,-17.678,0.0548,0.0221,0.862,0.108,0.109,120.025,0,21,1,03VbfUcx8OOT5HLYzCJQzE,['Makkuteno'],Step Ahead
119,0.622,0.217,-15.719,0.16,0.996,0.798,0.127,0.78,74.856,0,11,5,2Ihctv8Y8zNmFiPx6KYDIY,['Willard Robinson & His Orchestra'],I'm More Than Satisfied
120,0.43,0.782,-6.994,0.0381,0.00579,2.9e-06,0.0778,0.199,102.75,0,16,9,4QC8jcFhi2OxxQzCK3JXXQ,['The Cranberries'],Ridiculous Thoughts
121,0.601,0.972,-1.767,0.0563,0.0701,0.0,0.165,0.941,133.74,0,52,2,4ebKRYnUm7pSy5xEnHhjs3,['FLOW'],GO!!! 〜NARUTO OPENING MIX〜
122,0.577,0.301,-17.639,0.0418,0.841,0.159,0.164,0.929,140.936,0,0,8,0A6kql2bAq3qK5pw1MUH5H,"['Friedrich II', 'Michala Petri', 'George Malcolm']",Sonata in D for recorder and continuo: 3. Allegro
123,0.639,0.259,-11.552,0.098,0.501,0.891,0.115,0.288,77.981,0,42,5,6fkEXnxYYmw9n9VUkN4Eh3,['Cold'],Existence
124,0.487,0.455,-8.851,0.0254,0.538,0.0,0.087,0.521,101.991,0,16,8,2dHYIh5L1eYqk1mRiaC8pF,['Yahoo'],Sonho Encantado
125,0.551,0.721,-5.128,0.0267,0.0396,0.0,0.119,0.376,112.028,0,0,3,0TMghLRnXMyKQ9Ccy3r1gf,['The Calling'],Wherever You Will Go
126,0.457,0.21,-20.206,0.0364,0.867,0.00864,0.244,0.783,92.683,0,21,8,6xpAB2D74V6RN6by0C6ieZ,"['Johann Sebastian Bach', 'Elizabeth Wallfisch', 'Orchestra of the Age of Enlightenment']","Bach, JS: Violin Concerto No. 2 in E Major, BWV 1042: III. Allegro assai"
127,0.154,0.145,-19.186,0.0387,0.931,0.929,0.208,0.0396,80.646,0,19,7,5IXf9tX70fon4WLqSigpxn,['John Williams'],Peace and Purpose
128,0.5,0.355,-10.379,0.0274,0.531,1.44e-05,0.127,0.211,130.802,0,4,8,5vGxttgHXGt0eALSSXXnof,['Hollywood Symphony Orchestra'],"Nobody Does It Better (From ""The Spy Who Loved Me"")"
129,0.509,0.713,-5.173,0.299,0.259,0.0,0.0896,0.574,90.201,1,0,10,3YggHQrb4aJpsBjkbJBTHZ,['Solly Bandz'],Change Me
130,0.81,0.547,-8.701,0.0394,0.722,6.07e-06,0.0462,0.968,101.009,0,0,3,01I4dOVul3Cgnk9jktBvBw,['The South Kensingtons'],Concrete and Clay
131,0.151,0.00854,-36.987,0.0454,0.969,0.891,0.111,0.0383,136.713,0,54,7,4IjDb1WwFCQcI2BV7niMEm,['Sleep Fruits Music'],"Classic Dreams, Pt. 65"
132,0.479,0.935,-2.402,0.0533,0.00779,0.0,0.0491,0.283,146.235,1,19,10,1gFMq9pPkE7nCj1rfxjtCN,['Cold World'],"Liars, Thieves"
133,0.702,0.575,-10.159,0.169,0.0284,0.0,0.1,0.405,76.48,1,21,10,2oo6IfyF0RztXcy46NKGZG,['Valintxno'],Brand New
134,0.237,0.438,-11.942,0.0305,0.171,0.915,0.147,0.0766,159.956,0,4,0,5QuFd58oKfeqPe7c6QSgL9,['Northcape'],Shinkansen To Kyoto
135,0.378,0.00363,-34.793,0.0655,0.921,0.85,0.0726,0.202,94.777,0,3,7,5FIhjiLcduUFKYFWdxivYW,"['Benjamin Britten', 'Katie Salomon']","A Ceremony of Carols, Op. 28: No. 7, Interlude"
136,0.634,0.215,-17.161,0.0448,0.745,0.976,0.121,0.141,119.985,0,48,5,3KDaMeKoZFnlota39SjYCM,"['breakfast oats.', 'Farnell Newton']",Singularity
137,0.555,0.878,-5.058,0.0344,0.0447,0.269,0.972,0.553,89.12,0,9,4,6oBImJ4VvXVZvvqNDqvrjg,['Orchestral Manoeuvres In The Dark'],(Forever) Live and Die
138,0.745,0.549,-6.238,0.0568,0.825,0.0,0.0664,0.876,100.367,0,0,3,5m2M2j7YgjImGhLnwJBb3O,['Juha Vainio'],Pankinjohtajan vapaailta
139,0.716,0.238,-12.995,0.0508,0.824,5.9e-06,0.19,0.43,90.456,0,0,8,4dzCUa5VYZN8BrxubFAACh,['Alton and Sue Watson'],What That's Like
140,0.737,0.316,-8.844,0.05,0.89,0.0,0.346,0.853,121.21,0,8,8,16dIEMqoXx1r0HYJE1S7hn,['Noor Jehan'],Kya Mil Gaya Bhagwan
141,0.118,0.144,-17.826,0.0396,0.93,0.818,0.103,0.0386,74.492,0,0,7,3nmnrPMEa0kK976WCgfuHy,['Jerry Goldsmith'],End Title
