danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.507,0.66,2,-4.957,1,0.0306,0.0115,0.336,0.322,0.696,100.783,audio_features,0fM0mFxHP1R4KPX1PB8tWU,spotify:track:0fM0mFxHP1R4KPX1PB8tWU,https://api.spotify.com/v1/tracks/0fM0mFxHP1R4KPX1PB8tWU,https://api.spotify.com/v1/audio-analysis/0fM0mFxHP1R4KPX1PB8tWU,175040,4
0.736,0.798,0,-6.202,1,0.13,0.0568,0.113,0.162,0.443,114.006,audio_features,4AJprrE8gjzLRLfW84bbUq,spotify:track:4AJprrE8gjzLRLfW84bbUq,https://api.spotify.com/v1/tracks/4AJprrE8gjzLRLfW84bbUq,https://api.spotify.com/v1/audio-analysis/4AJprrE8gjzLRLfW84bbUq,262413,4
0.26,0.133,0,-11.156,1,0.0351,0.92,0.000716,0.154,0.0828,69.166,audio_features,5qv0ohJV2QNwga79jLNDYQ,spotify:track:5qv0ohJV2QNwga79jLNDYQ,https://api.spotify.com/v1/tracks/5qv0ohJV2QNwga79jLNDYQ,https://api.spotify.com/v1/audio-analysis/5qv0ohJV2QNwga79jLNDYQ,414587,4
0.406,0.368,10,-13.781,1,0.0349,0.658,0.00289,0.0832,0.853,103.197,audio_features,0xATnRXIv2tYOHBZSlgeL6,spotify:track:0xATnRXIv2tYOHBZSlgeL6,https://api.spotify.com/v1/tracks/0xATnRXIv2tYOHBZSlgeL6,https://api.spotify.com/v1/audio-analysis/0xATnRXIv2tYOHBZSlgeL6,182750,3
0.299,0.343,0,-12.86,1,0.029,0.665,0.000515,0.0822,0.234,171.024,audio_features,4oQwCrsnD59LwD4v794Sa3,spotify:track:4oQwCrsnD59LwD4v794Sa3,https://api.spotify.com/v1/tracks/4oQwCrsnD59LwD4v794Sa3,https://api.spotify.com/v1/audio-analysis/4oQwCrsnD59LwD4v794Sa3,276560,3
0.427,0.665,4,-9.681,1,0.139,0.402,0.000105,0.409,0.561,160.935,audio_features,2RWraN4ZkuqjcNQAlBNGEH,spotify:track:2RWraN4ZkuqjcNQAlBNGEH,https://api.spotify.com/v1/tracks/2RWraN4ZkuqjcNQAlBNGEH,https://api.spotify.com/v1/audio-analysis/2RWraN4ZkuqjcNQAlBNGEH,266240,4
0.933,0.363,11,-13.328,0,0.0971,0.0583,0.0,0.161,0.906,127.158,audio_features,3cnvTMZRhkbzea0KC4Y4We,spotify:track:3cnvTMZRhkbzea0KC4Y4We,https://api.spotify.com/v1/tracks/3cnvTMZRhkbzea0KC4Y4We,https://api.spotify.com/v1/audio-analysis/3cnvTMZRhkbzea0KC4Y4We,244307,4
0.776,0.413,6,-7.438,0,0.0952,0.00415,2.68e-05,0.0724,0.287,100.003,audio_features,14Rcq31SafFBHNEwXrtR2B,spotify:track:14Rcq31SafFBHNEwXrtR2B,https://api.spotify.com/v1/tracks/14Rcq31SafFBHNEwXrtR2B,https://api.spotify.com/v1/audio-analysis/14Rcq31SafFBHNEwXrtR2B,227880,4
0.471,0.494,7,-10.407,1,0.0312,0.387,0.0944,0.617,0.373,79.255,audio_features,42dQmgOPH74StNUDD1hgYf,spotify:track:42dQmgOPH74StNUDD1hgYf,https://api.spotify.com/v1/tracks/42dQmgOPH74StNUDD1hgYf,https://api.spotify.com/v1/audio-analysis/42dQmgOPH74StNUDD1hgYf,229827,4
0.608,0.924,0,-5.919,1,0.035,0.261,0.012,0.338,0.948,117.231,audio_features,5uyJ7fbjk6xZzt5UL5jcQg,spotify:track:5uyJ7fbjk6xZzt5UL5jcQg,https://api.spotify.com/v1/tracks/5uyJ7fbjk6xZzt5UL5jcQg,https://api.spotify.com/v1/audio-analysis/5uyJ7fbjk6xZzt5UL5jcQg,252053,4
0.551,0.821,2,-4.489,1,0.0539,0.0102,0.0438,0.153,0.842,174.923,audio_features,5dKBaysNJtfpyNTRa5lqDb,spotify:track:5dKBaysNJtfpyNTRa5lqDb,https://api.spotify.com/v1/tracks/5dKBaysNJtfpyNTRa5lqDb,https://api.spotify.com/v1/audio-analysis/5dKBaysNJtfpyNTRa5lqDb,137760,4
0.864,0.705,0,-8.874,1,0.057,0.0137,0.00263,0.187,0.878,115.169,audio_features,1iGhTGfEEvd22m9OFpeuON,spotify:track:1iGhTGfEEvd22m9OFpeuON,https://api.spotify.com/v1/tracks/1iGhTGfEEvd22m9OFpeuON,https://api.spotify.com/v1/audio-analysis/1iGhTGfEEvd22m9OFpeuON,458600,4
0.611,0.983,10,-3.12,0,0.0561,0.0218,0.49,0.112,0.727,109.387,audio_features,2LCIunS81ISzaUg47Bmalx,spotify:track:2LCIunS81ISzaUg47Bmalx,https://api.spotify.com/v1/tracks/2LCIunS81ISzaUg47Bmalx,https://api.spotify.com/v1/audio-analysis/2LCIunS81ISzaUg47Bmalx,314840,4
0.593,0.496,8,-16.158,1,0.119,0.0978,0.000719,0.143,0.406,96.257,audio_features,5xJqo36UpHPWBmIvtsNfYy,spotify:track:5xJqo36UpHPWBmIvtsNfYy,https://api.spotify.com/v1/tracks/5xJqo36UpHPWBmIvtsNfYy,https://api.spotify.com/v1/audio-analysis/5xJqo36UpHPWBmIvtsNfYy,255048,4
0.644,0.664,9,-8.398,1,0.0332,0.048,0.867,0.342,0.53,124.726,audio_features,2VEZx7NWsZ1D0eJ4uv5Fym,spotify:track:2VEZx7NWsZ1D0eJ4uv5Fym,https://api.spotify.com/v1/tracks/2VEZx7NWsZ1D0eJ4uv5Fym,https://api.spotify.com/v1/audio-analysis/2VEZx7NWsZ1D0eJ4uv5Fym,301373,4
0.68,0.678,1,-11.548,1,0.0754,0.103,0.00828,0.204,0.251,131.165,audio_features,7o7E1nrHWncYY7PY94gCiX,spotify:track:7o7E1nrHWncYY7PY94gCiX,https://api.spotify.com/v1/tracks/7o7E1nrHWncYY7PY94gCiX,https://api.spotify.com/v1/audio-analysis/7o7E1nrHWncYY7PY94gCiX,252773,4
0.535,0.505,2,-8.926,0,0.245,0.0393,0.0,0.0923,0.495,99.935,audio_features,2bZfoRmADhlF5gMCSZ4pDS,spotify:track:2bZfoRmADhlF5gMCSZ4pDS,https://api.spotify.com/v1/tracks/2bZfoRmADhlF5gMCSZ4pDS,https://api.spotify.com/v1/audio-analysis/2bZfoRmADhlF5gMCSZ4pDS,320267,4
0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9,audio_features,5MxNLUsfh7uzROypsoO5qe,spotify:track:5MxNLUsfh7uzROypsoO5qe,https://api.spotify.com/v1/tracks/5MxNLUsfh7uzROypsoO5qe,https://api.spotify.com/v1/audio-analysis/5MxNLUsfh7uzROypsoO5qe,266960,4
0.306,0.701,7,-9.918,0,0.0664,0.000404,0.59,0.197,0.538,92.527,audio_features,5yClziwiwTdqRmdPQl3NDz,spotify:track:5yClziwiwTdqRmdPQl3NDz,https://api.spotify.com/v1/tracks/5yClziwiwTdqRmdPQl3NDz,https://api.spotify.com/v1/audio-analysis/5yClziwiwTdqRmdPQl3NDz,442581,4
0.795,0.71,9,-4.746,0,0.0392,0.443,0.0215,0.344,0.845,109.689,audio_features,5pTWpY8l7B1XcQnijEFGFj,spotify:track:5pTWpY8l7B1XcQnijEFGFj,https://api.spotify.com/v1/tracks/5pTWpY8l7B1XcQnijEFGFj,https://api.spotify.com/v1/audio-analysis/5pTWpY8l7B1XcQnijEFGFj,288667,4
0.51,0.268,6,-18.647,1,0.0295,0.863,0.0,0.0808,0.766,109.151,audio_features,46w74WB1ncXB7NVwubB4Iw,spotify:track:46w74WB1ncXB7NVwubB4Iw,https://api.spotify.com/v1/tracks/46w74WB1ncXB7NVwubB4Iw,https://api.spotify.com/v1/audio-analysis/46w74WB1ncXB7NVwubB4Iw,232933,4
0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,audio_features,45yEy5WJywhJ3sDI28ajTm,spotify:track:45yEy5WJywhJ3sDI28ajTm,https://api.spotify.com/v1/tracks/45yEy5WJywhJ3sDI28ajTm,https://api.spotify.com/v1/audio-analysis/45yEy5WJywhJ3sDI28ajTm,185733,4
0.541,0.834,4,-5.318,0,0.0399,0.0473,0.000489,0.206,0.525,86.887,audio_features,3COJYs10WlQymS9ml663z2,spotify:track:3COJYs10WlQymS9ml663z2,https://api.spotify.com/v1/tracks/3COJYs10WlQymS9ml663z2,https://api.spotify.com/v1/audio-analysis/3COJYs10WlQymS9ml663z2,276760,4
0.91,0.441,6,-7.575,1,0.0693,0.0414,8.8e-06,0.0745,0.66,114.002,audio_features,1yUJK3qxPiFiPeAG2gLfuW,spotify:track:1yUJK3qxPiFiPeAG2gLfuW,https://api.spotify.com/v1/tracks/1yUJK3qxPiFiPeAG2gLfuW,https://api.spotify.com/v1/audio-analysis/1yUJK3qxPiFiPeAG2gLfuW,246480,4
0.693,0.924,0,-3.711,1,0.0392,0.0034,4.4e-05,0.0926,0.715,118.983,audio_features,1MV8RFTgUlAan2b6yYdv7U,spotify:track:1MV8RFTgUlAan2b6yYdv7U,https://api.spotify.com/v1/tracks/1MV8RFTgUlAan2b6yYdv7U,https://api.spotify.com/v1/audio-analysis/1MV8RFTgUlAan2b6yYdv7U,294467,4
0.898,0.92,5,-7.859,1,0.0636,0.0711,5.92e-05,0.0908,0.875,114.343,audio_features,1M2gbesj4qScqEiRunTU1G,spotify:track:1M2gbesj4qScqEiRunTU1G,https://api.spotify.com/v1/tracks/1M2gbesj4qScqEiRunTU1G,https://api.spotify.com/v1/audio-analysis/1M2gbesj4qScqEiRunTU1G,224693,4
0.282,0.874,2,-7.882,1,0.0552,0.0248,0.0,0.142,0.389,145.222,audio_features,21rz5LMBiIpQWRGQcb0xIg,spotify:track:21rz5LMBiIpQWRGQcb0xIg,https://api.spotify.com/v1/tracks/21rz5LMBiIpQWRGQcb0xIg,https://api.spotify.com/v1/audio-analysis/21rz5LMBiIpQWRGQcb0xIg,197613,4
0.324,0.967,6,-5.655,1,0.0774,0.0278,0.000269,0.0566,0.392,165.92,audio_features,3aInErz06eEAbRHMnsORR2,spotify:track:3aInErz06eEAbRHMnsORR2,https://api.spotify.com/v1/tracks/3aInErz06eEAbRHMnsORR2,https://api.spotify.com/v1/audio-analysis/3aInErz06eEAbRHMnsORR2,244320,4
0.471,0.639,10,-7.988,1,0.0436,0.443,0.0127,0.117,0.865,161.101,audio_features,46uH2WR8GNhmHC7sLULD9d,spotify:track:46uH2WR8GNhmHC7sLULD9d,https://api.spotify.com/v1/tracks/46uH2WR8GNhmHC7sLULD9d,https://api.spotify.com/v1/audio-analysis/46uH2WR8GNhmHC7sLULD9d,149908,4
0.513,0.447,7,-12.471,1,0.0296,0.16,0.187,0.0626,0.267,140.015,audio_features,1xol3obsRnpAFQkABF3pTs,spotify:track:1xol3obsRnpAFQkABF3pTs,https://api.spotify.com/v1/tracks/1xol3obsRnpAFQkABF3pTs,https://api.spotify.com/v1/audio-analysis/1xol3obsRnpAFQkABF3pTs,149933,4
0.547,0.853,4,-5.02,1,0.0364,0.718,0.000256,0.33,0.942,164.279,audio_features,6gzuPIRmowMiriGzgbLQGJ,spotify:track:6gzuPIRmowMiriGzgbLQGJ,https://api.spotify.com/v1/tracks/6gzuPIRmowMiriGzgbLQGJ,https://api.spotify.com/v1/audio-analysis/6gzuPIRmowMiriGzgbLQGJ,144093,4
0.796,0.705,2,-7.009,1,0.0315,0.514,0.0,0.275,0.962,121.406,audio_features,6sarL3JP6Ur6V9VYGuovQq,spotify:track:6sarL3JP6Ur6V9VYGuovQq,https://api.spotify.com/v1/tracks/6sarL3JP6Ur6V9VYGuovQq,https://api.spotify.com/v1/audio-analysis/6sarL3JP6Ur6V9VYGuovQq,147400,4
0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.188,0.272,193.437,audio_features,5R9a4t5t5O0IsznsrKPVro,spotify:track:5R9a4t5t5O0IsznsrKPVro,https://api.spotify.com/v1/tracks/5R9a4t5t5O0IsznsrKPVro,https://api.spotify.com/v1/audio-analysis/5R9a4t5t5O0IsznsrKPVro,193213,4
0.563,0.441,4,-9.902,1,0.0437,0.773,0.0,0.351,0.468,115.168,audio_features,37Dl7jQMmt0gUnzTKqnjkN,spotify:track:37Dl7jQMmt0gUnzTKqnjkN,https://api.spotify.com/v1/tracks/37Dl7jQMmt0gUnzTKqnjkN,https://api.spotify.com/v1/audio-analysis/37Dl7jQMmt0gUnzTKqnjkN,290467,4
0.516,0.549,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941,audio_features,0p7T2DoRUeLX47sa3Ar2Ny,spotify:track:0p7T2DoRUeLX47sa3Ar2Ny,https://api.spotify.com/v1/tracks/0p7T2DoRUeLX47sa3Ar2Ny,https://api.spotify.com/v1/audio-analysis/0p7T2DoRUeLX47sa3Ar2Ny,288733,4
0.468,0.713,2,-10.605,1,0.07,0.451,0.00119,0.297,0.629,129.722,audio_features,24Ja9b0r3vZDIYKfH8lTVv,spotify:track:24Ja9b0r3vZDIYKfH8lTVv,https://api.spotify.com/v1/tracks/24Ja9b0r3vZDIYKfH8lTVv,https://api.spotify.com/v1/audio-analysis/24Ja9b0r3vZDIYKfH8lTVv,184600,4
0.522,0.397,7,-8.491,1,0.027,0.799,0.0366,0.11,0.356,75.572,audio_features,6hAN9n5pUEbgmDCqgQ25sd,spotify:track:6hAN9n5pUEbgmDCqgQ25sd,https://api.spotify.com/v1/tracks/6hAN9n5pUEbgmDCqgQ25sd,https://api.spotify.com/v1/audio-analysis/6hAN9n5pUEbgmDCqgQ25sd,153987,4
0.298,0.825,2,-8.053,1,0.0408,0.00541,1.46e-05,0.44,0.54,75.592,audio_features,2qZu6ByfZFFb56CwZRfwTo,spotify:track:2qZu6ByfZFFb56CwZRfwTo,https://api.spotify.com/v1/tracks/2qZu6ByfZFFb56CwZRfwTo,https://api.spotify.com/v1/audio-analysis/2qZu6ByfZFFb56CwZRfwTo,341160,4
0.429,0.914,7,-9.594,1,0.0505,0.0321,9.26e-05,0.436,0.685,155.588,audio_features,0tsHAAhdxSzwHAeHHXKbsw,spotify:track:0tsHAAhdxSzwHAeHHXKbsw,https://api.spotify.com/v1/tracks/0tsHAAhdxSzwHAeHHXKbsw,https://api.spotify.com/v1/audio-analysis/0tsHAAhdxSzwHAeHHXKbsw,221507,4
0.597,0.96,11,-3.989,1,0.042,0.169,2.89e-05,0.105,0.937,163.017,audio_features,1fxHrfTa9EKibYQ0tuamQF,spotify:track:1fxHrfTa9EKibYQ0tuamQF,https://api.spotify.com/v1/tracks/1fxHrfTa9EKibYQ0tuamQF,https://api.spotify.com/v1/audio-analysis/1fxHrfTa9EKibYQ0tuamQF,149467,4
0.52,0.864,8,-4.243,0,0.0328,0.00253,0.0244,0.507,0.6,133.465,audio_features,7w3klLQ4XYHxEdYL50qX9M,spotify:track:7w3klLQ4XYHxEdYL50qX9M,https://api.spotify.com/v1/tracks/7w3klLQ4XYHxEdYL50qX9M,https://api.spotify.com/v1/audio-analysis/7w3klLQ4XYHxEdYL50qX9M,258093,4
0.27,0.83,7,-4.592,1,0.0741,0.00956,0.434,0.142,0.205,117.314,audio_features,3XpXhVtZwqh2eM5d9ieXT5,spotify:track:3XpXhVtZwqh2eM5d9ieXT5,https://api.spotify.com/v1/tracks/3XpXhVtZwqh2eM5d9ieXT5,https://api.spotify.com/v1/audio-analysis/3XpXhVtZwqh2eM5d9ieXT5,196560,4
0.49,0.778,1,-6.968,1,0.0548,0.0773,0.00862,0.087,0.278,99.723,audio_features,6EvgWSbWmQelxrQBmhEdXh,spotify:track:6EvgWSbWmQelxrQBmhEdXh,https://api.spotify.com/v1/tracks/6EvgWSbWmQelxrQBmhEdXh,https://api.spotify.com/v1/audio-analysis/6EvgWSbWmQelxrQBmhEdXh,279040,4
0.472,0.745,4,-5.297,1,0.0356,0.000607,2.74e-05,0.0957,0.0631,180.06,audio_features,6WmIyn2fx1PKQ0XDpYj4VR,spotify:track:6WmIyn2fx1PKQ0XDpYj4VR,https://api.spotify.com/v1/tracks/6WmIyn2fx1PKQ0XDpYj4VR,https://api.spotify.com/v1/audio-analysis/6WmIyn2fx1PKQ0XDpYj4VR,252926,4
0.451,0.818,2,-8.124,1,0.0439,0.135,2.92e-05,0.052,0.755,124.532,audio_features,5qBqBdfTEIWJwAS0Jm2F5R,spotify:track:5qBqBdfTEIWJwAS0Jm2F5R,https://api.spotify.com/v1/tracks/5qBqBdfTEIWJwAS0Jm2F5R,https://api.spotify.com/v1/audio-analysis/5qBqBdfTEIWJwAS0Jm2F5R,229360,4
0.281,0.768,4,-10.734,1,0.0478,0.0025,0.886,0.7,0.6,154.947,audio_features,2i2UQ07S3TdQpk1teP9SXv,spotify:track:2i2UQ07S3TdQpk1teP9SXv,https://api.spotify.com/v1/tracks/2i2UQ07S3TdQpk1teP9SXv,https://api.spotify.com/v1/audio-analysis/2i2UQ07S3TdQpk1teP9SXv,181467,4
0.606,0.758,8,-12.526,1,0.0468,0.0278,0.0054,0.0506,0.485,92.126,audio_features,5XCBUaUES9FYK4D6VTpj5l,spotify:track:5XCBUaUES9FYK4D6VTpj5l,https://api.spotify.com/v1/tracks/5XCBUaUES9FYK4D6VTpj5l,https://api.spotify.com/v1/audio-analysis/5XCBUaUES9FYK4D6VTpj5l,410667,4
0.699,0.503,11,-13.616,0,0.0381,0.775,0.0853,0.221,0.846,118.338,audio_features,4VC1xzuysIX1xWNA1x5LHC,spotify:track:4VC1xzuysIX1xWNA1x5LHC,https://api.spotify.com/v1/tracks/4VC1xzuysIX1xWNA1x5LHC,https://api.spotify.com/v1/audio-analysis/4VC1xzuysIX1xWNA1x5LHC,127960,4
0.562,0.475,8,-13.396,0,0.0335,0.817,0.076,0.118,0.596,93.728,audio_features,6bEcqXMxaKPwmgvzyQsNUp,spotify:track:6bEcqXMxaKPwmgvzyQsNUp,https://api.spotify.com/v1/tracks/6bEcqXMxaKPwmgvzyQsNUp,https://api.spotify.com/v1/audio-analysis/6bEcqXMxaKPwmgvzyQsNUp,328200,4
0.524,0.955,0,-7.081,1,0.0411,0.00717,8.77e-06,0.659,0.869,133.849,audio_features,4vtraETxj6q2K58am1KLrT,spotify:track:4vtraETxj6q2K58am1KLrT,https://api.spotify.com/v1/tracks/4vtraETxj6q2K58am1KLrT,https://api.spotify.com/v1/audio-analysis/4vtraETxj6q2K58am1KLrT,253733,4
0.454,0.26,8,-13.193,0,0.0401,0.539,0.00078,0.0675,0.598,174.322,audio_features,09hcbtRcZV5CeeygqQiM5f,spotify:track:09hcbtRcZV5CeeygqQiM5f,https://api.spotify.com/v1/tracks/09hcbtRcZV5CeeygqQiM5f,https://api.spotify.com/v1/audio-analysis/09hcbtRcZV5CeeygqQiM5f,324133,5
0.778,0.615,7,-6.529,1,0.0384,0.0126,1.44e-06,0.108,0.648,120.045,audio_features,5unfeZUhKhICP73CDYBW4N,spotify:track:5unfeZUhKhICP73CDYBW4N,https://api.spotify.com/v1/tracks/5unfeZUhKhICP73CDYBW4N,https://api.spotify.com/v1/audio-analysis/5unfeZUhKhICP73CDYBW4N,193467,4
0.303,0.9,2,-2.352,0,0.0574,0.0277,0.635,0.11,0.491,149.508,audio_features,5WOQUgcXl79q0KnYwECQsm,spotify:track:5WOQUgcXl79q0KnYwECQsm,https://api.spotify.com/v1/tracks/5WOQUgcXl79q0KnYwECQsm,https://api.spotify.com/v1/audio-analysis/5WOQUgcXl79q0KnYwECQsm,192960,4
0.765,0.679,4,-6.007,0,0.23,0.261,5.38e-06,0.461,0.796,120.077,audio_features,3Zv7tbfSY0sIxl6ZRW4TJN,spotify:track:3Zv7tbfSY0sIxl6ZRW4TJN,https://api.spotify.com/v1/tracks/3Zv7tbfSY0sIxl6ZRW4TJN,https://api.spotify.com/v1/audio-analysis/3Zv7tbfSY0sIxl6ZRW4TJN,281827,4
0.51,0.409,2,-14.967,1,0.0918,0.325,0.0,0.0879,0.738,158.327,audio_features,6jy0YaWonpm3xH27xFVlXF,spotify:track:6jy0YaWonpm3xH27xFVlXF,https://api.spotify.com/v1/tracks/6jy0YaWonpm3xH27xFVlXF,https://api.spotify.com/v1/audio-analysis/6jy0YaWonpm3xH27xFVlXF,167213,4
0.56,0.79,7,-7.677,1,0.049,0.675,0.0,0.214,0.589,140.814,audio_features,0XH32EBDbNmZ9ZW5IMngnw,spotify:track:0XH32EBDbNmZ9ZW5IMngnw,https://api.spotify.com/v1/tracks/0XH32EBDbNmZ9ZW5IMngnw,https://api.spotify.com/v1/audio-analysis/0XH32EBDbNmZ9ZW5IMngnw,215920,4
0.756,0.687,11,-7.76,0,0.0435,0.064,0.0,0.25,0.914,106.247,audio_features,4o7pdbMDw6XwfXZFCZDoUH,spotify:track:4o7pdbMDw6XwfXZFCZDoUH,https://api.spotify.com/v1/tracks/4o7pdbMDw6XwfXZFCZDoUH,https://api.spotify.com/v1/audio-analysis/4o7pdbMDw6XwfXZFCZDoUH,178093,4
0.594,0.747,0,-7.624,1,0.0424,0.28,0.0,0.704,0.851,84.923,audio_features,6lXeiMvUgvlyI7dQKmvIKR,spotify:track:6lXeiMvUgvlyI7dQKmvIKR,https://api.spotify.com/v1/tracks/6lXeiMvUgvlyI7dQKmvIKR,https://api.spotify.com/v1/audio-analysis/6lXeiMvUgvlyI7dQKmvIKR,179907,4
0.613,0.704,0,-10.732,1,0.0279,0.00593,0.482,0.203,0.623,116.904,audio_features,5GW9uHrOdmoXzX3umscu7u,spotify:track:5GW9uHrOdmoXzX3umscu7u,https://api.spotify.com/v1/tracks/5GW9uHrOdmoXzX3umscu7u,https://api.spotify.com/v1/audio-analysis/5GW9uHrOdmoXzX3umscu7u,213787,4
0.625,0.964,10,-3.028,0,0.342,0.107,9.17e-05,0.0446,0.881,125.954,audio_features,7vPw5XIMULmmZwXWof2MzA,spotify:track:7vPw5XIMULmmZwXWof2MzA,https://api.spotify.com/v1/tracks/7vPw5XIMULmmZwXWof2MzA,https://api.spotify.com/v1/audio-analysis/7vPw5XIMULmmZwXWof2MzA,238960,5
0.532,0.894,0,-3.426,1,0.0332,0.0535,0.000165,0.284,0.794,122.513,audio_features,5chVfun0tf1I3fyePD3jWT,spotify:track:5chVfun0tf1I3fyePD3jWT,https://api.spotify.com/v1/tracks/5chVfun0tf1I3fyePD3jWT,https://api.spotify.com/v1/audio-analysis/5chVfun0tf1I3fyePD3jWT,249653,4
0.744,0.721,0,-7.008,1,0.0899,0.025,0.0466,0.155,0.965,157.188,audio_features,62uw0iWu8jLB4cYBQxjdcm,spotify:track:62uw0iWu8jLB4cYBQxjdcm,https://api.spotify.com/v1/tracks/62uw0iWu8jLB4cYBQxjdcm,https://api.spotify.com/v1/audio-analysis/62uw0iWu8jLB4cYBQxjdcm,207200,4
0.687,0.685,7,-5.854,1,0.0367,0.00145,0.0,0.0657,0.359,123.147,audio_features,2DrEeo4eMULdAVe1U7P9PB,spotify:track:2DrEeo4eMULdAVe1U7P9PB,https://api.spotify.com/v1/tracks/2DrEeo4eMULdAVe1U7P9PB,https://api.spotify.com/v1/audio-analysis/2DrEeo4eMULdAVe1U7P9PB,257133,4
0.556,0.92,8,-4.606,1,0.0367,0.00271,0.00021,0.117,0.771,121.138,audio_features,0gOyllwzM7IvfuYZ903zNv,spotify:track:0gOyllwzM7IvfuYZ903zNv,https://api.spotify.com/v1/tracks/0gOyllwzM7IvfuYZ903zNv,https://api.spotify.com/v1/audio-analysis/0gOyllwzM7IvfuYZ903zNv,159227,4
0.789,0.858,1,-5.542,1,0.311,0.127,0.0,0.349,0.775,140.022,audio_features,4Li2WHPkuyCdtmokzW2007,spotify:track:4Li2WHPkuyCdtmokzW2007,https://api.spotify.com/v1/tracks/4Li2WHPkuyCdtmokzW2007,https://api.spotify.com/v1/audio-analysis/4Li2WHPkuyCdtmokzW2007,219333,4
0.767,0.776,2,-8.915,1,0.144,0.0143,0.0,0.326,0.608,111.686,audio_features,3Yxmpx64AdWAzG3qAD4Dty,spotify:track:3Yxmpx64AdWAzG3qAD4Dty,https://api.spotify.com/v1/tracks/3Yxmpx64AdWAzG3qAD4Dty,https://api.spotify.com/v1/audio-analysis/3Yxmpx64AdWAzG3qAD4Dty,301893,4
0.515,0.89,4,-9.174,0,0.0483,0.343,0.254,0.708,0.527,122.042,audio_features,71yqVwxmGUFUTm5CF9viEH,spotify:track:71yqVwxmGUFUTm5CF9viEH,https://api.spotify.com/v1/tracks/71yqVwxmGUFUTm5CF9viEH,https://api.spotify.com/v1/audio-analysis/71yqVwxmGUFUTm5CF9viEH,313387,4
0.509,0.827,0,-7.715,1,0.0782,0.0409,0.0,0.12,0.743,135.601,audio_features,1lqMLr9Wj7SM2F9AikGcxN,spotify:track:1lqMLr9Wj7SM2F9AikGcxN,https://api.spotify.com/v1/tracks/1lqMLr9Wj7SM2F9AikGcxN,https://api.spotify.com/v1/audio-analysis/1lqMLr9Wj7SM2F9AikGcxN,512733,4
0.354,0.914,0,-3.613,1,0.0672,0.0316,7.11e-06,0.119,0.241,164.012,audio_features,7H0jlAh4VoUtdeBUurXae9,spotify:track:7H0jlAh4VoUtdeBUurXae9,https://api.spotify.com/v1/tracks/7H0jlAh4VoUtdeBUurXae9,https://api.spotify.com/v1/audio-analysis/7H0jlAh4VoUtdeBUurXae9,287827,4
0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.814,audio_features,2k1np6GRFvKjgjYfo2g39B,spotify:track:2k1np6GRFvKjgjYfo2g39B,https://api.spotify.com/v1/tracks/2k1np6GRFvKjgjYfo2g39B,https://api.spotify.com/v1/audio-analysis/2k1np6GRFvKjgjYfo2g39B,291293,4
0.831,0.436,3,-12.047,1,0.14,0.201,0.00171,0.0543,0.949,116.264,audio_features,6HNvXgzIPzZk2MrJf7ZMFv,spotify:track:6HNvXgzIPzZk2MrJf7ZMFv,https://api.spotify.com/v1/tracks/6HNvXgzIPzZk2MrJf7ZMFv,https://api.spotify.com/v1/audio-analysis/6HNvXgzIPzZk2MrJf7ZMFv,288440,4
0.892,0.628,1,-3.832,1,0.216,0.169,0.0,0.102,0.676,92.063,audio_features,6HHytHLXLX8QfWTtGfFSvH,spotify:track:6HHytHLXLX8QfWTtGfFSvH,https://api.spotify.com/v1/tracks/6HHytHLXLX8QfWTtGfFSvH,https://api.spotify.com/v1/audio-analysis/6HHytHLXLX8QfWTtGfFSvH,266067,4
0.862,0.797,4,-2.006,1,0.0339,0.0339,4.03e-06,0.0841,0.775,117.993,audio_features,1SvIUtl5QuOTJhKNVikt6m,spotify:track:1SvIUtl5QuOTJhKNVikt6m,https://api.spotify.com/v1/tracks/1SvIUtl5QuOTJhKNVikt6m,https://api.spotify.com/v1/audio-analysis/1SvIUtl5QuOTJhKNVikt6m,206933,4
0.368,0.935,4,-3.204,1,0.0587,0.0111,0.00201,0.0948,0.558,164.425,audio_features,71D4LseR0RADPbyvMeTIHR,spotify:track:71D4LseR0RADPbyvMeTIHR,https://api.spotify.com/v1/tracks/71D4LseR0RADPbyvMeTIHR,https://api.spotify.com/v1/audio-analysis/71D4LseR0RADPbyvMeTIHR,203733,4
0.761,0.721,2,-5.529,1,0.0392,0.000103,0.0761,0.103,0.39,135.181,audio_features,0RUpgzacb8DwZB5B3IPO23,spotify:track:0RUpgzacb8DwZB5B3IPO23,https://api.spotify.com/v1/tracks/0RUpgzacb8DwZB5B3IPO23,https://api.spotify.com/v1/audio-analysis/0RUpgzacb8DwZB5B3IPO23,427200,4
