danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.507,0.517,0,-11.447,0,0.0363,0.0982,0.0102,0.319,0.933,157.524,audio_features,5EmiZVQYDBtMyUorZ14MbX,spotify:track:5EmiZVQYDBtMyUorZ14MbX,https://api.spotify.com/v1/tracks/5EmiZVQYDBtMyUorZ14MbX,https://api.spotify.com/v1/audio-analysis/5EmiZVQYDBtMyUorZ14MbX,168440,4
0.629,0.581,4,-11.856,1,0.027,0.513,2.06e-06,0.0755,0.359,97.074,audio_features,528CAH5pTLq86oZ52fHifA,spotify:track:528CAH5pTLq86oZ52fHifA,https://api.spotify.com/v1/tracks/528CAH5pTLq86oZ52fHifA,https://api.spotify.com/v1/audio-analysis/528CAH5pTLq86oZ52fHifA,338800,4
0.504,0.476,8,-11.059,1,0.0551,0.289,0.231,0.311,0.754,119.881,audio_features,6h6bWwMhNWmPjraBLi56aQ,spotify:track:6h6bWwMhNWmPjraBLi56aQ,https://api.spotify.com/v1/tracks/6h6bWwMhNWmPjraBLi56aQ,https://api.spotify.com/v1/audio-analysis/6h6bWwMhNWmPjraBLi56aQ,175012,4
0.608,0.762,0,-4.369,1,0.0262,0.137,0.00661,0.187,0.83,128.189,audio_features,3NnnLiWlTvsscc6xZ5AkBJ,spotify:track:3NnnLiWlTvsscc6xZ5AkBJ,https://api.spotify.com/v1/tracks/3NnnLiWlTvsscc6xZ5AkBJ,https://api.spotify.com/v1/audio-analysis/3NnnLiWlTvsscc6xZ5AkBJ,176560,4
0.572,0.931,10,-7.099,0,0.136,0.00559,0.0,0.084,0.624,105.871,audio_features,1ocrtX1m4zIcQPn8w1oilJ,spotify:track:1ocrtX1m4zIcQPn8w1oilJ,https://api.spotify.com/v1/tracks/1ocrtX1m4zIcQPn8w1oilJ,https://api.spotify.com/v1/audio-analysis/1ocrtX1m4zIcQPn8w1oilJ,224467,4
0.775,0.734,7,-5.41,1,0.215,0.00138,0.0,0.304,0.342,90.001,audio_features,2LhhnqrHPWvXYveZVHLKrd,spotify:track:2LhhnqrHPWvXYveZVHLKrd,https://api.spotify.com/v1/tracks/2LhhnqrHPWvXYveZVHLKrd,https://api.spotify.com/v1/audio-analysis/2LhhnqrHPWvXYveZVHLKrd,210840,4
0.406,0.166,6,-16.84,1,0.0419,0.9,0.0,0.0847,0.361,89.683,audio_features,7p08t7u47sAJRgq9VAzRDd,spotify:track:7p08t7u47sAJRgq9VAzRDd,https://api.spotify.com/v1/tracks/7p08t7u47sAJRgq9VAzRDd,https://api.spotify.com/v1/audio-analysis/7p08t7u47sAJRgq9VAzRDd,220027,4
0.786,0.745,11,-7.012,0,0.0381,0.0398,1.68e-06,0.779,0.946,114.951,audio_features,7aJ5Hx4GXT1pTTrPRkeKv9,spotify:track:7aJ5Hx4GXT1pTTrPRkeKv9,https://api.spotify.com/v1/tracks/7aJ5Hx4GXT1pTTrPRkeKv9,https://api.spotify.com/v1/audio-analysis/7aJ5Hx4GXT1pTTrPRkeKv9,331067,4
0.345,0.325,8,-11.517,1,0.039,0.888,2.5e-05,0.115,0.196,80.162,audio_features,4vWvY2Ed1dn6K2MMBCKtb5,spotify:track:4vWvY2Ed1dn6K2MMBCKtb5,https://api.spotify.com/v1/tracks/4vWvY2Ed1dn6K2MMBCKtb5,https://api.spotify.com/v1/audio-analysis/4vWvY2Ed1dn6K2MMBCKtb5,239520,4
0.418,0.61,8,-5.503,1,0.037,0.267,0.0,0.357,0.51,122.834,audio_features,2tniR5nCrFcJpdihAB4HvN,spotify:track:2tniR5nCrFcJpdihAB4HvN,https://api.spotify.com/v1/tracks/2tniR5nCrFcJpdihAB4HvN,https://api.spotify.com/v1/audio-analysis/2tniR5nCrFcJpdihAB4HvN,156627,4
0.549,0.549,9,-10.008,0,0.0254,0.00265,2.58e-05,0.213,0.604,113.936,audio_features,2wjhYS7f0fZgJvNL0MJSmL,spotify:track:2wjhYS7f0fZgJvNL0MJSmL,https://api.spotify.com/v1/tracks/2wjhYS7f0fZgJvNL0MJSmL,https://api.spotify.com/v1/audio-analysis/2wjhYS7f0fZgJvNL0MJSmL,218733,4
0.382,0.283,6,-9.357,1,0.0292,0.786,0.00478,0.111,0.0441,95.3,audio_features,5iK8GmW2uiPuUc5CtkZrIK,spotify:track:5iK8GmW2uiPuUc5CtkZrIK,https://api.spotify.com/v1/tracks/5iK8GmW2uiPuUc5CtkZrIK,https://api.spotify.com/v1/audio-analysis/5iK8GmW2uiPuUc5CtkZrIK,249063,4
0.479,0.0661,11,-19.572,1,0.0437,0.994,0.0634,0.134,0.379,68.306,audio_features,3HWEK112gKdeLtjp4VvsFC,spotify:track:3HWEK112gKdeLtjp4VvsFC,https://api.spotify.com/v1/tracks/3HWEK112gKdeLtjp4VvsFC,https://api.spotify.com/v1/audio-analysis/3HWEK112gKdeLtjp4VvsFC,202933,3
0.808,0.51,9,-11.782,0,0.0824,0.085,0.148,0.0999,0.593,125.0,audio_features,4Sc9RkhYMYjvGrQ9HSo3bI,spotify:track:4Sc9RkhYMYjvGrQ9HSo3bI,https://api.spotify.com/v1/tracks/4Sc9RkhYMYjvGrQ9HSo3bI,https://api.spotify.com/v1/audio-analysis/4Sc9RkhYMYjvGrQ9HSo3bI,340944,4
0.727,0.741,5,-4.714,1,0.032,0.156,8.59e-05,0.206,0.747,102.053,audio_features,7Fe6HmcBPm8y2WU7LySFer,spotify:track:7Fe6HmcBPm8y2WU7LySFer,https://api.spotify.com/v1/tracks/7Fe6HmcBPm8y2WU7LySFer,https://api.spotify.com/v1/audio-analysis/7Fe6HmcBPm8y2WU7LySFer,258920,4
0.679,0.368,11,-15.449,0,0.0251,0.689,1.02e-05,0.28,0.736,104.931,audio_features,2qBirMakpTdz9ymxrZEyzg,spotify:track:2qBirMakpTdz9ymxrZEyzg,https://api.spotify.com/v1/tracks/2qBirMakpTdz9ymxrZEyzg,https://api.spotify.com/v1/audio-analysis/2qBirMakpTdz9ymxrZEyzg,160867,4
0.425,0.582,7,-5.948,1,0.0292,0.505,4.04e-06,0.168,0.808,135.941,audio_features,6ed0AwPdxhDVKOKoYRLfgH,spotify:track:6ed0AwPdxhDVKOKoYRLfgH,https://api.spotify.com/v1/tracks/6ed0AwPdxhDVKOKoYRLfgH,https://api.spotify.com/v1/audio-analysis/6ed0AwPdxhDVKOKoYRLfgH,189867,4
0.278,0.186,7,-14.232,1,0.0343,0.99,0.0106,0.111,0.175,103.706,audio_features,01bNz7bkM6SqyNZ59b7DYZ,spotify:track:01bNz7bkM6SqyNZ59b7DYZ,https://api.spotify.com/v1/tracks/01bNz7bkM6SqyNZ59b7DYZ,https://api.spotify.com/v1/audio-analysis/01bNz7bkM6SqyNZ59b7DYZ,188987,1
0.891,0.439,7,-7.994,0,0.428,0.0351,0.0,0.0932,0.622,77.499,audio_features,2ajhenDRiiAnCHHjsIOHhJ,spotify:track:2ajhenDRiiAnCHHjsIOHhJ,https://api.spotify.com/v1/tracks/2ajhenDRiiAnCHHjsIOHhJ,https://api.spotify.com/v1/audio-analysis/2ajhenDRiiAnCHHjsIOHhJ,224253,4
0.627,0.467,9,-9.81,1,0.0321,0.00286,0.0,0.11,0.61,113.01,audio_features,46ShsS3tyqJAJdxUjPezdI,spotify:track:46ShsS3tyqJAJdxUjPezdI,https://api.spotify.com/v1/tracks/46ShsS3tyqJAJdxUjPezdI,https://api.spotify.com/v1/audio-analysis/46ShsS3tyqJAJdxUjPezdI,240613,4
0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,audio_features,5OCJzvD7sykQEKHH7qAC3C,spotify:track:5OCJzvD7sykQEKHH7qAC3C,https://api.spotify.com/v1/tracks/5OCJzvD7sykQEKHH7qAC3C,https://api.spotify.com/v1/audio-analysis/5OCJzvD7sykQEKHH7qAC3C,197547,4
0.475,0.115,0,-16.284,1,0.0339,0.785,0.00794,0.12,0.25,103.753,audio_features,5ATUmaVJWUTTagmPwQLck3,spotify:track:5ATUmaVJWUTTagmPwQLck3,https://api.spotify.com/v1/tracks/5ATUmaVJWUTTagmPwQLck3,https://api.spotify.com/v1/audio-analysis/5ATUmaVJWUTTagmPwQLck3,157524,4
0.482,0.788,7,-6.309,1,0.0425,0.113,0.00437,0.344,0.854,191.776,audio_features,4IroNECciKcq3M2QtSTus7,spotify:track:4IroNECciKcq3M2QtSTus7,https://api.spotify.com/v1/tracks/4IroNECciKcq3M2QtSTus7,https://api.spotify.com/v1/audio-analysis/4IroNECciKcq3M2QtSTus7,213798,4
0.567,0.402,10,-13.809,1,0.0315,0.584,1.67e-05,0.0866,0.773,115.149,audio_features,2Dpu1Kl8KXUq65S1HkT9Bb,spotify:track:2Dpu1Kl8KXUq65S1HkT9Bb,https://api.spotify.com/v1/tracks/2Dpu1Kl8KXUq65S1HkT9Bb,https://api.spotify.com/v1/audio-analysis/2Dpu1Kl8KXUq65S1HkT9Bb,144293,4
0.425,0.268,5,-13.322,1,0.0281,0.728,0.0,0.174,0.592,93.762,audio_features,2Y9h5xHzEGKIf7BhCtY0Uj,spotify:track:2Y9h5xHzEGKIf7BhCtY0Uj,https://api.spotify.com/v1/tracks/2Y9h5xHzEGKIf7BhCtY0Uj,https://api.spotify.com/v1/audio-analysis/2Y9h5xHzEGKIf7BhCtY0Uj,158200,4
0.513,0.183,4,-15.849,1,0.0447,0.948,0.05,0.111,0.203,129.451,audio_features,3ecvnatX2V8cjPr1NMce05,spotify:track:3ecvnatX2V8cjPr1NMce05,https://api.spotify.com/v1/tracks/3ecvnatX2V8cjPr1NMce05,https://api.spotify.com/v1/audio-analysis/3ecvnatX2V8cjPr1NMce05,659587,4
0.805,0.597,0,-6.353,0,0.222,0.0283,0.000202,0.274,0.431,87.988,audio_features,3Aavvmvuc36w25vxNG4VE7,spotify:track:3Aavvmvuc36w25vxNG4VE7,https://api.spotify.com/v1/tracks/3Aavvmvuc36w25vxNG4VE7,https://api.spotify.com/v1/audio-analysis/3Aavvmvuc36w25vxNG4VE7,227800,4
0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.511,audio_features,78QR3Wp35dqAhFEc2qAGjE,spotify:track:78QR3Wp35dqAhFEc2qAGjE,https://api.spotify.com/v1/tracks/78QR3Wp35dqAhFEc2qAGjE,https://api.spotify.com/v1/audio-analysis/78QR3Wp35dqAhFEc2qAGjE,145543,4
0.808,0.708,10,-7.601,0,0.0612,4.2e-05,0.849,0.0395,0.723,119.002,audio_features,6E65t3G6dyrwDWgCzNV2Ew,spotify:track:6E65t3G6dyrwDWgCzNV2Ew,https://api.spotify.com/v1/tracks/6E65t3G6dyrwDWgCzNV2Ew,https://api.spotify.com/v1/audio-analysis/6E65t3G6dyrwDWgCzNV2Ew,425067,4
0.638,0.522,9,-11.663,1,0.0505,0.531,0.0,0.106,0.968,130.992,audio_features,1ZN0WrcNPMotEB5b9AGkE1,spotify:track:1ZN0WrcNPMotEB5b9AGkE1,https://api.spotify.com/v1/tracks/1ZN0WrcNPMotEB5b9AGkE1,https://api.spotify.com/v1/audio-analysis/1ZN0WrcNPMotEB5b9AGkE1,143240,4
0.641,0.409,8,-12.452,1,0.0348,0.743,2.58e-06,0.118,0.315,121.165,audio_features,0zb2kpEQMnqJPiLACKMiFM,spotify:track:0zb2kpEQMnqJPiLACKMiFM,https://api.spotify.com/v1/tracks/0zb2kpEQMnqJPiLACKMiFM,https://api.spotify.com/v1/audio-analysis/0zb2kpEQMnqJPiLACKMiFM,285053,4
0.302,0.241,0,-14.95,0,0.034,0.72,0.0,0.137,0.301,107.598,audio_features,5akiFCrLkfV8oUA7ESfHR8,spotify:track:5akiFCrLkfV8oUA7ESfHR8,https://api.spotify.com/v1/tracks/5akiFCrLkfV8oUA7ESfHR8,https://api.spotify.com/v1/audio-analysis/5akiFCrLkfV8oUA7ESfHR8,272533,4
0.817,0.724,11,-9.003,0,0.0769,0.0655,1.55e-06,0.129,0.962,114.719,audio_features,0xNRHIz1BzeLbtjB2GRBrr,spotify:track:0xNRHIz1BzeLbtjB2GRBrr,https://api.spotify.com/v1/tracks/0xNRHIz1BzeLbtjB2GRBrr,https://api.spotify.com/v1/audio-analysis/0xNRHIz1BzeLbtjB2GRBrr,369800,4
0.844,0.703,10,-8.927,0,0.0698,0.172,0.000347,0.0541,0.902,108.089,audio_features,3GCfkOO8xM7YUKzTheQIca,spotify:track:3GCfkOO8xM7YUKzTheQIca,https://api.spotify.com/v1/tracks/3GCfkOO8xM7YUKzTheQIca,https://api.spotify.com/v1/audio-analysis/3GCfkOO8xM7YUKzTheQIca,259387,4
0.433,0.675,2,-6.702,0,0.0337,0.0911,0.293,0.159,0.184,137.268,audio_features,2xbrMtkxp399aSiCJ8EAON,spotify:track:2xbrMtkxp399aSiCJ8EAON,https://api.spotify.com/v1/tracks/2xbrMtkxp399aSiCJ8EAON,https://api.spotify.com/v1/audio-analysis/2xbrMtkxp399aSiCJ8EAON,254867,4
0.794,0.639,6,-8.901,0,0.0292,0.0466,4.48e-06,0.149,0.813,123.058,audio_features,3YkcaseFcsyoZsw66Hl3Je,spotify:track:3YkcaseFcsyoZsw66Hl3Je,https://api.spotify.com/v1/tracks/3YkcaseFcsyoZsw66Hl3Je,https://api.spotify.com/v1/audio-analysis/3YkcaseFcsyoZsw66Hl3Je,243093,4
0.66,0.714,6,-4.814,1,0.192,0.00474,0.0157,0.0647,0.79,97.17,audio_features,0Dlje4jZvgaI5cbqAvkUXR,spotify:track:0Dlje4jZvgaI5cbqAvkUXR,https://api.spotify.com/v1/tracks/0Dlje4jZvgaI5cbqAvkUXR,https://api.spotify.com/v1/audio-analysis/0Dlje4jZvgaI5cbqAvkUXR,198560,4
0.682,0.89,0,-8.238,1,0.0514,0.0291,0.401,0.364,0.789,119.999,audio_features,09dZLOlojydSepBhTHIva5,spotify:track:09dZLOlojydSepBhTHIva5,https://api.spotify.com/v1/tracks/09dZLOlojydSepBhTHIva5,https://api.spotify.com/v1/audio-analysis/09dZLOlojydSepBhTHIva5,554867,4
0.415,0.94,0,-4.874,1,0.0887,0.0049,0.0,0.143,0.439,134.392,audio_features,7IpotoEpiWeYAkvrt2gbxF,spotify:track:7IpotoEpiWeYAkvrt2gbxF,https://api.spotify.com/v1/tracks/7IpotoEpiWeYAkvrt2gbxF,https://api.spotify.com/v1/audio-analysis/7IpotoEpiWeYAkvrt2gbxF,225627,4
0.831,0.875,1,-9.525,1,0.0821,0.195,0.000122,0.395,0.615,105.757,audio_features,6XEBi8TCO7vwCG4OqwzpQn,spotify:track:6XEBi8TCO7vwCG4OqwzpQn,https://api.spotify.com/v1/tracks/6XEBi8TCO7vwCG4OqwzpQn,https://api.spotify.com/v1/audio-analysis/6XEBi8TCO7vwCG4OqwzpQn,327190,4
0.39,0.895,11,-4.419,0,0.444,0.0344,0.0,0.247,0.646,85.407,audio_features,5FDXQVXYiLeXLwt11T2lcN,spotify:track:5FDXQVXYiLeXLwt11T2lcN,https://api.spotify.com/v1/tracks/5FDXQVXYiLeXLwt11T2lcN,https://api.spotify.com/v1/audio-analysis/5FDXQVXYiLeXLwt11T2lcN,253840,4
0.662,0.534,10,-15.221,1,0.0679,0.0641,2.35e-06,0.0258,0.968,135.776,audio_features,0IWxEzigTcb3cSJroNUOc0,spotify:track:0IWxEzigTcb3cSJroNUOc0,https://api.spotify.com/v1/tracks/0IWxEzigTcb3cSJroNUOc0,https://api.spotify.com/v1/audio-analysis/0IWxEzigTcb3cSJroNUOc0,209640,4
0.733,0.882,9,-5.581,0,0.035,0.164,0.715,0.108,0.865,135.526,audio_features,0vZwC1e6hPGd9zU0wzAXkA,spotify:track:0vZwC1e6hPGd9zU0wzAXkA,https://api.spotify.com/v1/tracks/0vZwC1e6hPGd9zU0wzAXkA,https://api.spotify.com/v1/audio-analysis/0vZwC1e6hPGd9zU0wzAXkA,264213,4
0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,audio_features,67awxiNHNyjMXhVgsHuIrs,spotify:track:67awxiNHNyjMXhVgsHuIrs,https://api.spotify.com/v1/tracks/67awxiNHNyjMXhVgsHuIrs,https://api.spotify.com/v1/audio-analysis/67awxiNHNyjMXhVgsHuIrs,213733,4
0.461,0.304,6,-13.737,1,0.0332,0.216,2.18e-05,0.287,0.246,113.842,audio_features,5ywoRjfVIlcJiSAxwPT3Pt,spotify:track:5ywoRjfVIlcJiSAxwPT3Pt,https://api.spotify.com/v1/tracks/5ywoRjfVIlcJiSAxwPT3Pt,https://api.spotify.com/v1/audio-analysis/5ywoRjfVIlcJiSAxwPT3Pt,299213,4
0.615,0.735,9,-9.813,1,0.237,0.599,0.0,0.0541,0.915,106.048,audio_features,3VCmwBZA2iUzIsVGoZXYAT,spotify:track:3VCmwBZA2iUzIsVGoZXYAT,https://api.spotify.com/v1/tracks/3VCmwBZA2iUzIsVGoZXYAT,https://api.spotify.com/v1/audio-analysis/3VCmwBZA2iUzIsVGoZXYAT,105933,4
0.506,0.899,11,-4.793,0,0.0364,0.0287,0.28,0.2,0.475,150.27,audio_features,4iLG33TT4HaVILLC0q4rEn,spotify:track:4iLG33TT4HaVILLC0q4rEn,https://api.spotify.com/v1/tracks/4iLG33TT4HaVILLC0q4rEn,https://api.spotify.com/v1/audio-analysis/4iLG33TT4HaVILLC0q4rEn,300507,4
0.426,0.817,0,-4.324,1,0.0378,0.121,0.00237,0.134,0.233,126.331,audio_features,5W3RdykOaokM7gvCoFaNiO,spotify:track:5W3RdykOaokM7gvCoFaNiO,https://api.spotify.com/v1/tracks/5W3RdykOaokM7gvCoFaNiO,https://api.spotify.com/v1/audio-analysis/5W3RdykOaokM7gvCoFaNiO,233533,3
0.61,0.913,1,-4.287,1,0.054,0.00553,0.00096,0.091,0.811,119.012,audio_features,2cDpJ4fxFRW6AwethyVUj7,spotify:track:2cDpJ4fxFRW6AwethyVUj7,https://api.spotify.com/v1/tracks/2cDpJ4fxFRW6AwethyVUj7,https://api.spotify.com/v1/audio-analysis/2cDpJ4fxFRW6AwethyVUj7,213640,4
0.708,0.541,1,-9.457,1,0.038,0.143,0.467,0.138,0.946,122.022,audio_features,0ifPKrxQrdgwBa2vwt9vmb,spotify:track:0ifPKrxQrdgwBa2vwt9vmb,https://api.spotify.com/v1/tracks/0ifPKrxQrdgwBa2vwt9vmb,https://api.spotify.com/v1/audio-analysis/0ifPKrxQrdgwBa2vwt9vmb,160509,4
0.749,0.714,4,-5.055,1,0.199,0.102,0.00794,0.173,0.782,96.515,audio_features,0j1xdKVaqfLFpLPpZqyZLl,spotify:track:0j1xdKVaqfLFpLPpZqyZLl,https://api.spotify.com/v1/tracks/0j1xdKVaqfLFpLPpZqyZLl,https://api.spotify.com/v1/audio-analysis/0j1xdKVaqfLFpLPpZqyZLl,189827,4
0.823,0.507,0,-12.398,1,0.0364,0.184,3.56e-06,0.0446,0.962,117.852,audio_features,367QlcjzPGFxF4uNbBvwEH,spotify:track:367QlcjzPGFxF4uNbBvwEH,https://api.spotify.com/v1/tracks/367QlcjzPGFxF4uNbBvwEH,https://api.spotify.com/v1/audio-analysis/367QlcjzPGFxF4uNbBvwEH,279413,4
0.403,0.777,5,-6.416,1,0.0354,0.0999,3.28e-06,0.124,0.149,76.329,audio_features,4zXvB4MoQD8onk0NCZbeHG,spotify:track:4zXvB4MoQD8onk0NCZbeHG,https://api.spotify.com/v1/tracks/4zXvB4MoQD8onk0NCZbeHG,https://api.spotify.com/v1/audio-analysis/4zXvB4MoQD8onk0NCZbeHG,240933,4
0.614,0.28,9,-13.027,1,0.0289,0.9,0.000332,0.104,0.483,124.236,audio_features,3pjBDj6wQRSMNqGTQJuPej,spotify:track:3pjBDj6wQRSMNqGTQJuPej,https://api.spotify.com/v1/tracks/3pjBDj6wQRSMNqGTQJuPej,https://api.spotify.com/v1/audio-analysis/3pjBDj6wQRSMNqGTQJuPej,296520,4
0.68,0.764,6,-6.574,1,0.523,0.087,0.0,0.0978,0.789,99.309,audio_features,7yAglysefluqbDoqJsOxET,spotify:track:7yAglysefluqbDoqJsOxET,https://api.spotify.com/v1/tracks/7yAglysefluqbDoqJsOxET,https://api.spotify.com/v1/audio-analysis/7yAglysefluqbDoqJsOxET,256627,4
0.64,0.339,3,-8.08,1,0.0317,0.817,0.0,0.0883,0.664,124.0,audio_features,2s45jzEVXjE0Y0Fu6CjG5u,spotify:track:2s45jzEVXjE0Y0Fu6CjG5u,https://api.spotify.com/v1/tracks/2s45jzEVXjE0Y0Fu6CjG5u,https://api.spotify.com/v1/audio-analysis/2s45jzEVXjE0Y0Fu6CjG5u,151400,4
0.601,0.661,1,-10.806,0,0.34,0.00384,0.0113,0.337,0.687,202.185,audio_features,11WNiKD43oj2IGjFRioj8m,spotify:track:11WNiKD43oj2IGjFRioj8m,https://api.spotify.com/v1/tracks/11WNiKD43oj2IGjFRioj8m,https://api.spotify.com/v1/audio-analysis/11WNiKD43oj2IGjFRioj8m,246533,4
0.732,0.825,2,-5.933,1,0.283,0.463,1.21e-06,0.258,0.915,91.257,audio_features,1uUnAtPzMEHpkeodSVMcmL,spotify:track:1uUnAtPzMEHpkeodSVMcmL,https://api.spotify.com/v1/tracks/1uUnAtPzMEHpkeodSVMcmL,https://api.spotify.com/v1/audio-analysis/1uUnAtPzMEHpkeodSVMcmL,274133,4
0.662,0.174,1,-15.75,1,0.0386,0.989,0.931,0.117,0.652,109.171,audio_features,4CUsEwTeYHJPKiqy9TocDc,spotify:track:4CUsEwTeYHJPKiqy9TocDc,https://api.spotify.com/v1/tracks/4CUsEwTeYHJPKiqy9TocDc,https://api.spotify.com/v1/audio-analysis/4CUsEwTeYHJPKiqy9TocDc,197587,4
0.631,0.749,7,-8.15,1,0.0576,0.205,5.21e-06,0.0667,0.437,89.646,audio_features,30qVCFYKBtAENjTIBA8FPZ,spotify:track:30qVCFYKBtAENjTIBA8FPZ,https://api.spotify.com/v1/tracks/30qVCFYKBtAENjTIBA8FPZ,https://api.spotify.com/v1/audio-analysis/30qVCFYKBtAENjTIBA8FPZ,247627,4
0.662,0.624,10,-13.606,0,0.0417,0.165,0.0,0.0674,0.961,174.513,audio_features,0ErrsvDylBWZeAUYbqLllv,spotify:track:0ErrsvDylBWZeAUYbqLllv,https://api.spotify.com/v1/tracks/0ErrsvDylBWZeAUYbqLllv,https://api.spotify.com/v1/audio-analysis/0ErrsvDylBWZeAUYbqLllv,252560,4
0.83,0.372,1,-11.142,1,0.0837,0.00134,0.941,0.111,0.131,118.948,audio_features,5wuVDG0yfjiwjuhe0LrKLX,spotify:track:5wuVDG0yfjiwjuhe0LrKLX,https://api.spotify.com/v1/tracks/5wuVDG0yfjiwjuhe0LrKLX,https://api.spotify.com/v1/audio-analysis/5wuVDG0yfjiwjuhe0LrKLX,486910,4
0.469,0.132,10,-14.001,1,0.0807,0.929,0.0,0.0873,0.36,67.011,audio_features,58CrldAc1Z5WIBozT1NMJH,spotify:track:58CrldAc1Z5WIBozT1NMJH,https://api.spotify.com/v1/tracks/58CrldAc1Z5WIBozT1NMJH,https://api.spotify.com/v1/audio-analysis/58CrldAc1Z5WIBozT1NMJH,281467,3
0.52,0.566,9,-6.755,0,0.166,0.163,0.0,0.0399,0.788,71.601,audio_features,3MdGLgsPkpZIYddDfI2tyN,spotify:track:3MdGLgsPkpZIYddDfI2tyN,https://api.spotify.com/v1/tracks/3MdGLgsPkpZIYddDfI2tyN,https://api.spotify.com/v1/audio-analysis/3MdGLgsPkpZIYddDfI2tyN,239027,4
0.352,0.654,6,-5.868,1,0.0315,0.115,0.000213,0.31,0.509,139.335,audio_features,0f6x5TeAVPACTxZLEvk46O,spotify:track:0f6x5TeAVPACTxZLEvk46O,https://api.spotify.com/v1/tracks/0f6x5TeAVPACTxZLEvk46O,https://api.spotify.com/v1/audio-analysis/0f6x5TeAVPACTxZLEvk46O,333800,4
0.546,0.859,1,-5.966,1,0.0306,0.00223,0.000947,0.0529,0.645,99.965,audio_features,2drEUEg0TYQR6dDEHkpuPE,spotify:track:2drEUEg0TYQR6dDEHkpuPE,https://api.spotify.com/v1/tracks/2drEUEg0TYQR6dDEHkpuPE,https://api.spotify.com/v1/audio-analysis/2drEUEg0TYQR6dDEHkpuPE,292267,4
0.746,0.413,11,-13.88,1,0.0406,0.86,0.0,0.156,0.916,82.252,audio_features,0wfkd9X7VCaIvHjz2hZrhA,spotify:track:0wfkd9X7VCaIvHjz2hZrhA,https://api.spotify.com/v1/tracks/0wfkd9X7VCaIvHjz2hZrhA,https://api.spotify.com/v1/audio-analysis/0wfkd9X7VCaIvHjz2hZrhA,122733,4
0.535,0.932,2,-2.954,1,0.0282,0.000671,0.00227,0.225,0.554,97.48,audio_features,2lCEAN71IhBl7afQQHIYdV,spotify:track:2lCEAN71IhBl7afQQHIYdV,https://api.spotify.com/v1/tracks/2lCEAN71IhBl7afQQHIYdV,https://api.spotify.com/v1/audio-analysis/2lCEAN71IhBl7afQQHIYdV,322347,4
0.582,0.862,1,-5.039,1,0.0747,0.00587,0.00276,0.0979,0.325,178.073,audio_features,3ytnSerVpcbMU9lajntBw7,spotify:track:3ytnSerVpcbMU9lajntBw7,https://api.spotify.com/v1/tracks/3ytnSerVpcbMU9lajntBw7,https://api.spotify.com/v1/audio-analysis/3ytnSerVpcbMU9lajntBw7,251667,4
0.636,0.922,1,-1.779,1,0.277,0.287,0.0,0.247,0.459,86.773,audio_features,6MmT9hje2krkn1twcmtBYu,spotify:track:6MmT9hje2krkn1twcmtBYu,https://api.spotify.com/v1/tracks/6MmT9hje2krkn1twcmtBYu,https://api.spotify.com/v1/audio-analysis/6MmT9hje2krkn1twcmtBYu,267520,4
0.601,0.514,4,-10.87,1,0.0364,0.166,0.00191,0.108,0.041,106.997,audio_features,4gklLwfCAKbm5mqheWWsSt,spotify:track:4gklLwfCAKbm5mqheWWsSt,https://api.spotify.com/v1/tracks/4gklLwfCAKbm5mqheWWsSt,https://api.spotify.com/v1/audio-analysis/4gklLwfCAKbm5mqheWWsSt,220250,4
0.416,0.966,5,-2.488,1,0.0959,0.000162,0.368,0.197,0.422,129.312,audio_features,2rUtA8LUrE1SRm91QQIVER,spotify:track:2rUtA8LUrE1SRm91QQIVER,https://api.spotify.com/v1/tracks/2rUtA8LUrE1SRm91QQIVER,https://api.spotify.com/v1/audio-analysis/2rUtA8LUrE1SRm91QQIVER,256293,4
0.9,0.916,1,-7.481,0,0.115,0.22,0.000141,0.0323,0.538,102.916,audio_features,5unLExF3iiG3YkU11u6wFO,spotify:track:5unLExF3iiG3YkU11u6wFO,https://api.spotify.com/v1/tracks/5unLExF3iiG3YkU11u6wFO,https://api.spotify.com/v1/audio-analysis/5unLExF3iiG3YkU11u6wFO,277894,4
0.507,0.438,11,-14.038,0,0.0456,0.21,0.000641,0.114,0.507,114.122,audio_features,0GLwtvsA7lPBdK2dP2nHqV,spotify:track:0GLwtvsA7lPBdK2dP2nHqV,https://api.spotify.com/v1/tracks/0GLwtvsA7lPBdK2dP2nHqV,https://api.spotify.com/v1/audio-analysis/0GLwtvsA7lPBdK2dP2nHqV,293061,1
0.439,0.354,3,-14.193,1,0.0405,0.845,0.143,0.106,0.234,77.839,audio_features,2CuqGXetnO2gY5g3SA3c9O,spotify:track:2CuqGXetnO2gY5g3SA3c9O,https://api.spotify.com/v1/tracks/2CuqGXetnO2gY5g3SA3c9O,https://api.spotify.com/v1/audio-analysis/2CuqGXetnO2gY5g3SA3c9O,264667,4
