,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,explicit,popularity,clusters,id,artist,song_title
3130,0.683,0.332,-11.425,0.0404,0.24,0.0,0.165,0.708,108.086,0,49,0,1NnaoYJ93fCyD7FqPpuEEU,['Humanature'],Since I've Known You
3131,0.413,0.633,-5.188,0.0558,0.00444,0.0,0.361,0.187,170.016,0,0,1,4C6ABFK7mZmYtEuLSFhvaj,['Leniz'],Love In Excess
3132,0.916,0.72,-8.548,0.1,0.36,0.00016,0.0958,0.76,103.312,0,0,3,3SS1QAGaY6x1vLknhyUfnk,['Fox Stevenson'],All Eyes On Me
3133,0.484,0.711,-7.784,0.0331,0.0183,0.173,0.0941,0.49,148.189,0,66,0,1HLhA7shiBKCWBz5eX9KuX,"['Leniz', 'Brainwork']",Taking My Time
3134,0.482,0.529,-10.426,0.0271,0.000107,0.546,0.0839,0.0879,145.969,0,55,2,0Oo4yjgDzgFxLcx7LA7zeZ,"['Leniz', 'Painted Skies']",Without You
3135,0.493,0.704,-9.571,0.0358,0.761,0.0843,0.657,0.757,154.639,0,0,5,62w8AH6U6kFCH6moBDXrV1,"['Zombie Cats', 'Sarah Pellicano']",Falling
3136,0.598,0.849,-7.944,0.044,6.02e-05,0.215,0.279,0.701,119.991,0,0,3,7Kg229UfLiV9m08gBPfNZe,['Tatora'],Faded
3137,0.641,0.467,-11.96,0.0701,0.575,0.0,0.195,0.829,134.222,0,0,3,6JJGxeTiJNPgPY22Ds6QcR,"['Keeno', 'Telomic']",Listen Close
3138,0.503,0.459,-11.077,0.0321,0.578,8.02e-05,0.151,0.556,126.679,0,0,8,3NF2Lmx3cWEpzqOFoMRvAe,"['Bert H', 'Hiraeth', 'Rhode']",Stuck In Time
3139,0.335,0.415,-10.493,0.0286,0.257,0.851,0.352,0.127,142.917,0,0,2,71n7PXIkYvKmOvxchb4Enp,['Humanature'],Never Know
3140,0.646,0.867,-8.523,0.0498,0.00574,0.159,0.0434,0.812,111.193,0,44,0,6s0xvLN9talyCcfSgPI6YZ,"['Telomic', 'flowanastasia']",Window Light
3141,0.525,0.668,-5.903,0.064,0.324,0.00264,0.224,0.64,113.264,0,0,3,1w2ZP61PQdWpRdEll8wBUv,"['BMotion', 'Jon Lilygreen']",Alive
3142,0.83,0.907,-8.508,0.2,0.000867,0.0,0.358,0.757,95.263,0,48,0,1UuGeICzbIUql4G7xgAUnE,['Telomic'],Late Depth
3143,0.448,0.787,-7.282,0.0469,0.635,0.000151,0.154,0.832,89.962,0,41,0,1qhUHa38klt66O0xAlUaAL,['Screamarts'],Sunbath
3144,0.461,0.95,-6.189,0.179,0.0638,0.0149,0.211,0.535,140.77,0,0,1,1PraLv0uSZlFK51eZGeGfX,"['Telomic', 'Emily Makis']",Dayfall
3145,0.801,0.684,-8.355,0.0448,0.0843,0.222,0.222,0.293,119.977,0,46,0,7pbMyLspSZy1mDE9rCpzmy,"['Jolliffe', 'Elisabeth Troy']",Just These Things
3146,0.307,0.838,-13.332,0.0687,0.0066,0.000102,0.101,0.521,168.582,0,27,1,4auqdAXONLId4w8fs3zlUD,['Telomic'],Withdrawn
3147,0.724,0.766,-12.28,0.0579,0.516,0.00959,0.409,0.642,100.611,0,44,0,7Lz9sF2claZHkqGOyxqmzg,"['In:Most', 'Ben Rolo']",Pieces - Ben Rolo Remix
3148,0.683,0.751,-10.184,0.0346,0.0681,8.36e-06,0.248,0.841,103.036,0,64,0,5VdGg1kD3lglwlkWWQXaL8,"['Telomic', 'Sydney']",Night Sun
3149,0.476,0.361,-12.312,0.0275,0.879,0.066,0.183,0.477,92.891,0,0,8,2O89LKrkuSbXk9NbBfPpBO,['Telomic'],Limited
3150,0.539,0.215,-25.373,0.0453,0.979,0.879,0.0845,0.742,127.278,0,15,6,216DiiYn1cw3Tv5R2q1ozB,['Maduk'],Taking Control - Instrumental
3151,0.455,0.735,-9.646,0.0338,0.0804,0.00104,0.373,0.291,136.136,0,0,5,6XYJSifomaDXaXbbh91kvQ,"['Audioscribe', 'Rhode']",Letting Go
3152,0.803,0.47,-7.232,0.0387,0.587,0.091,0.0723,0.887,121.226,0,0,3,0ue3cneekkMQzwtZUay7GW,"['Freaks & Geeks', 'Ruth Royall']",Discovery
3153,0.664,0.915,-5.797,0.0335,0.0792,0.0,0.0748,0.518,118.769,0,0,3,01gRrDvkhRuVFoJdod5wrC,['Dossa & Locuzzed'],Crush
3154,0.408,0.545,-10.597,0.0404,0.431,0.0316,0.126,0.301,122.224,0,7,8,2sWJQp2XoKHQFg2GNBDkCM,['Millbrook'],Broken Love
3155,0.707,0.732,-8.44,0.0433,0.204,3.95e-05,0.0357,0.963,117.063,0,33,3,1PddMtWRrXILbfBqOU3Hle,"['Krakota', 'Lifford']",Focus On The Future
3156,0.653,0.816,-4.353,0.167,0.228,0.0,0.0967,0.816,178.085,0,73,0,26ZzrQLGsmKp3M6Fu1dc7O,['Lexurus'],Take Me Away
3157,0.461,0.545,-8.166,0.046,0.0297,0.0471,0.0928,0.408,104.97,0,0,3,2wEb6QDxOnsFINLHNTLp9o,['Nelver'],Cosmic Gate
3158,0.372,0.184,-16.419,0.0377,0.916,0.00461,0.712,0.122,96.195,0,0,5,6HTZQOYIGZehiIfKCKSn3G,['Maduk'],Come Back To Me
3159,0.524,0.26,-11.97,0.0328,0.861,7.74e-06,0.0677,0.913,164.443,0,0,8,1gIaDZgq5IEtzAa8g7IjFy,"['Mountain', 'Dossa & Locuzzed']",House - Dossa & Locuzzed Remix
3160,0.429,0.553,-10.82,0.0492,0.00416,1.09e-05,0.0951,0.742,154.428,0,0,3,0TcQfwHcRjwL3vsD2g4fz0,"['Feint', 'Andromedik', 'Cammie Robinson']",I'll Be There
3161,0.805,0.442,-11.076,0.0337,0.598,4.52e-05,0.0416,0.737,115.436,0,35,0,5yizUlPJuEhatpoDnewf1A,"['Edlan', 'Itro', 'Ella Noël']",Unfolds
3162,0.799,0.348,-13.23,0.0396,0.787,0.661,0.119,0.16,119.989,0,0,8,5l8OYdRXvSpOQz4xHBg1yk,['Nelver'],Nothing Left
3163,0.532,0.699,-9.122,0.0487,0.342,0.0204,0.0948,0.768,101.18,0,0,3,089azhCtSAx6IIxgw8Ds7x,"['The Outsiders', 'Boxplot']",In The Cold
3164,0.639,0.598,-14.206,0.0393,0.299,5e-05,0.107,0.851,103.299,0,41,0,6Dyemte1oKUY0xdipWXZjX,['Polygon'],Drift Away
3165,0.689,0.807,-4.551,0.0317,0.00258,1.32e-06,0.0971,0.822,124.278,0,0,3,0KtQbIkCKDaUgIJpM6Xsyr,['Jon Void'],With You
3166,0.321,0.938,-6.388,0.0629,0.000311,0.748,0.191,0.328,187.974,0,0,1,5uRCWbyvNxjs2eUx5nxtIw,['Phonetic'],Heartbeat
3167,0.47,0.329,-10.56,0.0259,0.564,0.00938,0.0993,0.284,92.956,0,0,8,6dy0aerp4bOoV4wFoxGpe3,"['Tritional', 'Brooke Williams', 'Koven']",Someone To Love You - Koven Remix
3168,0.669,0.763,-10.286,0.0892,0.72,0.0,0.248,0.665,151.131,0,0,3,6iE4KSKX1sP4a7qjm1HrHV,"['Rameses B', 'Veela']",One Day
3169,0.777,0.8,-5.803,0.0276,0.181,0.00204,0.201,0.969,96.674,0,56,0,4DHOVNcUTKPAQ4ZiJWoXbk,['Umax'],Translucent
3170,0.363,0.63,-8.422,0.0323,0.177,0.000406,0.0846,0.32,155.133,0,0,1,7KuSW92Xo7b3miwuMCovhu,['Fliwo'],I Know You Better
3171,0.611,0.59,-10.955,0.0822,0.0207,0.0011,0.0589,0.789,147.491,0,0,3,4nvA04TuLwdgzLuPKILQE0,['Tetracase'],Call Out
3172,0.872,0.623,-7.547,0.244,0.0388,0.000147,0.072,0.788,134.487,0,0,4,3wRD36YQAG85PU6sgdrs59,['Smooth'],The Missing Channel
3173,0.426,0.0417,-20.067,0.0413,0.977,0.000825,0.129,0.328,79.897,0,0,8,6jLWsTbWniLvGEDSCQPin9,"['Culture Shock', 'LSB']",There for You - LSB Remix
3174,0.679,0.568,-10.74,0.0423,0.422,0.00928,0.322,0.93,159.69,0,73,0,51otDJJtNCVTvrATSD4K4B,"['Telomic', 'V O E']",Not Thinking Straight
3175,0.66,0.91,-5.488,0.0319,0.00098,0.932,0.403,0.549,125.326,0,0,2,00K0NNXPlrdvkRxTJmcghi,['Cnof'],Never Know - VIP
3176,0.418,0.383,-11.782,0.0257,0.0718,0.0177,0.0896,0.352,87.773,0,0,8,1HML25qqix6wuJT2ST5XJx,['Monument Banks'],Tidy Mind
3177,0.529,0.513,-13.45,0.0336,0.978,0.0214,0.108,0.513,115.959,0,43,8,7gR0wUe48tXDE4L0i7Y419,"['Koven', 'BCee']",For Me - BCee Remix
3178,0.561,0.501,-9.544,0.0266,0.857,0.0106,0.135,0.339,75.68,0,0,8,38h7FVc9uB4qsI0rOHTbqV,"['Redeyes', 'DRS']",Change.Illusion / No Way
3179,0.807,0.556,-5.539,0.119,0.157,0.0,0.0906,0.383,87.852,1,0,7,2kQwIT4PnaxlBFHUidP7xh,['Smote'],Light Of My Life
3180,0.706,0.206,-22.008,0.043,0.804,0.00939,0.0963,0.62,108.817,0,0,8,7FJ03CSYlQWBIVOLrmDp3g,"['NCT', 'RIENK']",Now Or Never
3181,0.565,0.564,-10.044,0.0292,0.161,0.0,0.114,0.454,134.355,0,81,0,3S29GiBr2fcqCatSGKrt2V,['Smote'],Be My Love
3182,0.404,0.161,-13.315,0.0444,0.891,1.86e-06,0.0864,0.33,175.699,0,0,8,33SPpidy7srfJ3j6OMhBzF,['Telomic'],Late Depth
3183,0.451,0.673,-9.115,0.0734,0.0857,0.00225,0.797,0.583,95.513,0,0,5,0FMGS5GM6aRMYWpSalaJmP,['Smote'],Born Suicide
3184,0.652,0.32,-11.508,0.0487,0.946,0.00925,0.0906,0.614,105.236,0,0,8,347lxnGA8lmQIp93tzugrM,['Maduk'],Go Back To The Jungle
3185,0.376,0.832,-5.057,0.0521,0.00325,0.884,0.0922,0.142,140.158,0,0,1,3eqkybGtqre4NTAQLs3kOV,['Edlan'],Take A Bow
3186,0.293,0.148,-11.212,0.0334,0.88,0.000962,0.108,0.0864,117.746,0,0,8,14hAZvFFnYG7sszxRByd30,['Voicians'],Potion
3187,0.582,0.879,-3.6,0.0345,0.0139,2.13e-05,0.185,0.773,114.014,0,0,3,3RGz1UbLFkDdxgs0JFFsnD,['NCT'],Afterlife
3188,0.797,0.559,-11.086,0.032,0.0521,0.000232,0.138,0.932,116.97,0,56,0,4mIn4ZCtRmM31yTnMuEYJU,"['NCT', 'Dualistic']",Lost & Found
3189,0.614,0.752,-6.271,0.0652,0.00328,0.0,0.379,0.444,95.018,0,44,0,7zIFFqNOGkQ5nq1qIlP1F3,"['NCT', 'T & Sugah']",Electrify
3190,0.655,0.932,-5.033,0.312,0.188,0.0,0.355,0.713,95.522,1,0,7,2BLPsEe7WMUf7klbwGpdEb,['Voicians'],Unbreakable
3191,0.55,0.97,-2.367,0.0669,0.0406,0.166,0.519,0.254,124.97,1,24,7,2WL2Z97XwPMR9o3KisUQeh,"['NCT', 'Skyelle']",Astrophysical
3192,0.476,0.25,-13.291,0.0425,0.902,0.69,0.167,0.148,102.171,0,0,6,77Nvyqivv5lOJ8Yv3MEbBq,"['NCT', 'Futurebound']",The Feeling
3193,0.564,0.674,-8.177,0.0292,0.451,0.00348,0.255,0.817,116.266,0,0,3,2WlY3vWlbUkgIYriLfoNho,"['NCT', 'The Outsiders', 'Ida']",Overcome
3194,0.383,0.839,-7.738,0.0555,0.652,0.0,0.672,0.964,151.435,0,0,5,2HT4bpNXirLCC0JFLKBOTM,['Voicians'],Disconnected
3195,0.433,0.752,-8.365,0.113,0.0116,0.000667,0.59,0.362,122.901,0,51,5,6jNlEe0t8DkRRtx0dwqQDX,"['Lexurus', 'Rhode']",Magnify
3196,0.796,0.491,-10.276,0.0578,0.438,7.86e-06,0.0635,0.936,112.69,0,0,3,0nVZNpwRywLxBCGZWJAVDj,['Voicians'],Surrender
3197,0.83,0.817,-6.539,0.077,0.00096,0.000677,0.112,0.622,107.908,0,0,3,3V5iLa12VCexsBx3DkSKEJ,"['Maduk', 'Dan Soleil']",Back To Life
3198,0.85,0.94,-3.428,0.036,0.113,0.435,0.0697,0.897,122.047,0,0,3,4ZvkADFYYPdOi2NdzIqJFd,"['BCee', 'Gramma Funk']",Griffins
3199,0.664,0.913,-8.424,0.0469,0.0866,0.892,0.305,0.647,133.971,0,48,2,0eLZf7bp815SzftuAYBXXe,"['Delta Heavy', 'MUZZ', 'Cammie Robinson']",Higher Ground
3200,0.827,0.323,-18.449,0.104,4.73e-05,0.564,0.0748,0.357,122.813,0,0,2,3ZYeLJZyWL7a237T24QX5D,"['The Outsiders', 'Ida']",Run Away
3201,0.515,0.987,-5.391,0.108,0.00135,0.000195,0.0697,0.298,141.258,0,0,1,2zW7DNc1qD8ETXovFHwnBl,"['Maduk', 'Juul']",Company
3202,0.665,0.91,-9.246,0.0693,0.213,9.6e-06,0.087,0.768,108.928,0,0,3,7hcQJDXEMJ1606e18ov4mh,['Andromedik'],Better With You
3203,0.566,0.969,-4.904,0.0454,0.000302,0.029,0.109,0.635,126.952,0,0,3,3rKS3KPEPqyljcHz53bEEP,['BCee'],Measurement
3204,0.647,0.676,-6.025,0.0862,0.0909,0.0227,0.0947,0.41,164.51,0,62,0,2zFfM79Htp9xbGg22LaB7U,['Zombie Cats'],Away
3205,0.439,0.222,-18.404,0.0419,0.861,0.00119,0.353,0.451,80.719,0,0,8,5fpFRtmJRENCAWjNhALcYm,['BCee'],X-Type
3206,0.514,0.584,-13.049,0.042,0.0698,0.000183,0.205,0.558,114.142,0,0,3,3BuALud6C8Ez1JKrGlWOpy,['Aperio'],Metropolis
3207,0.684,0.434,-9.791,0.0618,0.0824,0.0,0.256,0.555,144.273,0,0,3,01eICIUibRujJ6CnpSvZ2p,"['Aperio', 'Alissa May']",Hours & Hours
3208,0.522,0.327,-12.04,0.0307,0.87,0.0,0.233,0.521,105.087,0,30,8,2iZRVRve1Hi7HLnsrauNSl,"['Aperio', 'Jorgie']",Wash Away
