,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
57,0.526,0.0492,-24.627,0.0349,0.974,0.926,0.364,0.0685,68.107,7f8JKMRudtWIb3g8vOdKOL,169368
58,0.582,0.015,-28.283,0.0595,0.995,0.952,0.122,0.318,105.076,45ops3r3nJfb7JyRosW0cT,103995
59,0.483,0.0473,-27.241,0.0381,0.993,0.916,0.135,0.237,106.377,4s71QUHM2XPmNadSi7VIrs,118759
60,0.582,0.0785,-25.788,0.0491,0.995,0.885,0.109,0.282,134.497,0Z3uQOY8z2Q8RtA2fNTbTo,156000
61,0.455,0.0747,-19.548,0.0561,0.975,0.923,0.0916,0.0898,120.006,4oroU22naGWoaCfJFj6zgQ,203067
62,0.221,0.0477,-25.787,0.0356,0.965,0.948,0.111,0.0394,58.123,1va19znN4FZnPiVI9cDhxg,180859
63,0.507,0.0736,-22.693,0.0295,0.976,0.942,0.106,0.145,84.237,0AtRmuJdtGFuBX5I8b8Y5e,163638
64,0.123,0.186,-14.781,0.0368,0.983,0.846,0.114,0.0381,66.762,2XlvxwhUT5Ix35d6WNWjXE,197222
65,0.532,0.0141,-30.23,0.0662,0.976,0.961,0.0969,0.108,131.837,6Ex3wIwUazZkkIREGL0JIh,124828
66,0.589,0.0486,-25.901,0.0445,0.996,0.913,0.11,0.277,151.707,6F1zf2bhwcyWcgqkLrWI0i,157364
67,0.638,0.0277,-23.599,0.0458,0.98,0.948,0.106,0.204,129.92,2ZbMS6tDwLO6cv4RLXV13M,162000
68,0.379,0.0598,-21.44,0.0422,0.981,0.922,0.106,0.144,81.847,3kVgOdFyBH5mn5fNwT8MLx,166172
69,0.41,0.0643,-25.859,0.0534,0.993,0.903,0.107,0.49,89.386,2ut5HsYGOg32eaifKsDbnq,138000
70,0.201,0.011,-31.713,0.0437,0.989,0.862,0.347,0.0418,97.038,1J5OrzgIz0psfzpBfgcXHb,42634
71,0.573,0.0527,-23.225,0.0343,0.985,0.958,0.112,0.0459,106.954,4IHmf6jRYrbvt66qj7WGXX,40391
72,0.255,0.0608,-26.145,0.0346,0.983,0.956,0.453,0.0698,110.259,0qYfzCxGFbmRASXDMHn4cS,51606
73,0.564,0.0155,-28.272,0.0521,0.995,0.953,0.0958,0.477,90.941,4Hti7Di1cBB2WVhQbtH68W,114130
74,0.223,0.0339,-31.826,0.0485,0.986,0.96,0.118,0.0383,68.124,0Bv1KM42jCrzWJhy6PA27U,163516
75,0.348,0.127,-21.27,0.0304,0.975,0.955,0.15,0.0776,62.535,2HDBgFvTVSxBAPPDNVSb8G,159886
76,0.444,0.0186,-28.304,0.0434,0.993,0.94,0.108,0.371,98.366,2d0XJWwIUUQu8HW8VBT3jN,118886
77,0.433,0.0477,-22.465,0.0353,0.967,0.775,0.108,0.209,34.318,1WnhVnFTXm0jZmJlV8IOvR,57640
78,0.159,0.0775,-23.165,0.0385,0.942,0.97,0.11,0.216,86.221,348nvPdEqBcCubjB9VJFVl,50851
79,0.255,0.0652,-25.505,0.034,0.961,0.935,0.0725,0.0508,71.878,7qjrQHrXiP1Bm6vdUjADTo,173455
80,0.166,0.037,-29.043,0.0518,0.871,0.716,0.106,0.0373,128.377,4Q4BNkyhg8l5p0AOZZiV5l,193119
81,0.37,0.109,-18.568,0.102,0.994,0.966,0.115,0.231,168.714,2IrJl0kgnuBurpuNtmS9Wm,175338
82,0.134,0.0413,-28.929,0.0607,0.979,0.815,0.0878,0.0444,144.693,7DEcoyUFy04Zhe89uthswA,189250
83,0.555,0.0217,-29.343,0.045,0.995,0.949,0.102,0.362,100.654,7aaeD6VjZupyBz6zrOEFgZ,159408
84,0.407,0.0712,-24.192,0.0425,0.986,0.91,0.105,0.221,76.895,5ghbxhdkddHGVZcTeeQrDm,174115
85,0.161,0.071,-18.806,0.0396,0.347,0.969,0.113,0.0597,68.65,3LozVafR47NJOQDB5NCfRk,164400
86,0.468,0.036,-26.109,0.0603,0.996,0.92,0.11,0.381,125.898,4ZQxvLL7hm5Jvvu1qUaGN9,147958
87,0.457,0.223,-19.979,0.0316,0.947,0.885,0.105,0.0414,109.563,0XcpvRQuafdZ1Id3vvb4st,171818
88,0.446,0.0231,-26.944,0.036,0.99,0.815,0.0942,0.0989,82.723,7cuCdRheuooOJBltehbWpS,162831
89,0.527,0.135,-23.964,0.0322,0.954,0.92,0.165,0.178,98.05,4eiNjXpsXabfYPEc9mhf5F,190464
90,0.511,0.0385,-27.034,0.0456,0.994,0.933,0.104,0.146,123.716,4OrAP7EH791YhgcrHFG5Pj,115000
91,0.458,0.0475,-20.483,0.0338,0.992,0.95,0.145,0.056,71.441,3NfRSlNuZ906DIa0NybEsX,144000
92,0.282,0.0441,-21.319,0.0378,0.974,0.937,0.112,0.0477,69.153,7kESCbTL2TT2uKiVOTtkun,151105
93,0.306,0.0824,-21.024,0.0279,0.97,0.94,0.0813,0.0791,77.128,7IBVJhJuaaoXoPCHMLjeuG,155252
94,0.587,0.0379,-27.923,0.0446,0.993,0.935,0.105,0.71,99.416,23S2X3PHKBRw8116noWRao,131067
95,0.282,0.0354,-26.202,0.0435,0.996,0.908,0.0861,0.35,200.806,057tJsbAYJtLROe0XSn85a,132357
96,0.288,0.0383,-27.149,0.039,0.99,0.952,0.0865,0.0392,132.694,2fMYmfjJD6diNwp5q5eENb,127634
97,0.378,0.0319,-25.343,0.0428,0.992,0.931,0.093,0.376,68.12,3uF4b9LEVNWsCjRWKvIfNU,146750
98,0.356,0.13,-23.771,0.0309,0.94,0.815,0.0999,0.0426,72.976,6jytyzIUThEXTCngBkajlI,164727
99,0.396,0.0415,-19.6,0.0348,0.992,0.973,0.0963,0.0895,133.654,3vwg06bKCdz2QAF6po0ym4,152727
100,0.63,0.0359,-27.582,0.064,0.996,0.95,0.127,0.448,98.907,3UBNd1WrBrphH7ODSmIfTr,116684
101,0.288,0.262,-19.41,0.042,0.934,0.903,0.0984,0.046,65.348,2oimQbLq7dJ1ebrv9uANFu,162545
102,0.601,0.129,-19.751,0.0438,0.96,0.94,0.105,0.0754,126.984,7ol2MPofrYs6LuWbuT5XNQ,198633
103,0.215,0.00794,-34.499,0.0363,0.981,0.913,0.128,0.194,71.785,31xSZgX4d4BQhC4AbqRnmw,170248
104,0.477,0.155,-19.486,0.0456,0.976,0.928,0.18,0.129,122.967,2yykL5jenEBjkEATl6a6Kn,197568
105,0.28,0.0361,-25.534,0.0395,0.995,0.964,0.358,0.0481,62.18,3KkEPUk8oWJxQc2mgHwIzx,42019
106,0.468,0.0286,-27.87,0.0349,0.992,0.946,0.106,0.0585,90.005,6teW9Gh2h62waGLC8zeE7N,59014
107,0.413,0.0168,-25.709,0.0556,0.992,0.891,0.0839,0.199,69.295,68hxIxkzxCqTT74GbKydLD,137445
108,0.266,0.0877,-19.012,0.0619,0.95,0.895,0.108,0.183,77.872,7KL4RFH27UsCTThxBRfpkS,177553
109,0.111,0.253,-18.164,0.0421,0.933,0.957,0.226,0.0416,169.431,6COcNO6bJcvdT14QZuz5ll,203220
110,0.373,0.0157,-25.511,0.0657,0.991,0.864,0.106,0.19,71.785,0UwNqjrlIyvXsxt70lqolI,63901
111,0.429,0.0714,-28.888,0.0558,0.995,0.901,0.114,0.568,75.685,1ABQlwIRvqn2Yg2EQfNUuL,110750
112,0.306,0.0999,-26.559,0.0437,0.95,0.81,0.0939,0.0711,80.052,04WN2uoTiS7i0ebx5Uilzp,190500
113,0.359,0.0177,-26.958,0.0514,0.987,0.975,0.108,0.139,70.658,5e94qDTqkRy5akY4JIfRCD,38405
114,0.252,0.0465,-20.219,0.0618,0.974,0.894,0.109,0.0952,140.592,3jArXhF4Hew5NxcILtsqiR,38367
115,0.471,0.0413,-25.217,0.047,0.99,0.869,0.0906,0.193,99.777,2wsIjTxMZ1Ms5dFQtQZZ4z,50744
116,0.316,0.0222,-19.771,0.0417,0.981,0.924,0.0882,0.136,170.785,3ErSKC3XiUWrT9wrmkmBaG,183641
117,0.477,0.0777,-27.759,0.0633,0.989,0.904,0.113,0.49,128.241,5JDxLwB0mchhU4rRWIDkOZ,132793
118,0.302,0.047,-24.635,0.0752,0.987,0.938,0.108,0.536,179.327,3GDzrflFEQSeIQjv5i0Uue,107000
119,0.364,0.0561,-24.503,0.0547,0.994,0.925,0.102,0.0973,105.53,2k2WZCasOZYtr87nmWIobL,133622
120,0.41,0.148,-18.992,0.0313,0.984,0.956,0.102,0.398,79.425,6KKtNNZeEeiUvuwOT5WbVJ,186248
121,0.439,0.0821,-22.218,0.0371,0.952,0.905,0.102,0.0396,119.997,3hQHT0tucs1u01hMqV7fp9,132769
122,0.428,0.0111,-27.382,0.0556,0.995,0.878,0.0909,0.18,66.876,222kC981yUrAaoTpeT8clK,179277
123,0.167,0.125,-24.415,0.0365,0.868,0.895,0.107,0.103,67.8,2TN81KLTzXpSxit32wI3PS,159897
124,0.323,0.0233,-23.895,0.0513,0.979,0.935,0.125,0.0316,76.803,5qQCzjK3kCaQLy7UIFi4zM,181061
125,0.405,0.286,-16.315,0.0415,0.955,0.875,0.118,0.248,128.302,6ruFUeAIRgN6ronULOAL1E,180528
126,0.466,0.0266,-26.404,0.0397,0.995,0.889,0.124,0.211,116.932,2tRAiwM1n2yMBpG39pS1hN,140387
127,0.449,0.0429,-30.089,0.0434,0.995,0.865,0.0941,0.327,91.761,3XEGL2Hsz4lVzJDUXJfkZw,152583
128,0.4,0.0514,-24.757,0.0353,0.933,0.941,0.0754,0.0599,90.059,5JmVXcSwTGUFIpztZw6QEG,148667
129,0.676,0.0452,-19.802,0.0401,0.938,0.932,0.132,0.23,99.937,7Hw5mL5S5GzFdIEbNW3CTA,193028
130,0.153,0.0137,-33.27,0.0368,0.986,0.853,0.0979,0.0377,68.064,5JWlHAK7YlX7PQzhNp9B6O,147200
131,0.175,0.132,-21.21,0.0351,0.813,0.903,0.11,0.0387,80.976,5FhmaKFwtSMCXC6m9L0jBN,137000
132,0.378,0.00684,-22.871,0.0378,0.993,0.895,0.151,0.0554,73.649,2Nrp62LLQSJ3yQy75ESODV,161455
133,0.298,0.0431,-27.096,0.0508,0.995,0.9,0.0813,0.209,87.652,7qP1fXoqu9wQkz3vROgoy8,150500
134,0.334,0.0464,-24.486,0.0295,0.971,0.933,0.0959,0.0562,103.288,55yGuyL0NmL2Z00uxdw027,156714
135,0.547,0.0869,-16.869,0.0386,0.982,0.891,0.0909,0.123,130.053,1f0TVvq8363Br9fhQOM7fm,224766
136,0.161,0.213,-16.686,0.0374,0.855,0.649,0.13,0.0385,73.098,1eU6jj4zTOJZDdrVmLzlAw,146677
137,0.573,0.107,-19.63,0.0498,0.964,0.965,0.11,0.255,84.995,5goBxDtxJcBIYg79l6prFV,171529
138,0.484,0.0713,-24.935,0.0366,0.971,0.869,0.104,0.103,121.522,1Tj12EgtwKqXMYUCm0pxpr,128946
139,0.361,0.0106,-27.48,0.0862,0.995,0.951,0.0908,0.235,69.965,1lsGcbkotIf4kns0rMCIZU,116170
140,0.0643,0.249,-15.04,0.0352,0.961,0.931,0.0997,0.0322,66.011,1gjMMoIwCGdbc4UNp8CeUR,213954
141,0.416,0.113,-29.393,0.0414,0.976,0.888,0.11,0.403,97.417,2X2MeJwFhMhgE8mhcnGilH,108000
142,0.541,0.00931,-24.839,0.0409,0.967,0.871,0.101,0.0463,66.995,5V2l1ulCfaxuT7DWzHsD43,179440
143,0.456,0.0921,-27.838,0.0607,0.996,0.909,0.126,0.4,134.501,6KtU9KcV32G2JREHeqRbly,130338
144,0.511,0.0385,-27.034,0.0456,0.994,0.933,0.104,0.146,123.716,4OrAP7EH791YhgcrHFG5Pj,115000
145,0.458,0.0475,-20.483,0.0338,0.992,0.95,0.145,0.056,71.441,3NfRSlNuZ906DIa0NybEsX,144000
146,0.282,0.0441,-21.319,0.0378,0.974,0.937,0.112,0.0477,69.153,7kESCbTL2TT2uKiVOTtkun,151105
147,0.306,0.0824,-21.024,0.0279,0.97,0.94,0.0813,0.0791,77.128,7IBVJhJuaaoXoPCHMLjeuG,155252
148,0.587,0.0379,-27.923,0.0446,0.993,0.935,0.105,0.71,99.416,23S2X3PHKBRw8116noWRao,131067
149,0.282,0.0354,-26.202,0.0435,0.996,0.908,0.0861,0.35,200.806,057tJsbAYJtLROe0XSn85a,132357
150,0.378,0.0319,-25.343,0.0428,0.992,0.931,0.093,0.376,68.12,3uF4b9LEVNWsCjRWKvIfNU,146750
151,0.356,0.13,-23.771,0.0309,0.94,0.815,0.0999,0.0426,72.976,6jytyzIUThEXTCngBkajlI,164727
152,0.396,0.0415,-19.6,0.0348,0.992,0.973,0.0963,0.0895,133.654,3vwg06bKCdz2QAF6po0ym4,152727
153,0.63,0.0359,-27.582,0.064,0.996,0.95,0.127,0.448,98.907,3UBNd1WrBrphH7ODSmIfTr,116684
154,0.288,0.262,-19.41,0.042,0.934,0.903,0.0984,0.046,65.348,2oimQbLq7dJ1ebrv9uANFu,162545
155,0.601,0.129,-19.751,0.0438,0.96,0.94,0.105,0.0754,126.984,7ol2MPofrYs6LuWbuT5XNQ,198633
156,0.215,0.00794,-34.499,0.0363,0.981,0.913,0.128,0.194,71.785,31xSZgX4d4BQhC4AbqRnmw,170248
157,0.477,0.155,-19.486,0.0456,0.976,0.928,0.18,0.129,122.967,2yykL5jenEBjkEATl6a6Kn,197568
158,0.413,0.0168,-25.709,0.0556,0.992,0.891,0.0839,0.199,69.295,68hxIxkzxCqTT74GbKydLD,137445
159,0.266,0.0877,-19.012,0.0619,0.95,0.895,0.108,0.183,77.872,7KL4RFH27UsCTThxBRfpkS,177553
160,0.111,0.253,-18.164,0.0421,0.933,0.957,0.226,0.0416,169.431,6COcNO6bJcvdT14QZuz5ll,203220
161,0.373,0.0157,-25.511,0.0657,0.991,0.864,0.106,0.19,71.785,0UwNqjrlIyvXsxt70lqolI,63901
162,0.429,0.0714,-28.888,0.0558,0.995,0.901,0.114,0.568,75.685,1ABQlwIRvqn2Yg2EQfNUuL,110750
163,0.306,0.0999,-26.559,0.0437,0.95,0.81,0.0939,0.0711,80.052,04WN2uoTiS7i0ebx5Uilzp,190500
164,0.316,0.0222,-19.771,0.0417,0.981,0.924,0.0882,0.136,170.785,3ErSKC3XiUWrT9wrmkmBaG,183641
165,0.477,0.0777,-27.759,0.0633,0.989,0.904,0.113,0.49,128.241,5JDxLwB0mchhU4rRWIDkOZ,132793
166,0.302,0.047,-24.635,0.0752,0.987,0.938,0.108,0.536,179.327,3GDzrflFEQSeIQjv5i0Uue,107000
167,0.364,0.0561,-24.503,0.0547,0.994,0.925,0.102,0.0973,105.53,2k2WZCasOZYtr87nmWIobL,133622
168,0.41,0.148,-18.992,0.0313,0.984,0.956,0.102,0.398,79.425,6KKtNNZeEeiUvuwOT5WbVJ,186248
169,0.439,0.0821,-22.218,0.0371,0.952,0.905,0.102,0.0396,119.997,3hQHT0tucs1u01hMqV7fp9,132769
170,0.428,0.0111,-27.382,0.0556,0.995,0.878,0.0909,0.18,66.876,222kC981yUrAaoTpeT8clK,179277
171,0.167,0.125,-24.415,0.0365,0.868,0.895,0.107,0.103,67.8,2TN81KLTzXpSxit32wI3PS,159897
172,0.323,0.0233,-23.895,0.0513,0.979,0.935,0.125,0.0316,76.803,5qQCzjK3kCaQLy7UIFi4zM,181061
173,0.328,0.0326,-25.473,0.0496,0.982,0.949,0.111,0.411,209.753,35zxNYuydtTY8eJ9Tz79yr,36589
174,0.498,0.0589,-25.406,0.0447,0.99,0.708,0.101,0.109,105.062,49OeqpnunNlIY7G1ILtd6u,50304
175,0.526,0.0492,-24.627,0.0349,0.974,0.926,0.364,0.0685,68.107,7f8JKMRudtWIb3g8vOdKOL,169368
176,0.582,0.015,-28.283,0.0595,0.995,0.952,0.122,0.318,105.076,45ops3r3nJfb7JyRosW0cT,103995
177,0.483,0.0473,-27.241,0.0381,0.993,0.916,0.135,0.237,106.377,4s71QUHM2XPmNadSi7VIrs,118759
178,0.582,0.0785,-25.788,0.0491,0.995,0.885,0.109,0.282,134.497,0Z3uQOY8z2Q8RtA2fNTbTo,156000
179,0.455,0.0747,-19.548,0.0561,0.975,0.923,0.0916,0.0898,120.006,4oroU22naGWoaCfJFj6zgQ,203067
180,0.221,0.0477,-25.787,0.0356,0.965,0.948,0.111,0.0394,58.123,1va19znN4FZnPiVI9cDhxg,180859
181,0.507,0.0736,-22.693,0.0295,0.976,0.942,0.106,0.145,84.237,0AtRmuJdtGFuBX5I8b8Y5e,163638
182,0.123,0.186,-14.781,0.0368,0.983,0.846,0.114,0.0381,66.762,2XlvxwhUT5Ix35d6WNWjXE,197222
183,0.532,0.0141,-30.23,0.0662,0.976,0.961,0.0969,0.108,131.837,6Ex3wIwUazZkkIREGL0JIh,124828
184,0.589,0.0486,-25.901,0.0445,0.996,0.913,0.11,0.277,151.707,6F1zf2bhwcyWcgqkLrWI0i,157364
185,0.687,0.887,-5.04,0.0826,0.0575,2.21e-06,0.27,0.853,114.941,2KukL7UlQ8TdvpaA7bY3ZJ,278282
186,0.768,0.714,-5.11,0.0401,0.352,0.0,0.15,0.842,131.443,4h4QlmocP3IuwYEj2j14p8,163026
187,0.734,0.828,-4.433,0.033,0.398,0.0225,0.136,0.717,127.023,2sFbdDiEDpyCdP5nUCuGBm,205000
188,0.765,0.787,-4.501,0.0348,0.153,9.64e-06,0.293,0.483,127.027,22GCuIGPCDEh8izFovMD7N,177689
189,0.801,0.601,-7.574,0.255,0.0777,3.23e-05,0.145,0.74,159.969,0hquQWY3xvYqN4qtiquniF,182907
190,0.552,0.873,-6.065,0.0464,0.00137,0.000273,0.0966,0.62,125.059,5c6lM2zjAF6MFoD8C1hiBr,227240
191,0.629,0.547,-13.123,0.055,0.72,0.00314,0.0604,0.197,108.375,75FEaRjZTKLhTrFGsfMUXR,298933
192,0.376,0.657,-4.658,0.0768,0.0858,0.0,0.0884,0.203,80.565,1r8ZCjfrQxoy2wVaBUbpwg,164782
193,0.727,0.621,-4.784,0.0555,0.212,0.0,0.114,0.565,94.958,5viJfHHj5qnP55zoEWMh97,153427
194,0.912,0.774,-4.673,0.0455,0.121,0.0127,0.101,0.632,119.966,10xV5l9nhLvFpR8mqzs0bL,155589
195,0.878,0.685,-5.28,0.225,0.00152,0.0,0.0753,0.523,157.003,3uJFmluXzYedoJcvhpC1AW,211649
196,0.704,0.797,-5.927,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4h9wh7iOZ0GGn8QVp4RAOB,148486
197,0.836,0.743,-6.305,0.0656,0.0995,0.0,0.335,0.722,108.966,1PckUlxKqWQs3RlWXVBLw3,191822
198,0.499,0.671,-6.774,0.0561,0.114,0.0169,0.148,0.0557,124.994,0oiv4E896TUTTeQU0cmIui,336924
199,0.881,0.592,-4.898,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,0mBP9X2gPCuapvpZ7TGDk3,154487
200,0.52,0.731,-5.338,0.0557,0.342,0.00101,0.311,0.662,173.93,4LRPiXqCikLlN15c3yImP7,167303
201,0.519,0.617,-4.287,0.0313,0.0387,0.0,0.401,0.222,147.708,0oWraSo5ASJ0h1BEagTyEw,225300
202,0.733,0.67,-6.009,0.0751,0.121,0.0,0.121,0.472,100.964,0O6u0VJ46W86TxN9wgyqDj,192841
203,0.629,0.774,-3.584,0.026,0.0207,2.9e-06,0.263,0.633,110.01,06JviyTdgDWjuAeISDct2L,235061
204,0.935,0.807,-3.838,0.114,0.0514,0.0,0.349,0.813,106.017,6Zu3aw7FfjAF9WA0fA81Oq,173182
205,0.872,0.422,-7.415,0.363,0.0254,0.0,0.109,0.778,149.956,3GbQcjKWT7eVpUfzqwUjxv,180666
206,0.671,0.636,-8.117,0.103,0.515,0.000411,0.172,0.262,120.966,3uUuGVFu1V7jTQL60S1r8z,148197
207,0.478,0.822,-1.961,0.0642,0.101,6.6e-05,0.12,0.309,130.058,424Uwmm1kNW07Ty1nOhSpl,232959
208,0.44,0.317,-9.258,0.0531,0.891,4.78e-06,0.141,0.268,169.914,6xGruZOHLs39ZbVccQTuPZ,233456
209,0.905,0.563,-6.135,0.102,0.0254,9.71e-06,0.113,0.324,106.998,1rDQ4oMwGJI7B4tovsBOxc,173948
