danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,artist,song_title,explicit,popularity
0.498,0.607,-11.273,0.0919,0.317,0.709,0.106,0.495,122.35,1EdXKSVCEKIMrFybC0Xqco,213133,[['The Headhunters']],Music,False,14
0.397,0.328,-11.115,0.0646,0.691,0.000621,0.364,0.0829,100.513,3fEQNpkGIe0JJaP7J12FQt,157080,[['Nuno Canavarro']],Ultra Marina (1988),False,5
0.724,0.463,-13.607,0.0337,0.704,0.94,0.14,0.563,106.091,7Im0JOCcdfmSEm4f0PQwla,115733,[['The Durutti Column']],Detail For Paul,False,16
0.312,0.334,-17.203,0.0989,0.78,0.128,0.121,0.306,75.879,75PUZF77gfPywWVp6C5DhW,130000,[['Arthur Russell']],See-Through,False,25
0.458,0.602,-9.274,0.179,0.0502,2e-06,0.21,0.537,170.017,5VN2dZer45WzuaorRa242v,169680,[['Gloria Barnes']],Home,False,38
0.578,0.583,-7.866,0.028,0.465,8.68e-06,0.108,0.754,82.905,7MqteiEjRbexV3ExsKfuJ7,120133,[['The Delfonics']],Ready Or Not Here I Come (Can't Hide From Love),False,7
0.694,0.796,-3.696,0.198,0.0713,0.0163,0.096,0.592,78.033,7iEoaTyBCqLaAwJnOP1BTn,166120,[['Pusha T']],The Games We Play,True,59
0.861,0.647,-7.425,0.0675,0.594,0.661,0.114,0.67,158.037,4S4Mfvv03M1cHgIOJcbUCL,133680,[['Frank Ocean']],In My Room,True,77
0.654,0.402,-9.318,0.522,0.0354,0.00305,0.109,0.548,205.865,7d2a78r2DTydqHhYJ4YsQj,188945,[['Smerz']],Because,False,0
0.733,0.687,-10.487,0.0444,0.0224,0.702,0.0648,0.526,125.752,2SJo1P387WJHJx1uFbyrRj,278708,[['⣎⡇ꉺლ༽இ•̛)ྀ◞ ༎ຶ ༽ৣৢ؞ৢ؞ؖ ꉺლ']],ʅ͡͡͡͡͡͡͡͡͡͡͡(ƟӨ)ʃ͡͡͡͡͡͡͡͡͡͡ ꐑ(ཀ ඊູ ఠీੂ೧ູ࿃ूੂ✧✧✧✧✧✧ළඕั࿃ूੂ࿃ूੂ,False,46
0.422,0.851,-4.031,0.0398,0.0339,0.0,0.152,0.667,93.649,4AH8GJVosfrbfhe5NVTAnx,259301,[['Action Bronson']],Easy Rider,True,54
0.402,0.681,-6.169,0.0333,0.00476,2.89e-06,0.243,0.412,126.493,6xocKo2s1p6irZVeC1iSr2,165907,[['Al Massrieen']],Mafatshi Leh,False,8
0.359,0.491,-14.425,0.0328,0.923,0.93,0.0931,0.437,127.285,6nvkGpQpm3JAHNAJOCiQmG,712774,[['Shinichi Atobe']],Butterfly Effect,False,32
0.753,0.62,-6.852,0.0526,0.779,0.0626,0.131,0.465,130.016,28kfrHXGnhtzQaznrgPl1F,177560,"[['Vegyn', 'Retro X']]",You Owe Me,False,27
0.628,0.757,-8.141,0.0389,0.345,0.318,0.194,0.971,109.514,20FhPc73ZxP5jGXCsbPTgD,313480,[['Super Mama Djombo']],Dissan Na M'bera,False,11
0.752,0.678,-5.075,0.0448,0.252,0.0,0.145,0.633,130.145,0Tr86xUtlk211O8CuPmgUb,230080,[['Ruth']],Mabelle,False,0
0.583,0.719,-7.08,0.0905,0.749,1.17e-05,0.18,0.905,118.671,6Og4RxasYLlzXUlhbvoGzh,228547,[['Smokey Robinson']],Baby That's Backatcha,False,31
0.667,0.462,-12.541,0.0325,0.734,0.00548,0.0339,0.617,89.556,3cDnajpBLH27ok8MiFZDyO,744907,[['The Ousmane Kouyate Band']],N' Nafanta,False,3
0.737,0.818,-9.325,0.0462,0.0201,0.896,0.0851,0.471,116.078,4RfhJo47pSntADXVPQbmoD,171200,[['Angelo & Eighteen']],Flight 2,False,9
0.786,0.921,-6.842,0.101,0.0552,0.00181,0.0629,0.628,118.373,69ZGaXg5BV9HRxOgexbu6N,381040,[['Steve Monite']],Only You,False,0
0.299,0.263,-13.207,0.0323,0.968,0.857,0.126,0.113,137.848,1uRxyAup7OYrlh2SHJb80N,384439,[['Radiohead']],Daydreaming,False,0
0.622,0.644,-7.537,0.029,0.0891,0.972,0.22,0.628,122.015,0VleOR22fflCepMELBNdFs,302900,[['Fango']],Admire,False,38
0.912,0.587,-7.395,0.0582,0.0394,0.01,0.111,0.435,143.027,3BXXkwyhsHM0EPApHMhQC5,179022,[['Gunna']],Speed It Up,True,49
0.823,0.813,-6.71,0.288,0.0359,0.0,0.0886,0.373,95.012,2CHmgtK8OCL28WtIK96u4N,323303,[['Kanye West']],30 Hours,True,64
0.649,0.906,-7.308,0.119,0.0758,0.882,0.0658,0.315,159.651,6U9uBIHIzzUXxxLwqI7F1a,366115,[['The Truper']],Volume 2A,False,0
0.611,0.338,-16.346,0.037,0.923,0.83,0.108,0.752,105.092,23p4RULI5WERWXwC6NVzLX,448560,[['Momo Wandel Soumah']],Afro Blue,False,34
0.799,0.592,-5.421,0.373,0.142,0.0,0.0466,0.913,83.99,51ehwRYBLHsF79TQGH7tIf,190800,[['Royal Flush']],Worldwide,True,27
0.575,0.229,-20.887,0.0275,0.837,0.0545,0.0786,0.255,92.338,23GqAMjKzJ8fVz7xmqo6dy,259487,[['Marco Bosco']],Metal I (Camila),False,1
0.687,0.796,-9.623,0.103,0.00209,7.55e-05,0.137,0.608,121.263,2aNOkWge7L1IubHjS9dkgL,205664,[['Benita']],Time for a Change,False,32
0.758,0.827,-16.264,0.0543,1.29e-05,0.93,0.0752,0.606,115.996,3ptuGiodaqY1LDjwPbGMiP,178133,"[['Bernard ""Pretty"" Purdie']]",Black Purd's Theme,False,0
0.645,0.721,-11.129,0.283,0.226,0.192,0.22,0.58,75.938,7gVitqfiVFgH4OkxPZp9lw,205125,[['King Tubby']],A Better Version,False,9
0.61,0.546,-14.677,0.0397,0.745,0.937,0.394,0.0599,109.994,4MXLd8ALzXoJ1vob6Mr1ja,245250,[['Kelly Lee Owens']],Arthur,False,0
0.516,0.807,-4.876,0.132,0.592,2.46e-06,0.273,0.626,128.359,38wTkNqV2WmsDGIIrQOnix,397587,[['Amit Kumar']],Ae Meri Awaz Ke Dosto - Amne Samne / Soundtrack Version,False,8
0.196,0.014,-20.872,0.0349,0.986,0.93,0.112,0.0645,137.347,5tJZSE0l9xTnRrccjBZZXg,143080,[['Floating Points']],Requiem for CS70 and Strings,False,33
0.711,0.646,-11.706,0.0584,0.197,0.894,0.0845,0.138,135.018,5pB9UH5jW7eO51T5mrat4D,353680,[['Floating Points']],Last Bloom,False,34
0.8,0.586,-9.633,0.0601,0.00822,0.773,0.0846,0.126,115.62,6Unw1AAcpS1ZgZoRlj2jxA,340160,[['Radiohead']],Little By Little (Caribou Rmx),False,0
0.336,0.344,-12.969,0.0292,0.293,0.0209,0.0733,0.43,150.054,16IrYr84BXOjUXTzqDEsF2,194947,[['Philamore Lincoln']],The North Wind Blew South,False,15
0.722,0.364,-13.393,0.0707,0.363,0.0,0.339,0.6,108.377,2ak9EfsoBbErWHQ1LsOD2d,293147,[['Warfield Spillers']],Daddy's Little Girl,False,0
0.576,0.764,-10.799,0.188,0.418,0.0749,0.0667,0.823,126.048,6EEpz2tuKJ2nBSi8LR1Jv3,479630,[['Rupa']],Aaj Shanibar,False,0
0.236,0.369,-25.707,0.0674,0.947,0.892,0.09,0.058,99.344,0xL38DT0BVE7zKbz45BRW5,218040,[['James Dashow']],"Sequenza bosco - Fuga - Theme From ""Oedipus Orca""",False,5
0.623,0.375,-12.125,0.237,0.333,0.0169,0.0731,0.731,146.705,7swbM7aGKpTBChWXSvEu1N,315813,"[['Etoile De Dakar', ""Youssou N'Dour""]]",Thiely,False,28
0.712,0.773,-7.52,0.295,0.0216,1.69e-05,0.0389,0.744,181.835,7uqcE1H6iwqfZ4FsDa3FVT,248133,[['Mobb Deep']],Peer Pressure,False,3
0.375,0.722,-6.7,0.243,0.1,0.00336,0.633,0.612,90.712,4O4Y5pZNd0kge9aw95OaYC,258587,[['MF DOOM']],One Beer,True,0
0.696,0.913,-5.639,0.0394,0.00343,0.0567,0.311,0.613,118.032,2TznENSzbfW1SBOaYlHgQb,315507,[['Caribou']],Odessa,False,0
0.737,0.642,-7.178,0.0807,0.0772,0.84,0.113,0.459,131.959,0vr6fwcmg0U0QeWYE6o6gT,280000,[['patten']],Flame,False,2
0.481,0.526,-9.943,0.0584,0.396,0.151,0.0756,0.796,95.288,3vLwn5GPTXNNxeqiQPSL5U,259987,[['Baroque Jazz Trio']],Orientasie,False,7
0.764,0.724,-5.394,0.054,0.72,0.00135,0.28,0.693,101.505,6wXEJoT3EixXRd8w0DYaKn,376600,[['Group Anmataff']],Tinariwen,False,0
0.726,0.88,-6.724,0.059,0.0146,0.149,0.407,0.73,120.022,5wah0uTpYKOSuHax1v4olL,336673,[['Daphni']],Cos-Ber-Zam Ne Noya - Daphni Mix,False,44
0.806,0.547,-11.403,0.0455,0.0457,0.696,0.199,0.853,111.247,2lNlKSmvEVOomE4gltLJ8Y,61947,[['Koushik']],Buttaflybeat,False,0
0.459,0.965,-5.072,0.0813,0.688,0.841,0.505,0.473,110.234,6yZzuCTEDGjsDcUTsNj6ml,510240,"[[""D'Yani"", 'Temiz', 'Feza']]",Idyongwana,False,2
0.385,0.42,-12.961,0.0347,0.307,6.43e-06,0.192,0.449,82.298,4Fv7N5artJ3fKgLpogoCuT,255025,[['The Rationals']],Glowin' (2018 Remaster),False,30
0.507,0.421,-12.394,0.0392,0.839,0.69,0.12,0.505,176.121,6chacSuhLoMQK6s5fUZP3S,148074,[['Woo']],Om Shanti,False,0
0.587,0.196,-16.262,0.482,0.981,0.0116,0.226,0.697,60.226,75dxbFeRK4dpykGACtdlqT,102480,[['Wame Igini Kamu']],Traditional (Papua New Guinea),False,0
0.795,0.796,-10.934,0.0634,0.506,0.909,0.114,0.32,109.999,4uOBtKrTvpa4e9nRgZ8U29,295772,[['Beatrice Dillon']],Curl,False,11
0.743,0.879,-6.528,0.0597,0.181,1.07e-05,0.0733,0.74,114.47,7psPvCDzo101s1QlT1jms9,225893,[['Kool Blues']],Can We Try Love Again,False,0
0.354,0.287,-15.221,0.0344,0.715,0.119,0.0846,0.202,111.211,5rH4e40TeRsd5x1PZI9Sx5,1085800,[['Miles Davis']],Guinnevere,False,13
0.65,0.712,-8.012,0.0706,0.77,4.4e-05,0.206,0.746,107.994,2LxAoXsqsN2di6TOQq1dG7,200453,[['Willie Wright']],Right On For The Darkness,False,0
0.638,0.727,-7.56,0.0564,0.639,0.0,0.117,0.946,97.947,0r3Mm4DMDknVpd9phO76v0,139360,[['Alcione']],Figa De Guiné,False,43
0.611,0.615,-8.342,0.0402,0.155,0.266,0.105,0.646,79.992,10a6C9dke9WCiFCviUFHO0,316660,[['Caribou']],Silver,False,0
0.46,0.395,-10.959,0.0364,0.719,0.0,0.11,0.182,108.647,4mrvI4b7P0wsQ2DMJRb1Ub,164240,[['Harpers Bizarre']],Witchi Tai To,False,20
0.407,0.558,-13.268,0.115,0.107,0.00102,0.372,0.543,141.612,6MOD8FMd2PCqcxLXnz9G3m,180185,[['Yanti Bersaudara']],Lembur Kuring,False,0
0.735,0.87,-7.682,0.0754,0.0287,0.133,0.204,0.728,122.721,2Re0HnnU4GBkAofib27Usj,261000,[['Jo Tongo']],Those Flowers,False,7
0.692,0.404,-9.033,0.0471,0.765,0.78,0.799,0.501,127.989,1n6jxW6aFb46rhAgkcX3n3,236040,[['Caribou']],Can't Do Without You,False,0
0.612,0.904,-8.183,0.0378,0.000191,0.79,0.144,0.537,130.983,7jfQL9FvObdY6os5QDAVcs,383462,[['Daphni']],Just,False,18
0.631,0.9,-8.071,0.343,0.422,0.000264,0.3,0.758,140.808,6Qfrdz6hnlCG435hxjI7pF,272191,[['Antonio Sanches']],Pinta Manta,False,18
0.469,0.651,-10.39,0.0391,0.498,0.0821,0.216,0.706,97.997,3YCvvYOduWuubRU3mwiG2S,162543,[['R. D. Burman']],"Title Music (Sholay) - From “Sholay Songs And Dialogues, Vol. 1” Soundtrack",False,17
0.845,0.639,-11.686,0.0541,0.000141,0.931,0.0803,0.814,124.992,46CESRGv5QxpgiZ6X2oEou,238417,[['Stip Guys']],Da Kara,False,2
0.541,0.29,-13.755,0.0404,0.778,0.642,0.543,0.32,124.042,5bZrgXWIZATsS8cBEobvky,218000,[['Caribou']],Irene,False,0
0.68,0.453,-9.154,0.0337,0.683,0.231,0.114,0.701,108.288,1WNpXlYMydMbJpHRzs0iSH,363387,[['Super Mama Djombo']],Assalariado,False,5
0.765,0.376,-16.316,0.0299,0.852,0.0134,0.113,0.581,99.786,4M8tVyfLEm491gbwvDWVMz,168963,[['Chuck Senrick']],Don't Be so Nice,False,0
0.528,0.551,-11.074,0.0368,0.763,0.0286,0.044,0.545,104.271,0IGCIgIZbeKbiQ1Jbwjr55,428665,[['Fabriano Fuzion']],Kosmos 1 & 2,False,5
0.828,0.549,-6.508,0.0862,0.573,0.0,0.19,0.727,141.668,5P6fOJsoqV9NSBqkU0l4t9,216120,[['Rome Sithammarat']],Sao New Look,False,0
0.713,0.59,-12.821,0.0304,0.8,0.899,0.111,0.783,130.71,3ZKI571IyBKZPHq1UiQ2Sw,323667,[['Caribou']],Bees,False,0
0.577,0.919,-5.111,0.052,0.0263,0.121,0.0941,0.827,111.677,74IuBeOaTnm8Xemjz77AMY,404417,[['Rex Rabanye']],O Nketsang,False,34
0.711,0.927,-8.194,0.0374,0.00046,0.832,0.0506,0.46,132.029,5XeOWvozZEzVAyBjfnN8nJ,321713,"[['Daphni', 'Paradise']]",Sizzling,False,0
0.49,0.802,-10.973,0.0378,0.00718,0.904,0.104,0.0408,114.988,7zDpveNAsPrUs5yetR5iEQ,337720,[['Steve Moore']],Saturnalia,False,18
0.558,0.489,-8.145,0.0442,0.866,0.868,0.164,0.336,128.541,4fjvoc3BZJGdtHbynH9gCg,183040,[['White Noise']],Firebird,False,34
0.471,0.934,-7.869,0.0843,0.581,0.0,0.149,0.738,127.135,6ckYEjaOfIchbYYGB8TlYh,153400,[['Candeia']],"Vem, É Lua",False,6
0.706,0.818,-7.197,0.0315,0.161,2.93e-05,0.673,0.838,129.0,6IGT7P32WcMGk1uSjm6K6o,281683,[['Neba Solo']],Can 2002,False,0
0.57,0.678,-9.039,0.0297,0.573,0.668,0.31,0.619,160.624,6erlcQQB6qnObnSrpge1cl,160307,[['Caribou']],Crayon,False,0
0.709,0.781,-6.917,0.0758,0.0407,0.00271,0.237,0.844,134.047,1E7n6zG7oQuJJaLctiqsOD,274547,[['I. JORDAN']],DNT STP MY LV,False,26
0.739,0.573,-11.596,0.0884,0.936,0.104,0.329,0.92,93.863,12jI1X8YVYxn5ckqyXsJWN,228427,[['Bobby Boyd']],"Girl, I Can Feel Ya",False,3
0.516,0.855,-5.63,0.064,0.00737,0.822,0.345,0.542,114.487,4t75DCF0iP2G6xqJSSOqzr,502633,[['Victrola']],Maritime Tatami,False,18
0.219,0.549,-17.283,0.0342,0.243,0.292,0.111,0.539,89.161,3kdaGdUCnxjAxrGXg0h1r3,390474,[['Alain Bellaïche']],Sea Fluorescent,False,23
0.689,0.774,-7.579,0.0549,0.591,0.0449,0.617,0.707,107.389,32tbwy7hUD7qlxk1E3n8h6,255616,[['Brief Encounter']],We Want to Play,False,17
0.812,0.491,-15.422,0.0515,0.00152,0.554,0.0682,0.946,120.044,1RIpbO5B8B4GiND7WT40xB,342672,[['Daphni']],Face to Face,False,39
0.598,0.785,-3.488,0.29,0.711,0.0,0.115,0.824,93.35,50sSNm5rq7O6wqvkIn42Zf,305354,"[['Swizz Beatz', 'Nas']]",Echo (feat. Nas),True,37
0.5,0.571,-9.633,0.0387,0.553,0.754,0.148,0.238,89.789,6oPdm4HpM7chekHUNIGq7I,339616,[['Herbert Bodzin']],Orbital,False,1
0.207,0.0947,-22.679,0.0417,0.343,0.0019,0.0751,0.0491,100.146,42iJEazaFpPapayFgEeKrQ,359960,[['Morgan Fisher']],Breathing Rain,False,0
0.378,0.825,-13.589,0.051,0.699,0.946,0.36,0.293,85.617,3J2D5zUI9PTrx0XgNB56MR,235853,[['Carl Juarez']],Self-Regulation (II),False,0
0.714,0.332,-6.269,0.0779,0.0164,0.894,0.289,0.485,172.473,6nL1iuhn9ltoVTyMtk9YV3,99030,[['9th Wonder']],Baby Cry,False,31
0.803,0.494,-11.468,0.123,0.398,0.887,0.114,0.476,124.993,5OY8Owx7OR7kbM21INxaBe,371333,[['Caribou']],People Eating Fruit,False,0
0.821,0.838,-6.933,0.0581,0.468,0.884,0.0864,0.975,155.001,7GMhaDZqITeKQLUOHSAgSF,190453,[['Rex Ilusivii']],Veliki Prekor,False,2
0.455,0.499,-13.274,0.0299,0.000932,0.0169,0.152,0.195,97.605,1hjMPRvAD6WaXQrvUT2DV5,194645,[['Willie Griffin']],I Love You,False,37
0.683,0.199,-17.731,0.0414,0.874,0.847,0.088,0.281,131.825,2qB5MfrT4unXvKomWsC2sQ,256013,[['David Casper']],China Camp,False,0
0.681,0.61,-12.618,0.0339,0.00597,0.00282,0.118,0.817,96.839,2ndYw6KAVSOfpgC0iMMHvv,256333,[['Phreek']],May My Love Be with You,False,20
0.815,0.663,-7.801,0.0637,0.00184,0.00106,0.424,0.592,116.014,2JeOUGgTCETTRXu0opwzDi,266954,[['Daphni']],"Yes, I Know",False,0
0.476,0.397,-13.947,0.0315,0.726,0.44,0.0934,0.146,138.093,53eXuFhGDrJTy8nBv7NJqp,287357,"[['Caribou', 'Luke Lalonde', 'Adem', 'One Little Plane', 'Four Tet']]",Melody Day - Four Tet Remix,False,0
0.597,0.48,-11.999,0.0396,3.89e-05,0.938,0.321,0.0621,111.005,4YcIlB22261tkPnUWlGosW,321253,[['Flourish']],Heaven Tar,False,6
0.478,0.441,-11.19,0.0405,0.767,0.812,0.0722,0.0629,145.432,3jsIK5dlZbz1fQM3VS0y1m,179640,[['Deuter']],"Together (strange loneliness, change into melodic far eastern scene)",False,2
0.478,0.747,-11.906,0.0726,0.614,9.49e-06,0.288,0.767,163.789,2EpG1VeXHBeQ3IGhfUel2t,470520,[['Houari Benchenet']],Malika,False,3
0.663,0.866,-6.79,0.0431,0.198,0.685,0.0768,0.891,109.098,6ljHtxtcJDLREZT27InUxf,251190,[['Electric Machine']],Fancy Good,False,8
0.805,0.873,-5.137,0.174,0.0081,0.0,0.133,0.814,112.036,6ZbIw2on5GmQUUz7CKqtJ0,302373,[['Msawawa']],Bowungakanani?,False,25
0.209,0.216,-20.734,0.0365,0.911,0.00854,0.215,0.431,80.849,2fASYbSqY5cxPzYp6cFO1g,135140,[['Timmermans/Wise']],Two Friends,False,0
0.442,0.607,-7.262,0.0319,0.794,0.822,0.168,0.0667,104.741,1Hrp8OR3vW8fnnnbumlYgE,274227,[['Caribou']],"Cherrybomb, Pt. 2",False,0
0.66,0.606,-12.486,0.0595,0.649,0.916,0.125,0.838,140.037,0JHMusx7591n8jxiNTWHQf,231893,[['Daphni']],Life’s What You Make It,False,39
0.789,0.318,-11.839,0.0387,0.864,0.0494,0.156,0.637,124.795,6tVKgeBESp2RgOT6oaj3fo,265373,[['Joe Tossini']],Wild Dream,False,22
0.805,0.619,-11.776,0.078,0.024,0.864,0.113,0.197,119.883,6Sn6ZG9wfQ4mjari0OgfRp,1747244,"[['Tony Allen', 'Ricardo Villalobos']]",Asiko (In a Silent Mix) - Ricardo Villalobos Remix,False,7
0.399,0.182,-13.955,0.0482,0.909,0.0,0.0977,0.147,161.82,4DCEk28xejlUHLl0i9G7FA,160194,[['Ted Lucas']],Plain & Sane & Simple Melody,False,42
0.626,0.495,-12.422,0.0324,0.265,0.707,0.31,0.772,111.496,6UztJu9S5CXgrpEHhl8tmr,167867,[['Lô Borges']],Toda Essa Água,False,21
0.63,0.194,-20.514,0.0777,0.867,0.959,0.126,0.824,173.989,3VjByw5202I2rwOCDKD51L,129944,[['Woo']],Wallpaper,False,0
0.609,0.647,-8.198,0.0314,0.65,0.0042,0.136,0.78,145.021,6Ei4irwKyiictqSXpPgrW4,240039,[['Caribou']],Second Chance,False,0
0.388,0.291,-11.187,0.0361,0.515,0.775,0.0803,0.119,125.415,5WRRRQ4TBXRETTpo6mcVqN,545372,[['Priscilla Ermel']],Gestos De Equilíbrio,False,11
0.31,0.399,-10.001,0.0308,0.931,0.0527,0.0951,0.0606,113.003,3iKc77ycitMD7k0Kel1Zpn,294524,[['Richard Horowitz']],Bandit Nrah Master of Rajasthan,False,0
0.557,0.558,-11.398,0.0407,0.00507,0.876,0.0875,0.201,110.219,6I60IqY0bsgmSy8QcPlETS,136360,[['Pepe Maina']],Africa - Live; Live - Strumentale,False,0
0.422,0.376,-11.348,0.0335,0.725,0.0,0.578,0.564,145.959,6FYBcMhwABrPvxGkQiXEON,389773,[['The-Dream']],Fancy,True,32
0.721,0.51,-9.871,0.0475,0.375,0.0801,0.0934,0.652,119.991,2QrKnZKVJFIPshADjTz0aF,238747,[['Caribou']],Jamelia,False,0
0.738,0.328,-21.048,0.0572,0.481,0.0131,0.209,0.312,94.911,4wH0ZWioUVeit5O5xlWYHZ,185560,[['iSH']],Faster Than A Speeding Bullet,False,11
0.664,0.235,-14.714,0.033,0.844,0.0102,0.102,0.351,81.942,2B1uvI5uBgni1VBsQRljma,183933,[['Supreme Jubilees']],It'll All Be Over,False,0
0.597,0.244,-14.787,0.188,0.218,0.793,0.184,0.153,118.435,2mCtB7u4Bx6Wg637jAqIzh,145853,[['Caribou']],Lalibela,False,28
0.555,0.853,-6.213,0.0502,0.346,0.711,0.0775,0.761,125.171,5nfhXvKhfeiV8YJ7bT0Xwo,257933,"[['Bassekou Kouyate', 'Ngoni ba']]",Ngoni Fola,False,5
0.615,0.849,-5.434,0.0957,0.511,0.344,0.491,0.732,105.053,19ochCEo5ILRIEu6GEshAI,173573,[['The Webb People']],I'm Sending Vibrations,False,0
0.243,0.317,-15.826,0.0395,0.0151,0.964,0.106,0.0681,130.446,7xrtYFSpcy2fT6xuyVZzFV,452600,[['Ashra']],Sunrain,False,31
0.117,0.0291,-23.05,0.0323,0.924,0.944,0.112,0.0395,73.448,4hcSnaeZRVJlciwv8njnok,261960,[['Wolfgang Dauners Et Cetera']],Nemo's Dream - Live,False,1
0.216,0.067,-25.949,0.0499,0.796,0.905,0.107,0.114,155.6,2gUsUqTBsTiBCUOtbIa8CP,75387,[['Jordi Sabatés']],Children'S Song,False,1
0.82,0.686,-11.745,0.0859,0.103,0.83,0.105,0.676,123.024,1juxok2GbVvNJciZ1GkUu6,433000,[['Roman IV']],Lucy,False,14
0.752,0.68,-8.483,0.0494,0.0012,0.949,0.335,0.529,120.041,0jlVqqzqn3Uby6DoxmiTk4,346547,[['Daphni']],Ahora,False,22
0.69,0.823,-7.371,0.0383,0.0401,0.779,0.172,0.443,127.982,3alV5ui9OX5Vv6AQWUMO2S,344920,[['Caribou']],Sun,False,0
0.282,0.604,-12.648,0.0579,0.873,0.936,0.107,0.562,90.648,2bw2sLfWXduXE32cjEdFeI,227740,[['Roberto Musci']],Rack railway To,False,26
0.711,0.702,-9.538,0.0903,0.354,0.00108,0.108,0.881,133.464,7nPk7TF47nQSTjKpDpj1Zv,207960,[['Angelo Tinsley']],Get Down with Me,False,0
0.712,0.594,-8.241,0.174,0.681,0.165,0.0402,0.966,118.756,4EBfDOUaCRqO5hbVYWsXRv,224000,[['Al Massrieen']],Sah,False,25
0.718,0.73,-7.405,0.0292,0.54,0.0137,0.147,0.729,122.904,4ivH1TtQELnn9KEtszWfYI,221500,[['Hamid Al Shaeri']],Ayonha,False,41
0.51,0.677,-10.884,0.0507,0.481,0.00343,0.114,0.512,88.208,3lWBtRPQoqufAvQmR1Tknp,266381,[['Maria Rita Stumpf']],Lamento Africano/Rictus,False,0
0.447,0.0809,-21.552,0.0565,0.508,2.21e-05,0.12,0.221,80.608,3mJrKafWXPLXyDHmoLQeWi,71320,[['Harco Pront']],And Then,False,1
0.486,0.32,-13.713,0.0425,0.874,0.855,0.107,0.0739,167.546,6ih6SxoeCVOxPzeoE69PzW,251453,[['Caribou']],Sunsesame,False,0
0.55,0.452,-12.666,0.0738,0.317,5.98e-06,0.726,0.25,78.143,7kpYvT7rc1PstHASHqokXo,166449,[['Carlton Williams']],Prison Song,False,48
0.537,0.571,-16.386,0.0817,0.517,0.0,0.262,0.975,193.862,0lrfWTxWwdZWWtJsXXL31z,216360,[['Barış Manço']],Hal Hal,False,41
0.347,0.497,-10.429,0.0289,0.422,0.508,0.717,0.71,90.322,7lYWY0vw6d1YQSum4Fdfy9,362933,[['Kool & The Gang']],Dujii,False,33
0.601,0.358,-15.473,0.0534,0.259,0.0735,0.105,0.479,73.344,3YqEc4cKdMz9jy7s61ktdM,191347,[['Lani Hall']],Love Song,False,0
0.768,0.392,-10.179,0.1,0.647,0.923,0.101,0.257,120.01,0Nnk9TxG3HgnFXKd1P6zEL,264120,[['Caribou']],"Dundas, Ontario",False,0
0.901,0.725,-10.18,0.0419,0.0183,0.91,0.0851,0.846,127.993,3Qc5CHJvSjUgDborUncDu1,375447,[['Daphni']],Medellin,False,27
0.481,0.354,-12.392,0.0256,0.594,0.0,0.405,0.346,81.003,5GzZHQkyjHqZMPh4Lwjztn,173040,[['Gladys Knight & The Pips']],Don't Turn Me Away,False,10
0.33,0.805,-7.667,0.035,0.044,0.8,0.124,0.489,143.325,1wNMZfSZsPOwxX8D7QRHG9,160347,[['Nemo']],The Waving Theme,False,1
0.612,0.428,-13.134,0.0369,0.471,0.125,0.395,0.67,108.622,1kRbxCZL5BThW1tRzdeKhr,122327,[['Trio Esperança']],Nao Aguento Voce,False,23
0.69,0.502,-9.425,0.082,0.772,0.000518,0.169,0.409,113.307,7AaxnZIg5tHt16tWy5G42g,183653,[['Tartit']],Tihar bayatin - Live,False,0
0.821,0.3,-20.316,0.219,0.848,0.00965,0.282,0.176,123.016,0A5MqwtpgSnncZVgyzq8Gy,179387,[['Haruomi Hosono']],DOWN TO THE EARTH/大地へ,False,10
0.801,0.642,-8.347,0.0933,0.0447,0.124,0.154,0.78,137.604,2AdTIN6xoqfHzgjuRZun4V,312360,[['Caribou']],Leave House,False,0
0.86,0.966,-8.69,0.0358,0.166,0.00383,0.101,0.951,123.076,1uRSefkxV6thClaZIIP29d,149693,"[['Ennio Morricone', 'Audrey Stainton']]","Guerra e pace, pollo e brace 1",False,0
0.494,0.414,-12.401,0.035,0.389,0.0,0.186,0.419,74.636,1csf328Cg2lmw9OosEZhiD,169052,[['Yanti Bersaudara']],Bandung,False,0
0.529,0.452,-12.33,0.0672,0.438,0.00024,0.0901,0.391,146.332,7i3PTd2RKor2hUAXh9HuEe,279453,[['Dwain Vinyard']],Searching For The Truth,False,0
0.337,0.734,-5.961,0.0451,0.443,2.95e-05,0.598,0.768,169.259,0mVOaql40Z4yoCsJDHgvMy,208120,"[['Johnson, Hawkins, Tatum & Durr']]",You Can't Blame Me,False,0
0.522,0.743,-8.656,0.0682,0.423,0.0,0.1,0.941,104.313,2fGPYE0AxKr8LGlGNluCcx,158482,[['Energettics']],You Make Me Nothing,False,0
0.342,0.462,-16.952,0.0354,0.056,0.325,0.0842,0.0716,102.314,5cQgBMyvTkDJgiZhRQDpyq,93600,[['Caribou']],Drumheller,False,0
0.75,0.334,-9.76,0.128,0.636,0.0,0.169,0.763,142.055,4cREcoW0V6qkgUJIvanctS,194333,"[['Sly, Slick & Wicked']]",Love's Gonna Pack up and Walk Out,False,0
0.627,0.979,-6.318,0.0356,0.000264,0.95,0.154,0.616,128.05,6jC0JijhQwIq7dKHT9THok,287195,[['Daphni']],If,False,22
0.574,0.642,-9.966,0.0449,0.341,8.06e-05,0.477,0.944,94.575,4CizK36Hxq8tYxi5qYypfN,144600,[['The Impressions']],Seven Years,False,31
