danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,artist,song_title,explicit,popularity
0.371,0.0137,-29.604,0.045,0.994,0.903,0.0954,0.0789,70.452,6jGcEW0Zzw8pl3Hbb6FZBA,194676,['Pieter Savenberg'],Leaves of Gold,FALSE,44
0.455,0.0747,-19.548,0.0561,0.975,0.923,0.0916,0.0898,120.006,4oroU22naGWoaCfJFj6zgQ,203067,['Anton Fargau Petrini'],Returning Home,FALSE,47
0.241,0.0506,-28.949,0.052,0.993,0.926,0.0804,0.157,209.45,2Mib4ofXoB6tVmOb9BKnUo,36589,['Rembryo'],Your Lullaby,FALSE,46
0.328,0.0326,-25.473,0.0496,0.982,0.949,0.111,0.411,209.753,35zxNYuydtTY8eJ9Tz79yr,36589,['Rembryo'],My Lullaby,FALSE,47
0.498,0.0589,-25.406,0.0447,0.99,0.708,0.101,0.109,105.062,49OeqpnunNlIY7G1ILtd6u,50304,['Rembryo'],Our Lullaby,FALSE,47
0.526,0.0492,-24.627,0.0349,0.974,0.926,0.364,0.0685,68.107,7f8JKMRudtWIb3g8vOdKOL,169368,['Alder Is'],Brissund,FALSE,47
0.582,0.015,-28.283,0.0595,0.995,0.952,0.122,0.318,105.076,45ops3r3nJfb7JyRosW0cT,103995,['Inreload'],Bed of Dreams,FALSE,47
0.483,0.0473,-27.241,0.0381,0.993,0.916,0.135,0.237,106.377,4s71QUHM2XPmNadSi7VIrs,118759,['Michael Frankenberger'],Flowers,FALSE,47
0.582,0.0785,-25.788,0.0491,0.995,0.885,0.109,0.282,134.497,0Z3uQOY8z2Q8RtA2fNTbTo,156000,['Inreload'],Always There,FALSE,47
0.221,0.0477,-25.787,0.0356,0.965,0.948,0.111,0.0394,58.123,1va19znN4FZnPiVI9cDhxg,180859,['Diego Vima'],Surface,FALSE,47
0.507,0.0736,-22.693,0.0295,0.976,0.942,0.106,0.145,84.237,0AtRmuJdtGFuBX5I8b8Y5e,163638,['Daniel Bror Palm'],Conversations,FALSE,47
0.123,0.186,-14.781,0.0368,0.983,0.846,0.114,0.0381,66.762,2XlvxwhUT5Ix35d6WNWjXE,197222,['Barry Hudson-Taylor'],Chasing Waterfalls,FALSE,47
0.532,0.0141,-30.23,0.0662,0.976,0.961,0.0969,0.108,131.837,6Ex3wIwUazZkkIREGL0JIh,124828,['Kristjan Ruus'],Leaving Orbit,FALSE,47
0.589,0.0486,-25.901,0.0445,0.996,0.913,0.11,0.277,151.707,6F1zf2bhwcyWcgqkLrWI0i,157364,['Inreload'],Lullaby Street,FALSE,47
0.638,0.0277,-23.599,0.0458,0.98,0.948,0.106,0.204,129.92,2ZbMS6tDwLO6cv4RLXV13M,162000,['Anton Fargau Petrini'],Lilly's Lullaby,FALSE,0
0.379,0.0598,-21.44,0.0422,0.981,0.922,0.106,0.144,81.847,3kVgOdFyBH5mn5fNwT8MLx,166172,['Daniel Bror Palm'],Earthbound,FALSE,44
0.41,0.0643,-25.859,0.0534,0.993,0.903,0.107,0.49,89.386,2ut5HsYGOg32eaifKsDbnq,138000,['Oscar Pascasio'],Dawn,FALSE,44
0.201,0.011,-31.713,0.0437,0.989,0.862,0.347,0.0418,97.038,1J5OrzgIz0psfzpBfgcXHb,42634,['Rembryo'],Waiting in Silence,FALSE,43
0.573,0.0527,-23.225,0.0343,0.985,0.958,0.112,0.0459,106.954,4IHmf6jRYrbvt66qj7WGXX,40391,['Rembryo'],Waiting in Solitude,FALSE,43
0.255,0.0608,-26.145,0.0346,0.983,0.956,0.453,0.0698,110.259,0qYfzCxGFbmRASXDMHn4cS,51606,['Rembryo'],The Waiting Ends,FALSE,43
0.564,0.0155,-28.272,0.0521,0.995,0.953,0.0958,0.477,90.941,4Hti7Di1cBB2WVhQbtH68W,114130,['Inreload'],Gentle Touch,FALSE,43
0.223,0.0339,-31.826,0.0485,0.986,0.96,0.118,0.0383,68.124,0Bv1KM42jCrzWJhy6PA27U,163516,['Kristjan Ruus'],Ready for Takeoff,FALSE,43
0.348,0.127,-21.27,0.0304,0.975,0.955,0.15,0.0776,62.535,2HDBgFvTVSxBAPPDNVSb8G,159886,['Matthias Krauss'],Children’s Eyes,FALSE,43
0.444,0.0186,-28.304,0.0434,0.993,0.94,0.108,0.371,98.366,2d0XJWwIUUQu8HW8VBT3jN,118886,['Pieter Savenberg'],Violet Road,FALSE,43
0.433,0.0477,-22.465,0.0353,0.967,0.775,0.108,0.209,34.318,1WnhVnFTXm0jZmJlV8IOvR,57640,['Rembryo'],Endless Sleep,FALSE,42
0.159,0.0775,-23.165,0.0385,0.942,0.97,0.11,0.216,86.221,348nvPdEqBcCubjB9VJFVl,50851,['Rembryo'],Endless Rest,FALSE,42
0.255,0.0652,-25.505,0.034,0.961,0.935,0.0725,0.0508,71.878,7qjrQHrXiP1Bm6vdUjADTo,173455,['Matthias Krauss'],Cherry Blossom,FALSE,43
0.166,0.037,-29.043,0.0518,0.871,0.716,0.106,0.0373,128.377,4Q4BNkyhg8l5p0AOZZiV5l,193119,['Diego Vima'],First Contact,FALSE,43
0.37,0.109,-18.568,0.102,0.994,0.966,0.115,0.231,168.714,2IrJl0kgnuBurpuNtmS9Wm,175338,['Sound Emotions'],Alívio,FALSE,44
0.134,0.0413,-28.929,0.0607,0.979,0.815,0.0878,0.0444,144.693,7DEcoyUFy04Zhe89uthswA,189250,['Keira Barton'],Buoyant,FALSE,51
0.555,0.0217,-29.343,0.045,0.995,0.949,0.102,0.362,100.654,7aaeD6VjZupyBz6zrOEFgZ,159408,['Inreload'],Nellie,FALSE,43
0.407,0.0712,-24.192,0.0425,0.986,0.91,0.105,0.221,76.895,5ghbxhdkddHGVZcTeeQrDm,174115,['Daniel Bror Palm'],Writing Home,FALSE,43
0.161,0.071,-18.806,0.0396,0.347,0.969,0.113,0.0597,68.65,3LozVafR47NJOQDB5NCfRk,164400,['Sons of Troells'],Ancient Hymn,FALSE,0
0.468,0.036,-26.109,0.0603,0.996,0.92,0.11,0.381,125.898,4ZQxvLL7hm5Jvvu1qUaGN9,147958,['Inreload'],Waltz for M,FALSE,43
0.457,0.223,-19.979,0.0316,0.947,0.885,0.105,0.0414,109.563,0XcpvRQuafdZ1Id3vvb4st,171818,['Matthias Krauss'],Sound Of Dreams,FALSE,43
0.446,0.0231,-26.944,0.036,0.99,0.815,0.0942,0.0989,82.723,7cuCdRheuooOJBltehbWpS,162831,['Niklas Blumenthaler'],Lullaby For L,FALSE,43
0.527,0.135,-23.964,0.0322,0.954,0.92,0.165,0.178,98.05,4eiNjXpsXabfYPEc9mhf5F,190464,['Sadskies'],Something For You,FALSE,43
0.511,0.0385,-27.034,0.0456,0.994,0.933,0.104,0.146,123.716,4OrAP7EH791YhgcrHFG5Pj,115000,['Michael Frankenberger'],A New Dawn,FALSE,47
0.458,0.0475,-20.483,0.0338,0.992,0.95,0.145,0.056,71.441,3NfRSlNuZ906DIa0NybEsX,144000,['Matthias Krauss'],Broken Heart,FALSE,47
0.282,0.0441,-21.319,0.0378,0.974,0.937,0.112,0.0477,69.153,7kESCbTL2TT2uKiVOTtkun,151105,['Diego Vima'],Enchanting,FALSE,47
0.3,0.0278,-26.154,0.0295,0.952,0.915,0.0706,0.0613,68.914,425G4XZZWnDAc46xiDF8i8,152400,['Anton Fargau Petrini'],And Then There Was Peace,FALSE,0
0.306,0.0824,-21.024,0.0279,0.97,0.94,0.0813,0.0791,77.128,7IBVJhJuaaoXoPCHMLjeuG,155252,"['Niklas Blumenthaler', 'Matthias Krauss']",Hopeful Green,FALSE,47
0.587,0.0379,-27.923,0.0446,0.993,0.935,0.105,0.71,99.416,23S2X3PHKBRw8116noWRao,131067,['Inreload'],Daughters,FALSE,47
0.288,0.0383,-27.149,0.039,0.99,0.952,0.0865,0.0392,132.694,2fMYmfjJD6diNwp5q5eENb,127634,['Pieter Savenberg'],Lost,FALSE,42
0.282,0.0354,-26.202,0.0435,0.996,0.908,0.0861,0.35,200.806,057tJsbAYJtLROe0XSn85a,132357,['Inreload'],Highland Dreams,FALSE,47
0.378,0.0319,-25.343,0.0428,0.992,0.931,0.093,0.376,68.12,3uF4b9LEVNWsCjRWKvIfNU,146750,['Oscar Pascasio'],Found Love,FALSE,47
0.356,0.13,-23.771,0.0309,0.94,0.815,0.0999,0.0426,72.976,6jytyzIUThEXTCngBkajlI,164727,['Matthias Krauss'],Gentle Rose,FALSE,47
0.396,0.0415,-19.6,0.0348,0.992,0.973,0.0963,0.0895,133.654,3vwg06bKCdz2QAF6po0ym4,152727,['Matthias Krauss'],Daydream,FALSE,47
0.63,0.0359,-27.582,0.064,0.996,0.95,0.127,0.448,98.907,3UBNd1WrBrphH7ODSmIfTr,116684,['Inreload'],Ukiyo,FALSE,47
0.288,0.262,-19.41,0.042,0.934,0.903,0.0984,0.046,65.348,2oimQbLq7dJ1ebrv9uANFu,162545,['Matthias Krauss'],Chocolate Kiss,FALSE,47
0.601,0.129,-19.751,0.0438,0.96,0.94,0.105,0.0754,126.984,7ol2MPofrYs6LuWbuT5XNQ,198633,['Anton Fargau Petrini'],Time Will Tell - Piano Version,FALSE,47
0.215,0.00794,-34.499,0.0363,0.981,0.913,0.128,0.194,71.785,31xSZgX4d4BQhC4AbqRnmw,170248,"['Niklas Blumenthaler', 'Matthias Krauss']",The Color of Nothing,FALSE,47
0.477,0.155,-19.486,0.0456,0.976,0.928,0.18,0.129,122.967,2yykL5jenEBjkEATl6a6Kn,197568,['Niklas Blumenthaler'],In The Flow,FALSE,47
0.28,0.0361,-25.534,0.0395,0.995,0.964,0.358,0.0481,62.18,3KkEPUk8oWJxQc2mgHwIzx,42019,['Rembryo'],Rest Your Soul,FALSE,42
0.468,0.0286,-27.87,0.0349,0.992,0.946,0.106,0.0585,90.005,6teW9Gh2h62waGLC8zeE7N,59014,['Rembryo'],Rest Your Mind,FALSE,42
0.413,0.0168,-25.709,0.0556,0.992,0.891,0.0839,0.199,69.295,68hxIxkzxCqTT74GbKydLD,137445,['Pieter Savenberg'],Intouchables,FALSE,47
0.266,0.0877,-19.012,0.0619,0.95,0.895,0.108,0.183,77.872,7KL4RFH27UsCTThxBRfpkS,177553,['Anton Fargau Petrini'],Letting Go,FALSE,47
0.111,0.253,-18.164,0.0421,0.933,0.957,0.226,0.0416,169.431,6COcNO6bJcvdT14QZuz5ll,203220,['Sadskies'],Dear Memories,FALSE,47
0.373,0.0157,-25.511,0.0657,0.991,0.864,0.106,0.19,71.785,0UwNqjrlIyvXsxt70lqolI,63901,['Pieter Savenberg'],First Light,FALSE,47
0.429,0.0714,-28.888,0.0558,0.995,0.901,0.114,0.568,75.685,1ABQlwIRvqn2Yg2EQfNUuL,110750,['Inreload'],Felicity,FALSE,47
0.306,0.0999,-26.559,0.0437,0.95,0.81,0.0939,0.0711,80.052,04WN2uoTiS7i0ebx5Uilzp,190500,['Matthias Krauss'],Sunflowers,FALSE,47
0.359,0.0177,-26.958,0.0514,0.987,0.975,0.108,0.139,70.658,5e94qDTqkRy5akY4JIfRCD,38405,['Rembryo'],The Calming Nature,FALSE,42
0.252,0.0465,-20.219,0.0618,0.974,0.894,0.109,0.0952,140.592,3jArXhF4Hew5NxcILtsqiR,38367,['Rembryo'],Feelings of Spring,FALSE,42
0.471,0.0413,-25.217,0.047,0.99,0.869,0.0906,0.193,99.777,2wsIjTxMZ1Ms5dFQtQZZ4z,50744,['Rembryo'],The Might of Summer,FALSE,42
0.316,0.0222,-19.771,0.0417,0.981,0.924,0.0882,0.136,170.785,3ErSKC3XiUWrT9wrmkmBaG,183641,['Anton Fargau Petrini'],Aurora,FALSE,48
0.477,0.0777,-27.759,0.0633,0.989,0.904,0.113,0.49,128.241,5JDxLwB0mchhU4rRWIDkOZ,132793,['Inreload'],In My Dreams,FALSE,47
0.302,0.047,-24.635,0.0752,0.987,0.938,0.108,0.536,179.327,3GDzrflFEQSeIQjv5i0Uue,107000,['Oscar Pascasio'],I Am Free,FALSE,47
0.364,0.0561,-24.503,0.0547,0.994,0.925,0.102,0.0973,105.53,2k2WZCasOZYtr87nmWIobL,133622,['Pieter Savenberg'],Return,FALSE,47
0.41,0.148,-18.992,0.0313,0.984,0.956,0.102,0.398,79.425,6KKtNNZeEeiUvuwOT5WbVJ,186248,['Daniel Bror Palm'],Anseio,FALSE,47
0.439,0.0821,-22.218,0.0371,0.952,0.905,0.102,0.0396,119.997,3hQHT0tucs1u01hMqV7fp9,132769,['Sons of Troells'],Secret Journeys,FALSE,0
0.428,0.0111,-27.382,0.0556,0.995,0.878,0.0909,0.18,66.876,222kC981yUrAaoTpeT8clK,179277,['Pieter Savenberg'],Untold,FALSE,47
0.167,0.125,-24.415,0.0365,0.868,0.895,0.107,0.103,67.8,2TN81KLTzXpSxit32wI3PS,159897,['Diego Vima'],Arctica Star,FALSE,47
0.323,0.0233,-23.895,0.0513,0.979,0.935,0.125,0.0316,76.803,5qQCzjK3kCaQLy7UIFi4zM,181061,['Niklas Blumenthaler'],Through A Child's Eyes,FALSE,47
0.405,0.286,-16.315,0.0415,0.955,0.875,0.118,0.248,128.302,6ruFUeAIRgN6ronULOAL1E,180528,['Daniel Bror Palm'],Almost Like Home,FALSE,43
0.466,0.0266,-26.404,0.0397,0.995,0.889,0.124,0.211,116.932,2tRAiwM1n2yMBpG39pS1hN,140387,"['Michael Frankenberger', 'Niklas Blumenthaler']",Memento,FALSE,42
0.449,0.0429,-30.089,0.0434,0.995,0.865,0.0941,0.327,91.761,3XEGL2Hsz4lVzJDUXJfkZw,152583,['Inreload'],Solitude,FALSE,42
0.4,0.0514,-24.757,0.0353,0.933,0.941,0.0754,0.0599,90.059,5JmVXcSwTGUFIpztZw6QEG,148667,['Sons of Troells'],Lay to Rest,FALSE,0
0.676,0.0452,-19.802,0.0401,0.938,0.932,0.132,0.23,99.937,7Hw5mL5S5GzFdIEbNW3CTA,193028,['Anton Fargau Petrini'],Closure,FALSE,43
0.153,0.0137,-33.27,0.0368,0.986,0.853,0.0979,0.0377,68.064,5JWlHAK7YlX7PQzhNp9B6O,147200,"['Niklas Blumenthaler', 'Matthias Krauss']",The Color of Perception,FALSE,42
0.175,0.132,-21.21,0.0351,0.813,0.903,0.11,0.0387,80.976,5FhmaKFwtSMCXC6m9L0jBN,137000,['Diego Vima'],Clouds Of Light,FALSE,42
0.378,0.00684,-22.871,0.0378,0.993,0.895,0.151,0.0554,73.649,2Nrp62LLQSJ3yQy75ESODV,161455,['Matthias Krauss'],Morning Beauty,FALSE,42
0.298,0.0431,-27.096,0.0508,0.995,0.9,0.0813,0.209,87.652,7qP1fXoqu9wQkz3vROgoy8,150500,['Oscar Pascasio'],Magic Nights,FALSE,43
0.334,0.0464,-24.486,0.0295,0.971,0.933,0.0959,0.0562,103.288,55yGuyL0NmL2Z00uxdw027,156714,"['Niklas Blumenthaler', 'Matthias Krauss']",Purple Grief,FALSE,43
0.547,0.0869,-16.869,0.0386,0.982,0.891,0.0909,0.123,130.053,1f0TVvq8363Br9fhQOM7fm,224766,['Anton Fargau Petrini'],Waves of Tomorrow,FALSE,43
0.161,0.213,-16.686,0.0374,0.855,0.649,0.13,0.0385,73.098,1eU6jj4zTOJZDdrVmLzlAw,146677,['Anton Fargau Petrini'],Ravens Hideaway,FALSE,0
0.573,0.107,-19.63,0.0498,0.964,0.965,0.11,0.255,84.995,5goBxDtxJcBIYg79l6prFV,171529,['GEBOsthlm'],Mellow Bridge,FALSE,42
0.484,0.0713,-24.935,0.0366,0.971,0.869,0.104,0.103,121.522,1Tj12EgtwKqXMYUCm0pxpr,128946,['Niklas Blumenthaler'],Midnight Muse,FALSE,42
0.361,0.0106,-27.48,0.0862,0.995,0.951,0.0908,0.235,69.965,1lsGcbkotIf4kns0rMCIZU,116170,['Pieter Savenberg'],Eden,FALSE,42
0.0643,0.249,-15.04,0.0352,0.961,0.931,0.0997,0.0322,66.011,1gjMMoIwCGdbc4UNp8CeUR,213954,['Barry Hudson-Taylor'],Orient,FALSE,42
0.416,0.113,-29.393,0.0414,0.976,0.888,0.11,0.403,97.417,2X2MeJwFhMhgE8mhcnGilH,108000,['Inreload'],Waiting For You,FALSE,42
0.541,0.00931,-24.839,0.0409,0.967,0.871,0.101,0.0463,66.995,5V2l1ulCfaxuT7DWzHsD43,179440,['Sons of Troells'],Sigma,FALSE,0
0.456,0.0921,-27.838,0.0607,0.996,0.909,0.126,0.4,134.501,6KtU9KcV32G2JREHeqRbly,130338,['Inreload'],Close to me,FALSE,42
0.511,0.0385,-27.034,0.0456,0.994,0.933,0.104,0.146,123.716,4OrAP7EH791YhgcrHFG5Pj,115000,['Michael Frankenberger'],A New Dawn,FALSE,47
0.458,0.0475,-20.483,0.0338,0.992,0.95,0.145,0.056,71.441,3NfRSlNuZ906DIa0NybEsX,144000,['Matthias Krauss'],Broken Heart,FALSE,47
0.282,0.0441,-21.319,0.0378,0.974,0.937,0.112,0.0477,69.153,7kESCbTL2TT2uKiVOTtkun,151105,['Diego Vima'],Enchanting,FALSE,47
0.306,0.0824,-21.024,0.0279,0.97,0.94,0.0813,0.0791,77.128,7IBVJhJuaaoXoPCHMLjeuG,155252,"['Niklas Blumenthaler', 'Matthias Krauss']",Hopeful Green,FALSE,47
0.587,0.0379,-27.923,0.0446,0.993,0.935,0.105,0.71,99.416,23S2X3PHKBRw8116noWRao,131067,['Inreload'],Daughters,FALSE,47
0.282,0.0354,-26.202,0.0435,0.996,0.908,0.0861,0.35,200.806,057tJsbAYJtLROe0XSn85a,132357,['Inreload'],Highland Dreams,FALSE,47
0.378,0.0319,-25.343,0.0428,0.992,0.931,0.093,0.376,68.12,3uF4b9LEVNWsCjRWKvIfNU,146750,['Oscar Pascasio'],Found Love,FALSE,47
0.356,0.13,-23.771,0.0309,0.94,0.815,0.0999,0.0426,72.976,6jytyzIUThEXTCngBkajlI,164727,['Matthias Krauss'],Gentle Rose,FALSE,47
0.396,0.0415,-19.6,0.0348,0.992,0.973,0.0963,0.0895,133.654,3vwg06bKCdz2QAF6po0ym4,152727,['Matthias Krauss'],Daydream,FALSE,47
0.63,0.0359,-27.582,0.064,0.996,0.95,0.127,0.448,98.907,3UBNd1WrBrphH7ODSmIfTr,116684,['Inreload'],Ukiyo,FALSE,47
0.288,0.262,-19.41,0.042,0.934,0.903,0.0984,0.046,65.348,2oimQbLq7dJ1ebrv9uANFu,162545,['Matthias Krauss'],Chocolate Kiss,FALSE,47
0.601,0.129,-19.751,0.0438,0.96,0.94,0.105,0.0754,126.984,7ol2MPofrYs6LuWbuT5XNQ,198633,['Anton Fargau Petrini'],Time Will Tell - Piano Version,FALSE,47
0.215,0.00794,-34.499,0.0363,0.981,0.913,0.128,0.194,71.785,31xSZgX4d4BQhC4AbqRnmw,170248,"['Niklas Blumenthaler', 'Matthias Krauss']",The Color of Nothing,FALSE,47
0.477,0.155,-19.486,0.0456,0.976,0.928,0.18,0.129,122.967,2yykL5jenEBjkEATl6a6Kn,197568,['Niklas Blumenthaler'],In The Flow,FALSE,47
0.413,0.0168,-25.709,0.0556,0.992,0.891,0.0839,0.199,69.295,68hxIxkzxCqTT74GbKydLD,137445,['Pieter Savenberg'],Intouchables,FALSE,47
0.266,0.0877,-19.012,0.0619,0.95,0.895,0.108,0.183,77.872,7KL4RFH27UsCTThxBRfpkS,177553,['Anton Fargau Petrini'],Letting Go,FALSE,47
0.111,0.253,-18.164,0.0421,0.933,0.957,0.226,0.0416,169.431,6COcNO6bJcvdT14QZuz5ll,203220,['Sadskies'],Dear Memories,FALSE,47
0.373,0.0157,-25.511,0.0657,0.991,0.864,0.106,0.19,71.785,0UwNqjrlIyvXsxt70lqolI,63901,['Pieter Savenberg'],First Light,FALSE,47
0.429,0.0714,-28.888,0.0558,0.995,0.901,0.114,0.568,75.685,1ABQlwIRvqn2Yg2EQfNUuL,110750,['Inreload'],Felicity,FALSE,47
0.306,0.0999,-26.559,0.0437,0.95,0.81,0.0939,0.0711,80.052,04WN2uoTiS7i0ebx5Uilzp,190500,['Matthias Krauss'],Sunflowers,FALSE,47
0.316,0.0222,-19.771,0.0417,0.981,0.924,0.0882,0.136,170.785,3ErSKC3XiUWrT9wrmkmBaG,183641,['Anton Fargau Petrini'],Aurora,FALSE,48
0.477,0.0777,-27.759,0.0633,0.989,0.904,0.113,0.49,128.241,5JDxLwB0mchhU4rRWIDkOZ,132793,['Inreload'],In My Dreams,FALSE,47
0.302,0.047,-24.635,0.0752,0.987,0.938,0.108,0.536,179.327,3GDzrflFEQSeIQjv5i0Uue,107000,['Oscar Pascasio'],I Am Free,FALSE,47
0.364,0.0561,-24.503,0.0547,0.994,0.925,0.102,0.0973,105.53,2k2WZCasOZYtr87nmWIobL,133622,['Pieter Savenberg'],Return,FALSE,47
0.41,0.148,-18.992,0.0313,0.984,0.956,0.102,0.398,79.425,6KKtNNZeEeiUvuwOT5WbVJ,186248,['Daniel Bror Palm'],Anseio,FALSE,47
0.439,0.0821,-22.218,0.0371,0.952,0.905,0.102,0.0396,119.997,3hQHT0tucs1u01hMqV7fp9,132769,['Sons of Troells'],Secret Journeys,FALSE,0
0.428,0.0111,-27.382,0.0556,0.995,0.878,0.0909,0.18,66.876,222kC981yUrAaoTpeT8clK,179277,['Pieter Savenberg'],Untold,FALSE,47
0.167,0.125,-24.415,0.0365,0.868,0.895,0.107,0.103,67.8,2TN81KLTzXpSxit32wI3PS,159897,['Diego Vima'],Arctica Star,FALSE,47
0.323,0.0233,-23.895,0.0513,0.979,0.935,0.125,0.0316,76.803,5qQCzjK3kCaQLy7UIFi4zM,181061,['Niklas Blumenthaler'],Through A Child's Eyes,FALSE,47
0.328,0.0326,-25.473,0.0496,0.982,0.949,0.111,0.411,209.753,35zxNYuydtTY8eJ9Tz79yr,36589,['Rembryo'],My Lullaby,FALSE,47
0.498,0.0589,-25.406,0.0447,0.99,0.708,0.101,0.109,105.062,49OeqpnunNlIY7G1ILtd6u,50304,['Rembryo'],Our Lullaby,FALSE,47
0.526,0.0492,-24.627,0.0349,0.974,0.926,0.364,0.0685,68.107,7f8JKMRudtWIb3g8vOdKOL,169368,['Alder Is'],Brissund,FALSE,47
0.582,0.015,-28.283,0.0595,0.995,0.952,0.122,0.318,105.076,45ops3r3nJfb7JyRosW0cT,103995,['Inreload'],Bed of Dreams,FALSE,47
0.483,0.0473,-27.241,0.0381,0.993,0.916,0.135,0.237,106.377,4s71QUHM2XPmNadSi7VIrs,118759,['Michael Frankenberger'],Flowers,FALSE,47
0.582,0.0785,-25.788,0.0491,0.995,0.885,0.109,0.282,134.497,0Z3uQOY8z2Q8RtA2fNTbTo,156000,['Inreload'],Always There,FALSE,47
0.455,0.0747,-19.548,0.0561,0.975,0.923,0.0916,0.0898,120.006,4oroU22naGWoaCfJFj6zgQ,203067,['Anton Fargau Petrini'],Returning Home,FALSE,47
0.221,0.0477,-25.787,0.0356,0.965,0.948,0.111,0.0394,58.123,1va19znN4FZnPiVI9cDhxg,180859,['Diego Vima'],Surface,FALSE,47
0.507,0.0736,-22.693,0.0295,0.976,0.942,0.106,0.145,84.237,0AtRmuJdtGFuBX5I8b8Y5e,163638,['Daniel Bror Palm'],Conversations,FALSE,47
0.123,0.186,-14.781,0.0368,0.983,0.846,0.114,0.0381,66.762,2XlvxwhUT5Ix35d6WNWjXE,197222,['Barry Hudson-Taylor'],Chasing Waterfalls,FALSE,47
0.532,0.0141,-30.23,0.0662,0.976,0.961,0.0969,0.108,131.837,6Ex3wIwUazZkkIREGL0JIh,124828,['Kristjan Ruus'],Leaving Orbit,FALSE,47
0.589,0.0486,-25.901,0.0445,0.996,0.913,0.11,0.277,151.707,6F1zf2bhwcyWcgqkLrWI0i,157364,['Inreload'],Lullaby Street,FALSE,47
0.428,0.0312,-31.861,0.0307,0.963,0.898,0.123,0.0457,93.937,4PToIVPRu8HbvvoSOZAYeF,161489,['Amami Oshima'],Island Of Hope,FALSE,48
0.3,0.0278,-26.154,0.0295,0.952,0.915,0.0706,0.0613,68.914,425G4XZZWnDAc46xiDF8i8,152400,['Anton Fargau Petrini'],And Then There Was Peace,FALSE,0
0.265,0.0274,-31.556,0.0388,0.978,0.818,0.0747,0.0381,68.18,3LFR152sskcVGPeGpB83g7,167517,"['Niklas Blumenthaler', 'Matthias Krauss']",The Color of Infinity,FALSE,48
0.653,0.00396,-33.137,0.0523,0.993,0.963,0.107,0.443,69.937,7aW0t8JPzppK5ZbTeNUDPp,130386,['Sons of Troells'],Nótt,FALSE,48
0.159,0.0345,-30.043,0.0444,0.947,0.844,0.0905,0.0938,71.431,6LJueYS7PEtp9VEnClV0da,163984,['Joseph Alphane'],Oxygen,FALSE,50
0.507,0.0879,-22.3,0.0411,0.99,0.897,0.108,0.418,117.061,09WjCiwfLLKs17zxOqfHxl,109160,['Niklas Blumenthaler'],Farewell and Arrival,FALSE,47
0.22,0.0145,-32.107,0.0421,0.99,0.922,0.0929,0.156,65.623,6VpiWp5wBEjHTYWojGEqxY,187500,['Alma Grøtte'],Carpe Noctem,FALSE,46
0.147,0.015,-32.587,0.0384,0.764,0.854,0.107,0.0718,138.505,0kUDcCyZc6766gu2xZPHab,132422,['Diego Vima'],Astra,FALSE,48
0.324,0.144,-19.376,0.0332,0.841,0.935,0.131,0.109,74.929,0pjQa2MLkvTAZYrie93wNF,166660,['Anton Fargau Petrini'],A Loving Memory,FALSE,48
0.173,0.0469,-30.296,0.0473,0.95,0.788,0.138,0.311,68.742,6gDdbOmhwiCEOB18tYjQYq,178500,['Diego Vima'],Clarity,FALSE,43
0.61,0.111,-23.648,0.0343,0.987,0.936,0.0879,0.136,92.893,6naNQpAFMRzCQ7lI6Dkjkp,172258,['GEBOsthlm'],Elf Valley,FALSE,46
0.36,0.0351,-28.89,0.0311,0.944,0.91,0.0804,0.0389,86.042,3H0fsNRVkmVVLcVrv1aQRQ,133953,['Amami Oshima'],Aire,FALSE,47
0.173,0.141,-22.123,0.0389,0.684,0.889,0.112,0.198,75.791,0ugkV76p7btCGjFQyQUz97,147273,['Sons of Troells'],Let There Be Light,FALSE,47
0.359,0.0269,-26.421,0.0435,0.955,0.919,0.131,0.0699,122.738,2KayxuUKd9iubr2uXgURte,136271,['Niklas Blumenthaler'],Like Old Friends,FALSE,47
0.088,0.279,-12.39,0.0377,0.135,0.855,0.149,0.036,167.859,2xu3Pb9f6j5mrvgjia0xiq,128571,['Anton Fargau Petrini'],Brave New World,FALSE,49
0.153,0.129,-24.296,0.0392,0.195,0.925,0.0857,0.179,100.022,6N1pOqItzt9c6iD6GCTXqr,172800,['Sons of Troells'],Lucid Dreams,FALSE,48
0.179,0.061,-17.734,0.0389,0.975,0.904,0.102,0.0384,137.881,1FKGYxmw7kZvQeGzAHhl5g,147042,['Wide Sand'],Fields of Somnia,FALSE,47
0.245,0.152,-20.998,0.0368,0.815,0.95,0.107,0.0561,66.185,0rHthtwGKyrJgprQTgl8Bx,153818,['Matthias Krauss'],White Sand,FALSE,49
0.18,0.13,-19.642,0.0344,0.984,0.914,0.102,0.0339,105.835,3XfXhwr7tTStFR435WKQFJ,160348,['Wide Sand'],Seagull’s Heaven,FALSE,47
0.303,0.0295,-31.894,0.0367,0.895,0.805,0.101,0.189,75.777,1xGQ8u2Xdr1HY18a6ThSSl,142895,['Amami Oshima'],Shores,FALSE,45
0.314,0.00385,-29.243,0.0649,0.994,0.927,0.0983,0.245,73.55,2tG3VEpR88UV1Uf9ah2kx2,133709,['Pieter Savenberg'],The Last Dance,FALSE,47
0.0762,0.248,-13.344,0.0352,0.448,0.925,0.107,0.0499,177.504,7aJ967rVjcBBiunLaLGfTV,150489,['Anton Fargau Petrini'],Yamnaya,FALSE,47
